teamID,teamID_out,yearID,n
CLE,WS1,1934,48
BRO,BSN,1934,22
BRO,CHN,1934,10
BRO,CIN,1934,24
BRO,CLE,1934,12
BRO,DET,1934,52
BRO,NY1,1934,29
BRO,NYA,1934,20
BRO,PHA,1934,8
BRO,PHI,1934,29
BRO,SLA,1934,20
BRO,WS1,1934,37
BSN,BOS,1934,3
BSN,BRO,1934,25
BSN,CHA,1934,10
BSN,CHN,1934,8
BSN,CIN,1934,4
BSN,DET,1934,5
BSN,NY1,1934,20
BSN,NYA,1934,12
BSN,PHA,1934,8
BSN,PHI,1934,63
BSN,SLA,1934,19
BSN,SLN,1934,53
BSN,WS1,1934,37
NY1,BOS,1934,2
NY1,BRO,1934,46
NY1,BSN,1934,8
NY1,CHA,1934,1
NY1,CHN,1934,3
NY1,CIN,1934,57
NY1,CLE,1934,4
NY1,NYA,1934,6
NY1,PHA,1934,4
NY1,PHI,1934,7
NY1,PIT,1934,8
NY1,SLN,1934,30
PHA,BOS,1934,25
PHA,CHA,1934,3
PHA,PIT,1934,8
PHA,SLA,1934,2
PHA,WS1,1934,5
PIT,BOS,1934,8
PIT,BRO,1934,40
PIT,BSN,1934,11
PIT,CHA,1934,1
PIT,CHN,1934,14
PIT,CIN,1934,43
PIT,DET,1934,8
PIT,NY1,1934,29
PIT,NYA,1934,44
PIT,PHA,1934,4
PIT,PHI,1934,14
PIT,SLA,1934,4
PIT,SLN,1934,25
CHN,BOS,1934,1
CHN,BRO,1934,6
CHN,CHA,1934,3
CHN,CIN,1934,2
CHN,CLE,1934,5
CHN,NY1,1934,5
CHN,NYA,1934,4
CHN,PHA,1934,1
CHN,PHI,1934,14
CHN,PIT,1934,13
CHN,SLA,1934,8
CHN,SLN,1934,6
CHN,WS1,1934,12
SLN,BOS,1934,9
SLN,BRO,1934,80
SLN,BSN,1934,12
SLN,CHA,1934,1
SLN,CHN,1934,8
SLN,CIN,1934,18
SLN,CLE,1934,8
SLN,NY1,1934,55
SLN,NYA,1934,16
SLN,PHI,1934,18
SLN,PIT,1934,24
PHI,BOS,1935,4
PHI,BSN,1935,4
PHI,CHA,1935,30
PHI,CHN,1935,10
PHI,CIN,1935,11
PHI,DET,1935,16
PHI,NY1,1935,18
PHI,NYA,1935,1
PHI,PHA,1935,4
PHI,PIT,1935,1
PHI,SLA,1935,4
PHI,SLN,1935,48
PHI,WS1,1935,24
NYA,BOS,1935,28
NYA,CHA,1935,1
NYA,CHN,1935,32
NYA,CLE,1935,8
NYA,DET,1935,3
NYA,NY1,1935,2
NYA,PHA,1935,4
NYA,PHI,1935,1
NYA,SLA,1935,4
BOS,BRO,1935,1
BOS,BSN,1935,4
BOS,CHA,1935,10
BOS,CHN,1935,17
BOS,CLE,1935,30
BOS,DET,1935,4
BOS,NY1,1935,8
BOS,NYA,1935,87
BOS,PHA,1935,120
BOS,PIT,1935,2
BOS,SLA,1935,19
BOS,SLN,1935,1
BOS,WS1,1935,12
SLA,BOS,1935,24
SLA,BRO,1935,12
SLA,BSN,1935,3
SLA,CHA,1935,24
SLA,CHN,1935,10
SLA,CIN,1935,1
SLA,CLE,1935,16
SLA,NY1,1935,7
SLA,NYA,1935,26
SLA,PHA,1935,24
SLA,PHI,1935,24
SLA,PIT,1935,4
SLA,SLN,1935,22
SLA,WS1,1935,20
CHA,BOS,1935,25
CHA,BRO,1935,21
CHA,CHN,1935,1
CHA,CIN,1935,2
CHA,CLE,1935,20
CHA,DET,1935,35
CHA,NY1,1935,8
CHA,NYA,1935,20
CHA,PHA,1935,54
CHA,PHI,1935,1
CHA,PIT,1935,14
CHA,SLA,1935,11
CHA,WS1,1935,35
DET,BOS,1935,3
DET,CHA,1935,4
DET,CLE,1935,8
DET,PHA,1935,9
DET,SLA,1935,23
DET,SLN,1935,1
DET,WS1,1935,91
CLE,BOS,1935,4
CLE,BRO,1935,4
CLE,BSN,1935,1
CLE,CHA,1935,12
CLE,DET,1935,5
CLE,NY1,1935,1
CLE,NYA,1935,1
CLE,PHA,1935,2
CLE,PIT,1935,2
CLE,SLA,1935,31
CLE,WS1,1935,37
BRO,BSN,1935,45
BRO,CHA,1935,9
BRO,CHN,1935,11
BRO,CIN,1935,10
BRO,CLE,1935,12
BRO,NY1,1935,15
BRO,NYA,1935,21
BRO,PHA,1935,28
BRO,PHI,1935,20
BRO,PIT,1935,4
BRO,SLA,1935,8
BRO,SLN,1935,9
BRO,WS1,1935,38
NY1,BRO,1935,9
NY1,BSN,1935,8
NY1,CHN,1935,2
NY1,CIN,1935,64
NY1,CLE,1935,13
NY1,DET,1935,4
NY1,NYA,1935,7
NY1,PHA,1935,3
NY1,PHI,1935,14
NY1,PIT,1935,24
NY1,SLN,1935,17
WS1,BOS,1935,31
WS1,BRO,1935,8
WS1,CHA,1935,38
WS1,CHN,1935,4
WS1,CLE,1935,28
WS1,DET,1935,55
WS1,NYA,1935,6
WS1,PHI,1935,4
WS1,SLA,1935,68
PHA,BOS,1935,14
PHA,BRO,1935,1
PHA,CHA,1935,2
PHA,NY1,1935,3
PHA,PIT,1935,8
PHA,SLA,1935,45
BSN,BOS,1935,40
BSN,BRO,1935,2
BSN,CHA,1935,10
BSN,CHN,1935,9
BSN,CIN,1935,28
BSN,NY1,1935,36
BSN,NYA,1935,31
BSN,PHI,1935,43
BSN,PIT,1935,4
BSN,SLN,1935,55
BSN,WS1,1935,1
PIT,BOS,1935,8
PIT,BRO,1935,10
PIT,BSN,1935,6
PIT,CHA,1935,5
PIT,CHN,1935,56
PIT,CIN,1935,34
PIT,DET,1935,8
PIT,NY1,1935,20
PIT,NYA,1935,44
PIT,PHA,1935,4
PIT,PHI,1935,2
PIT,SLA,1935,4
PIT,SLN,1935,5
PIT,WS1,1935,4
CIN,BOS,1935,28
CIN,BRO,1935,10
CIN,BSN,1935,4
CIN,CHA,1935,4
CIN,CHN,1935,19
CIN,NYA,1935,22
CIN,PHA,1935,8
CIN,PIT,1935,19
CIN,SLN,1935,37
CHN,CHA,1935,4
CHN,CIN,1935,1
CHN,CLE,1935,2
CHN,NY1,1935,9
CHN,PHA,1935,1
CHN,PHI,1935,6
CHN,PIT,1935,39
CHN,SLA,1935,4
CHN,SLN,1935,13
CHN,WS1,1935,2
SLN,BOS,1935,12
SLN,BSN,1935,1
SLN,CHA,1935,1
SLN,CHN,1935,60
SLN,CIN,1935,18
SLN,NY1,1935,39
SLN,NYA,1935,3
SLN,PHI,1935,38
PHI,BOS,1936,4
PHI,BRO,1936,25
PHI,BSN,1936,37
PHI,CHA,1936,4
PHI,CHN,1936,24
PHI,CIN,1936,11
PHI,CLE,1936,8
PHI,DET,1936,16
PHI,NY1,1936,16
PHI,NYA,1936,12
PHI,PHA,1936,8
PHI,PIT,1936,9
PHI,SLA,1936,8
PHI,SLN,1936,44
PHI,WS1,1936,36
CHN,BSN,1936,4
CHN,CHA,1936,4
CHN,CIN,1936,5
CHN,CLE,1936,2
CHN,NY1,1936,3
CHN,PHA,1936,1
CHN,PHI,1936,26
CHN,PIT,1936,30
CHN,SLA,1936,4
CHN,SLN,1936,14
CHN,WS1,1936,2
CLE,BOS,1936,4
CLE,BRO,1936,4
CLE,CHA,1936,6
CLE,CIN,1936,1
CLE,DET,1936,20
CLE,NY1,1936,4
CLE,NYA,1936,24
CLE,PHA,1936,4
CLE,SLA,1936,47
CLE,WS1,1936,20
BOS,BRO,1936,1
BOS,CHA,1936,5
BOS,CHN,1936,16
BOS,CLE,1936,34
BOS,DET,1936,5
BOS,NY1,1936,4
BOS,NYA,1936,5
BOS,PHA,1936,141
BOS,PIT,1936,6
BOS,SLA,1936,24
BOS,WS1,1936,37
SLN,BRO,1936,16
SLN,BSN,1936,8
SLN,CHA,1936,8
SLN,CIN,1936,48
SLN,DET,1936,5
SLN,NY1,1936,69
SLN,NYA,1936,3
SLN,PHA,1936,24
SLN,PHI,1936,18
SLA,BOS,1936,19
SLA,BSN,1936,1
SLA,CHA,1936,48
SLA,CHN,1936,6
SLA,CIN,1936,4
SLA,DET,1936,33
SLA,NY1,1936,1
SLA,NYA,1936,26
SLA,PHA,1936,48
SLA,PHI,1936,8
SLA,PIT,1936,12
SLA,SLN,1936,26
SLA,WS1,1936,23
WS1,BOS,1936,48
WS1,BRO,1936,9
WS1,BSN,1936,6
WS1,CHA,1936,12
WS1,CHN,1936,4
WS1,CIN,1936,8
WS1,CLE,1936,16
WS1,DET,1936,58
WS1,NY1,1936,9
WS1,NYA,1936,21
WS1,PHA,1936,28
WS1,SLA,1936,15
CHA,BOS,1936,4
CHA,BRO,1936,12
CHA,CHN,1936,1
CHA,CIN,1936,4
CHA,CLE,1936,44
CHA,DET,1936,23
CHA,NY1,1936,4
CHA,NYA,1936,5
CHA,PHA,1936,69
CHA,PIT,1936,4
CHA,SLA,1936,15
CHA,WS1,1936,11
PHA,BOS,1936,54
PHA,BSN,1936,1
PHA,CHA,1936,6
PHA,NYA,1936,44
PHA,SLA,1936,1
PHA,SLN,1936,2
PHA,WS1,1936,20
DET,BOS,1936,3
DET,CHA,1936,11
DET,CLE,1936,21
DET,NY1,1936,3
DET,PHA,1936,20
DET,SLA,1936,46
DET,WS1,1936,39
BSN,BOS,1936,32
BSN,BRO,1936,40
BSN,CHA,1936,4
BSN,CHN,1936,64
BSN,CIN,1936,11
BSN,CLE,1936,8
BSN,NY1,1936,22
BSN,NYA,1936,12
BSN,PHA,1936,3
BSN,PHI,1936,42
BSN,PIT,1936,12
BSN,SLN,1936,4
BSN,WS1,1936,1
BRO,BOS,1936,3
BRO,BSN,1936,102
BRO,CHA,1936,11
BRO,CHN,1936,7
BRO,CIN,1936,4
BRO,CLE,1936,4
BRO,NY1,1936,18
BRO,NYA,1936,12
BRO,PHA,1936,32
BRO,PHI,1936,6
BRO,PIT,1936,2
BRO,SLA,1936,8
BRO,SLN,1936,25
BRO,WS1,1936,38
NY1,BRO,1936,5
NY1,CHA,1936,2
NY1,CHN,1936,2
NY1,CIN,1936,1
NY1,CLE,1936,2
NY1,DET,1936,16
NY1,NYA,1936,7
NY1,PHI,1936,6
NY1,PIT,1936,7
NY1,SLA,1936,32
NY1,SLN,1936,8
NY1,WS1,1936,56
PIT,BOS,1936,28
PIT,BRO,1936,4
PIT,BSN,1936,10
PIT,CHA,1936,1
PIT,CHN,1936,68
PIT,CIN,1936,32
PIT,DET,1936,8
PIT,NY1,1936,12
PIT,NYA,1936,44
PIT,PHA,1936,4
PIT,PHI,1936,4
PIT,SLA,1936,10
PIT,WS1,1936,7
CIN,BRO,1936,7
CIN,CHA,1936,8
CIN,CHN,1936,11
CIN,DET,1936,2
CIN,NYA,1936,10
CIN,PHA,1936,8
CIN,PHI,1936,2
CIN,PIT,1936,13
CIN,SLN,1936,66
NYA,BOS,1936,34
NYA,CHA,1936,6
NYA,CHN,1936,32
NYA,CIN,1936,4
NYA,CLE,1936,28
NYA,DET,1936,4
NYA,PHI,1936,4
NYA,SLA,1936,12
NYA,WS1,1936,33
CLE,BOS,1937,17
CLE,BRO,1937,4
CLE,CHA,1937,34
CLE,CIN,1937,1
CLE,DET,1937,72
CLE,NY1,1937,8
CLE,NYA,1937,34
CLE,SLA,1937,27
CLE,WS1,1937,53
PHI,BOS,1937,4
PHI,BSN,1937,8
PHI,CHA,1937,1
PHI,CHN,1937,13
PHI,CIN,1937,6
PHI,DET,1937,16
PHI,PIT,1937,11
PHI,SLN,1937,38
PHI,WS1,1937,45
SLA,BOS,1937,4
SLA,BRO,1937,8
SLA,BSN,1937,1
SLA,CHA,1937,44
SLA,CHN,1937,47
SLA,CIN,1937,9
SLA,CLE,1937,35
SLA,DET,1937,34
SLA,NY1,1937,4
SLA,NYA,1937,12
SLA,PHI,1937,35
SLA,PIT,1937,16
SLA,SLN,1937,29
SLA,WS1,1937,22
BOS,BRO,1937,10
BOS,CHA,1937,33
BOS,CHN,1937,4
BOS,CLE,1937,30
BOS,DET,1937,4
BOS,NY1,1937,4
BOS,NYA,1937,7
BOS,PHA,1937,126
BOS,PHI,1937,4
BOS,PIT,1937,2
BOS,SLA,1937,31
BOS,SLN,1937,1
BOS,WS1,1937,46
WS1,BOS,1937,45
WS1,BRO,1937,9
WS1,BSN,1937,7
WS1,CHA,1937,8
WS1,CHN,1937,4
WS1,CIN,1937,12
WS1,CLE,1937,44
WS1,DET,1937,19
WS1,NY1,1937,5
WS1,NYA,1937,20
WS1,PHA,1937,22
WS1,SLA,1937,17
PHA,BOS,1937,14
PHA,CHA,1937,6
PHA,CHN,1937,12
PHA,CLE,1937,2
PHA,NYA,1937,3
PHA,SLN,1937,2
PHA,WS1,1937,18
NYA,BOS,1937,42
NYA,BSN,1937,1
NYA,CHA,1937,8
NYA,CHN,1937,28
NYA,CLE,1937,20
NYA,DET,1937,4
NYA,SLA,1937,24
NYA,WS1,1937,32
SLN,BOS,1937,12
SLN,BRO,1937,6
SLN,BSN,1937,6
SLN,CHA,1937,19
SLN,CHN,1937,60
SLN,CIN,1937,44
SLN,CLE,1937,4
SLN,NY1,1937,8
SLN,NYA,1937,3
SLN,PHI,1937,4
SLN,PIT,1937,4
SLN,SLA,1937,8
CHA,BOS,1937,1
CHA,CHN,1937,1
CHA,CIN,1937,2
CHA,CLE,1937,63
CHA,DET,1937,4
CHA,NYA,1937,6
CHA,PHA,1937,53
CHA,PHI,1937,2
CHA,PIT,1937,4
CHA,SLA,1937,9
CHA,SLN,1937,4
CHA,WS1,1937,11
DET,BOS,1937,35
DET,BRO,1937,10
DET,BSN,1937,1
DET,CHN,1937,6
DET,CIN,1937,4
DET,CLE,1937,12
DET,NY1,1937,2
DET,PHA,1937,9
DET,PIT,1937,1
DET,SLA,1937,3
DET,SLN,1937,6
DET,WS1,1937,32
BRO,BOS,1937,15
BRO,BSN,1937,85
BRO,CHA,1937,2
BRO,CHN,1937,24
BRO,CIN,1937,8
BRO,CLE,1937,14
BRO,DET,1937,25
BRO,NY1,1937,85
BRO,NYA,1937,40
BRO,PHA,1937,12
BRO,PIT,1937,42
BRO,SLA,1937,3
BRO,SLN,1937,44
BRO,WS1,1937,12
NY1,BOS,1937,4
NY1,BRO,1937,25
NY1,BSN,1937,49
NY1,CHA,1937,2
NY1,CHN,1937,4
NY1,CIN,1937,22
NY1,CLE,1937,8
NY1,NYA,1937,22
NY1,PHA,1937,3
NY1,PHI,1937,18
NY1,PIT,1937,4
NY1,SLA,1937,32
NY1,SLN,1937,8
NY1,WS1,1937,8
CIN,BOS,1937,8
CIN,BRO,1937,1
CIN,BSN,1937,6
CIN,CHA,1937,2
CIN,CHN,1937,13
CIN,CLE,1937,8
CIN,DET,1937,3
CIN,NY1,1937,19
CIN,NYA,1937,25
CIN,PHA,1937,8
CIN,PHI,1937,12
CIN,PIT,1937,7
CIN,SLN,1937,72
CIN,WS1,1937,9
PIT,BOS,1937,8
PIT,BRO,1937,14
PIT,BSN,1937,38
PIT,CHN,1937,4
PIT,CIN,1937,33
PIT,DET,1937,8
PIT,NY1,1937,16
PIT,NYA,1937,44
PIT,PHA,1937,8
PIT,PHI,1937,12
PIT,SLA,1937,10
PIT,WS1,1937,7
BSN,BOS,1937,36
BSN,BRO,1937,19
BSN,CHA,1937,17
BSN,CHN,1937,56
BSN,CIN,1937,13
BSN,CLE,1937,12
BSN,DET,1937,14
BSN,NY1,1937,18
BSN,NYA,1937,14
BSN,PHA,1937,5
BSN,PHI,1937,2
BSN,PIT,1937,13
BSN,SLA,1937,6
BSN,SLN,1937,8
BSN,WS1,1937,2
CHN,BOS,1937,2
CHN,BRO,1937,8
CHN,CHA,1937,5
CHN,CLE,1937,2
CHN,DET,1937,4
CHN,NY1,1937,28
CHN,PHI,1937,12
CHN,PIT,1937,24
CHN,SLA,1937,5
CHN,SLN,1937,22
CHN,WS1,1937,2
SLA,BOS,1938,10
SLA,BRO,1938,13
SLA,CHA,1938,34
SLA,CHN,1938,9
SLA,CIN,1938,11
SLA,CLE,1938,29
SLA,NY1,1938,11
SLA,NYA,1938,28
SLA,PHA,1938,4
SLA,PHI,1938,3
SLA,PIT,1938,12
SLA,SLN,1938,6
SLA,WS1,1938,49
CLE,BOS,1938,9
CLE,CHA,1938,11
CLE,CHN,1938,2
CLE,CIN,1938,1
CLE,DET,1938,40
CLE,NY1,1938,8
CLE,NYA,1938,22
CLE,PIT,1938,4
CLE,SLA,1938,12
CLE,SLN,1938,1
CLE,WS1,1938,17
WS1,BOS,1938,32
WS1,BRO,1938,16
WS1,CHA,1938,7
WS1,CIN,1938,8
WS1,CLE,1938,40
WS1,DET,1938,43
WS1,NYA,1938,16
WS1,PHA,1938,25
WS1,SLA,1938,25
PHA,BOS,1938,9
PHA,BRO,1938,2
PHA,CHA,1938,7
PHA,CHN,1938,12
PHA,DET,1938,2
PHA,NYA,1938,2
PHA,PHI,1938,1
PHA,PIT,1938,1
PHA,SLN,1938,6
PHA,WS1,1938,20
NYA,BOS,1938,54
NYA,CHA,1938,16
NYA,CIN,1938,4
NYA,CLE,1938,52
NYA,SLA,1938,25
NYA,WS1,1938,40
CHA,BSN,1938,16
CHA,CHN,1938,1
CHA,CLE,1938,63
CHA,DET,1938,14
CHA,NY1,1938,13
CHA,NYA,1938,1
CHA,PHA,1938,48
CHA,PHI,1938,2
CHA,SLA,1938,36
CHA,SLN,1938,4
CHA,WS1,1938,19
DET,BOS,1938,3
DET,BRO,1938,13
DET,CHA,1938,21
DET,CIN,1938,2
DET,CLE,1938,8
DET,NYA,1938,5
DET,PHA,1938,8
DET,PIT,1938,3
PHI,BOS,1938,4
PHI,BRO,1938,19
PHI,BSN,1938,18
PHI,CHN,1938,7
PHI,CIN,1938,38
PHI,DET,1938,16
PHI,NY1,1938,22
PHI,PIT,1938,6
PHI,SLN,1938,91
PHI,WS1,1938,1
CHN,BOS,1938,34
CHN,BRO,1938,4
CHN,CHA,1938,5
CHN,CLE,1938,6
CHN,DET,1938,8
CHN,NYA,1938,12
CHN,PIT,1938,24
CHN,SLA,1938,5
CHN,SLN,1938,46
CHN,WS1,1938,18
BOS,BRO,1938,5
BOS,CHA,1938,13
BOS,CIN,1938,8
BOS,CLE,1938,17
BOS,DET,1938,4
BOS,NY1,1938,8
BOS,NYA,1938,7
BOS,PHA,1938,89
BOS,PIT,1938,19
BOS,SLA,1938,1
BOS,WS1,1938,12
NY1,BOS,1938,7
NY1,BRO,1938,17
NY1,BSN,1938,9
NY1,CHA,1938,7
NY1,CHN,1938,4
NY1,CIN,1938,10
NY1,CLE,1938,14
NY1,NYA,1938,18
NY1,PHA,1938,1
NY1,PHI,1938,16
NY1,PIT,1938,4
NY1,SLA,1938,32
NY1,SLN,1938,4
NY1,WS1,1938,8
BSN,BOS,1938,36
BSN,BRO,1938,28
BSN,CHA,1938,9
BSN,CIN,1938,11
BSN,CLE,1938,12
BSN,DET,1938,6
BSN,NY1,1938,15
BSN,NYA,1938,14
BSN,PHA,1938,3
BSN,PHI,1938,4
BSN,SLA,1938,4
BSN,SLN,1938,4
BSN,WS1,1938,1
CIN,BOS,1938,16
CIN,BRO,1938,17
CIN,BSN,1938,22
CIN,CHN,1938,5
CIN,CLE,1938,8
CIN,DET,1938,3
CIN,NY1,1938,9
CIN,NYA,1938,13
CIN,PHA,1938,8
CIN,PHI,1938,63
CIN,PIT,1938,12
CIN,SLA,1938,8
CIN,SLN,1938,18
CIN,WS1,1938,13
PIT,BOS,1938,1
PIT,BRO,1938,8
PIT,BSN,1938,39
PIT,CIN,1938,34
PIT,DET,1938,9
PIT,NY1,1938,8
PIT,PHA,1938,4
PIT,PHI,1938,14
PIT,SLA,1938,3
PIT,SLN,1938,5
PIT,WS1,1938,6
SLN,BOS,1938,12
SLN,BRO,1938,19
SLN,BSN,1938,9
SLN,CHA,1938,17
SLN,CHN,1938,112
SLN,CIN,1938,40
SLN,CLE,1938,4
SLN,PHA,1938,1
SLN,PHI,1938,13
SLN,PIT,1938,8
SLN,SLA,1938,4
BRO,BOS,1938,17
BRO,BSN,1938,24
BRO,CHA,1938,4
BRO,CHN,1938,27
BRO,CIN,1938,10
BRO,CLE,1938,4
BRO,DET,1938,39
BRO,NY1,1938,61
BRO,NYA,1938,51
BRO,PHA,1938,4
BRO,PHI,1938,18
BRO,PIT,1938,34
BRO,SLA,1938,8
BRO,SLN,1938,43
BRO,WS1,1938,15
SLN,BOS,1939,13
SLN,BRO,1939,1
SLN,CHA,1939,16
SLN,CHN,1939,48
SLN,CLE,1939,7
SLN,NYA,1939,6
SLN,PHI,1939,12
SLN,SLA,1939,6
SLN,WS1,1939,1
WS1,BOS,1939,11
WS1,BRO,1939,16
WS1,CIN,1939,9
WS1,CLE,1939,12
WS1,DET,1939,5
WS1,NYA,1939,12
WS1,PHA,1939,28
WS1,PHI,1939,1
WS1,SLA,1939,13
WS1,SLN,1939,6
CLE,BOS,1939,5
CLE,BRO,1939,13
CLE,CHA,1939,7
CLE,CHN,1939,2
CLE,CIN,1939,1
CLE,DET,1939,9
CLE,NYA,1939,45
CLE,PHI,1939,1
CLE,PIT,1939,4
CLE,SLA,1939,13
CLE,SLN,1939,2
CLE,WS1,1939,5
SLA,BOS,1939,27
SLA,BRO,1939,9
SLA,BSN,1939,4
SLA,CHA,1939,56
SLA,CHN,1939,4
SLA,CIN,1939,2
SLA,CLE,1939,16
SLA,DET,1939,79
SLA,NY1,1939,8
SLA,NYA,1939,37
SLA,PHA,1939,12
SLA,PHI,1939,1
SLA,SLN,1939,4
SLA,WS1,1939,18
BRO,BOS,1939,6
BRO,BSN,1939,11
BRO,CHA,1939,26
BRO,CHN,1939,13
BRO,CIN,1939,29
BRO,CLE,1939,7
BRO,DET,1939,49
BRO,NY1,1939,58
BRO,NYA,1939,34
BRO,PHA,1939,8
BRO,PHI,1939,19
BRO,PIT,1939,6
BRO,SLA,1939,8
BRO,SLN,1939,10
BRO,WS1,1939,8
PHA,BOS,1939,1
PHA,BRO,1939,2
PHA,CHA,1939,4
PHA,CHN,1939,16
PHA,DET,1939,8
PHA,NY1,1939,28
PHA,PHI,1939,4
PHA,SLN,1939,14
PHA,WS1,1939,18
BSN,BOS,1939,32
BSN,BRO,1939,33
BSN,CHA,1939,3
BSN,CIN,1939,15
BSN,CLE,1939,12
BSN,DET,1939,9
BSN,NYA,1939,12
BSN,PHA,1939,12
BSN,PIT,1939,2
BSN,SLA,1939,5
BSN,SLN,1939,16
BSN,WS1,1939,2
CHA,BOS,1939,15
CHA,BRO,1939,4
CHA,BSN,1939,8
CHA,CHN,1939,1
CHA,CLE,1939,48
CHA,DET,1939,42
CHA,NYA,1939,1
CHA,PHA,1939,71
CHA,PHI,1939,2
CHA,SLA,1939,36
CHA,WS1,1939,17
PHI,BOS,1939,14
PHI,BRO,1939,29
PHI,BSN,1939,4
PHI,CHA,1939,6
PHI,CHN,1939,29
PHI,CIN,1939,40
PHI,CLE,1939,4
PHI,DET,1939,16
PHI,NY1,1939,17
PHI,PIT,1939,23
PHI,SLA,1939,14
PHI,SLN,1939,48
PHI,WS1,1939,2
BOS,BRO,1939,1
BOS,CHA,1939,15
BOS,CLE,1939,40
BOS,DET,1939,40
BOS,NY1,1939,8
BOS,PHA,1939,77
BOS,PIT,1939,3
BOS,SLA,1939,8
BOS,WS1,1939,42
DET,BOS,1939,18
DET,BRO,1939,22
DET,CHA,1939,25
DET,CHN,1939,4
DET,CLE,1939,23
DET,NY1,1939,4
DET,NYA,1939,5
DET,PHA,1939,29
DET,SLA,1939,72
DET,SLN,1939,4
DET,WS1,1939,28
CIN,BOS,1939,20
CIN,BRO,1939,7
CIN,BSN,1939,31
CIN,CHA,1939,5
CIN,CHN,1939,5
CIN,CLE,1939,17
CIN,DET,1939,4
CIN,NY1,1939,2
CIN,NYA,1939,35
CIN,PHA,1939,19
CIN,PHI,1939,33
CIN,PIT,1939,14
CIN,SLA,1939,8
CIN,SLN,1939,21
CIN,WS1,1939,6
CHN,BOS,1939,34
CHN,CHA,1939,5
CHN,CLE,1939,15
CHN,DET,1939,44
CHN,NY1,1939,16
CHN,PHA,1939,1
CHN,PHI,1939,30
CHN,PIT,1939,32
CHN,SLA,1939,5
CHN,SLN,1939,44
CHN,WS1,1939,34
PIT,BOS,1939,1
PIT,BRO,1939,16
PIT,BSN,1939,9
PIT,CHN,1939,3
PIT,CIN,1939,1
PIT,DET,1939,10
PIT,NY1,1939,4
PIT,PHA,1939,5
PIT,PHI,1939,28
PIT,SLA,1939,3
PIT,WS1,1939,6
NY1,BOS,1939,6
NY1,BRO,1939,8
NY1,CHA,1939,5
NY1,CHN,1939,23
NY1,CIN,1939,9
NY1,CLE,1939,12
NY1,DET,1939,15
NY1,NYA,1939,29
NY1,PHI,1939,7
NY1,PIT,1939,3
NY1,SLA,1939,32
NY1,SLN,1939,3
NY1,WS1,1939,9
NYA,BOS,1939,46
NYA,CHA,1939,4
NYA,CLE,1939,72
NYA,SLA,1939,22
NYA,WS1,1939,40
WS1,BOS,1940,9
WS1,BRO,1940,21
WS1,CHA,1940,6
WS1,CHN,1940,1
WS1,CIN,1940,18
WS1,CLE,1940,60
WS1,DET,1940,9
WS1,NY1,1940,5
WS1,PHI,1940,8
WS1,SLA,1940,15
WS1,SLN,1940,12
CLE,BOS,1940,2
CLE,BRO,1940,12
CLE,CHN,1940,2
CLE,CIN,1940,1
CLE,DET,1940,9
CLE,NY1,1940,20
CLE,NYA,1940,23
CLE,PHA,1940,3
CLE,PHI,1940,8
CLE,PIT,1940,4
CLE,SLA,1940,14
CLE,SLN,1940,8
CLE,WS1,1940,6
BSN,BOS,1940,4
BSN,BRO,1940,29
BSN,CHN,1940,1
BSN,CIN,1940,9
BSN,DET,1940,8
BSN,NY1,1940,23
BSN,PHA,1940,3
BSN,PIT,1940,49
BSN,SLA,1940,32
BSN,SLN,1940,3
BSN,WS1,1940,9
CHA,BOS,1940,9
CHA,CHN,1940,1
CHA,CIN,1940,8
CHA,CLE,1940,65
CHA,NYA,1940,4
CHA,PHA,1940,43
CHA,SLA,1940,27
CHA,SLN,1940,1
CHA,WS1,1940,35
PHI,BOS,1940,4
PHI,BRO,1940,13
PHI,BSN,1940,8
PHI,CHN,1940,18
PHI,CIN,1940,45
PHI,CLE,1940,19
PHI,DET,1940,16
PHI,NY1,1940,2
PHI,PIT,1940,38
PHI,SLA,1940,22
PHI,SLN,1940,44
PHI,WS1,1940,22
CIN,BOS,1940,8
CIN,BRO,1940,7
CIN,BSN,1940,38
CIN,CHN,1940,1
CIN,CLE,1940,12
CIN,NY1,1940,6
CIN,NYA,1940,6
CIN,PHA,1940,2
CIN,PHI,1940,38
CIN,PIT,1940,4
CIN,SLN,1940,19
SLA,BOS,1940,5
SLA,BRO,1940,3
SLA,BSN,1940,4
SLA,CHA,1940,50
SLA,CIN,1940,5
SLA,CLE,1940,71
SLA,DET,1940,82
SLA,NY1,1940,4
SLA,NYA,1940,18
SLA,PHI,1940,1
SLA,PIT,1940,1
SLA,SLN,1940,5
SLA,WS1,1940,6
DET,BOS,1940,14
DET,BRO,1940,10
DET,CHA,1940,13
DET,CHN,1940,22
DET,CIN,1940,1
DET,CLE,1940,22
DET,NY1,1940,4
DET,PHA,1940,41
DET,PHI,1940,5
DET,PIT,1940,4
DET,SLA,1940,29
DET,SLN,1940,5
DET,WS1,1940,28
PHA,BRO,1940,10
PHA,BSN,1940,5
PHA,CHA,1940,3
PHA,CIN,1940,1
PHA,DET,1940,7
PHA,PHI,1940,4
PHA,SLN,1940,14
PHA,WS1,1940,4
BOS,CHA,1940,10
BOS,CIN,1940,1
BOS,CLE,1940,28
BOS,DET,1940,11
BOS,NY1,1940,8
BOS,NYA,1940,6
BOS,PHA,1940,66
BOS,PIT,1940,3
BOS,SLA,1940,4
BOS,SLN,1940,6
BOS,WS1,1940,10
PIT,BOS,1940,28
