id,franchID,franchName,wins,losses,R,AB,salary_mean,salary_sum
1885,LOU,Louisville Colonels,53,59,564,3969,NA,NA
1885,NYP,New York Metropolitans,44,64,526,3731,NA,NA
1885,PHA,Philadelphia Athletics,55,57,764,4142,NA,NA
1885,PHI,Philadelphia Phillies,56,54,513,3893,NA,NA
1885,PIT,Pittsburgh Pirates,56,55,547,3975,NA,NA
1885,PRO,Providence Grays,53,57,442,3727,NA,NA
1885,SFG,San Francisco Giants,85,27,691,4029,NA,NA
1885,SLM,St. Louis Maroons,36,72,390,3758,NA,NA
1885,STL,St. Louis Cardinals,79,33,677,3972,NA,NA
1886,ATL,Atlanta Braves,56,61,657,4180,NA,NA
1886,BLO,Baltimore Orioles,48,83,625,4639,NA,NA
1886,CHC,Chicago Cubs,90,34,900,4378,NA,NA
1886,CIN,Cincinnati Reds,65,73,883,4915,NA,NA
1886,DTN,Detroit Wolverines,87,36,829,4501,NA,NA
1886,KCN,Kansas City Cowboys,30,91,494,4236,NA,NA
1886,LAD,Los Angeles Dodgers,76,61,832,5053,NA,NA
1886,LOU,Louisville Colonels,66,70,833,4921,NA,NA
1886,NYP,New York Metropolitans,53,82,628,4683,NA,NA
1886,PHA,Philadelphia Athletics,63,72,772,4856,NA,NA
1886,PHI,Philadelphia Phillies,71,43,621,4072,NA,NA
1886,PIT,Pittsburgh Pirates,80,57,810,4854,NA,NA
1886,SFG,San Francisco Giants,75,44,692,4298,NA,NA
1886,SLM,St. Louis Maroons,43,79,547,4250,NA,NA
1886,STL,St. Louis Cardinals,93,46,944,5009,NA,NA
1886,WNL,Washington Nationals,28,92,445,4082,NA,NA
1887,ATL,Atlanta Braves,61,60,831,4531,NA,NA
1887,BLO,Baltimore Orioles,77,58,975,4825,NA,NA
1887,CHC,Chicago Cubs,71,50,813,4350,NA,NA
1887,CIN,Cincinnati Reds,81,54,892,4797,NA,NA
1887,CLV,Cleveland Spiders,39,92,729,4649,NA,NA
1887,DTN,Detroit Wolverines,79,45,969,4689,NA,NA
1887,IND,Indianapolis Hoosiers,37,89,628,4368,NA,NA
1887,LAD,Los Angeles Dodgers,60,74,904,4913,NA,NA
1887,LOU,Louisville Colonels,76,60,956,4916,NA,NA
1887,NYP,New York Metropolitans,44,89,754,4820,NA,NA
1887,PHA,Philadelphia Athletics,64,69,893,4954,NA,NA
1887,PHI,Philadelphia Phillies,75,48,901,4630,NA,NA
1887,PIT,Pittsburgh Pirates,55,69,621,4414,NA,NA
1887,SFG,San Francisco Giants,68,55,816,4516,NA,NA
1887,STL,St. Louis Cardinals,95,40,1131,5048,NA,NA
1887,WNL,Washington Nationals,46,76,601,4314,NA,NA
1888,ATL,Atlanta Braves,70,64,669,4834,NA,NA
1888,BLO,Baltimore Orioles,57,80,653,4656,NA,NA
1888,CHC,Chicago Cubs,77,58,734,4616,NA,NA
1888,CIN,Cincinnati Reds,80,54,745,4801,NA,NA
1888,CLV,Cleveland Spiders,50,82,651,4603,NA,NA
1888,DTN,Detroit Wolverines,68,63,721,4849,NA,NA
1888,IND,Indianapolis Hoosiers,50,85,603,4623,NA,NA
1888,KCC,Kansas City Cowboys,43,89,579,4588,NA,NA
1888,LAD,Los Angeles Dodgers,88,52,758,4871,NA,NA
1888,LOU,Louisville Colonels,48,87,689,4881,NA,NA
1888,PHA,Philadelphia Athletics,81,52,827,4828,NA,NA
1888,PHI,Philadelphia Phillies,69,61,535,4528,NA,NA
1888,PIT,Pittsburgh Pirates,66,68,534,4713,NA,NA
1888,SFG,San Francisco Giants,84,47,659,4747,NA,NA
1888,STL,St. Louis Cardinals,92,43,789,4755,NA,NA
1888,WNL,Washington Nationals,48,86,482,4546,NA,NA
1889,ATL,Atlanta Braves,83,45,826,4628,NA,NA
1889,BLO,Baltimore Orioles,70,65,791,4756,NA,NA
1889,CHC,Chicago Cubs,67,65,867,4849,NA,NA
1889,CIN,Cincinnati Reds,76,63,897,4844,NA,NA
