id,franchID,franchName,wins,losses,R,AB,salary_mean,salary_sum
1935,BAL,Baltimore Orioles,65,87,718,5365,NA,NA
1935,BOS,Boston Red Sox,78,75,718,5288,NA,NA
1935,CHC,Chicago Cubs,100,54,847,5486,NA,NA
1935,CHW,Chicago White Sox,74,78,738,5314,NA,NA
1935,CIN,Cincinnati Reds,68,85,646,5296,NA,NA
1935,CLE,Cleveland Indians,82,71,776,5534,NA,NA
1935,DET,Detroit Tigers,93,58,919,5423,NA,NA
1935,LAD,Los Angeles Dodgers,70,83,711,5410,NA,NA
1935,MIN,Minnesota Twins,67,86,823,5592,NA,NA
1935,NYY,New York Yankees,89,60,818,5214,NA,NA
1935,OAK,Oakland Athletics,58,91,710,5269,NA,NA
1935,PHI,Philadelphia Phillies,64,89,685,5442,NA,NA
1935,PIT,Pittsburgh Pirates,86,67,743,5415,NA,NA
1935,SFG,San Francisco Giants,91,62,770,5623,NA,NA
1935,STL,St. Louis Cardinals,96,58,829,5457,NA,NA
1936,ATL,Atlanta Braves,71,83,631,5478,NA,NA
1936,BAL,Baltimore Orioles,57,95,804,5391,NA,NA
1936,BOS,Boston Red Sox,74,80,775,5383,NA,NA
1936,CHC,Chicago Cubs,87,67,755,5409,NA,NA
1936,CHW,Chicago White Sox,81,70,920,5466,NA,NA
1936,CIN,Cincinnati Reds,74,80,722,5393,NA,NA
1936,CLE,Cleveland Indians,80,74,921,5646,NA,NA
1936,DET,Detroit Tigers,83,71,921,5464,NA,NA
1936,LAD,Los Angeles Dodgers,67,87,662,5574,NA,NA
1936,MIN,Minnesota Twins,82,71,889,5433,NA,NA
1936,NYY,New York Yankees,102,51,1065,5591,NA,NA
1936,OAK,Oakland Athletics,53,100,714,5373,NA,NA
1936,PHI,Philadelphia Phillies,54,100,726,5465,NA,NA
1936,PIT,Pittsburgh Pirates,84,70,804,5586,NA,NA
1936,SFG,San Francisco Giants,92,62,742,5449,NA,NA
1936,STL,St. Louis Cardinals,87,67,795,5537,NA,NA
1937,ATL,Atlanta Braves,79,73,579,5124,NA,NA
1937,BAL,Baltimore Orioles,46,108,715,5510,NA,NA
1937,BOS,Boston Red Sox,80,72,821,5354,NA,NA
1937,CHC,Chicago Cubs,93,61,811,5349,NA,NA
1937,CHW,Chicago White Sox,86,68,780,5277,NA,NA
1937,CIN,Cincinnati Reds,56,98,612,5230,NA,NA
1937,CLE,Cleveland Indians,83,71,817,5353,NA,NA
1937,DET,Detroit Tigers,89,65,935,5516,NA,NA
1937,LAD,Los Angeles Dodgers,62,91,616,5295,NA,NA
1937,MIN,Minnesota Twins,73,80,757,5578,NA,NA
1937,NYY,New York Yankees,102,52,979,5487,NA,NA
1937,OAK,Oakland Athletics,54,97,699,5228,NA,NA
1937,PHI,Philadelphia Phillies,61,92,724,5424,NA,NA
1937,PIT,Pittsburgh Pirates,86,68,704,5433,NA,NA
1937,SFG,San Francisco Giants,95,57,732,5329,NA,NA
1937,STL,St. Louis Cardinals,81,73,789,5476,NA,NA
1938,ATL,Atlanta Braves,77,75,561,5250,NA,NA
1938,BAL,Baltimore Orioles,55,97,755,5333,NA,NA
1938,BOS,Boston Red Sox,88,61,902,5229,NA,NA
1938,CHC,Chicago Cubs,89,63,713,5333,NA,NA
1938,CHW,Chicago White Sox,65,83,709,5199,NA,NA
1938,CIN,Cincinnati Reds,82,68,723,5391,NA,NA
1938,CLE,Cleveland Indians,86,66,847,5356,NA,NA
1938,DET,Detroit Tigers,84,70,862,5270,NA,NA
1938,LAD,Los Angeles Dodgers,69,80,704,5142,NA,NA
1938,MIN,Minnesota Twins,75,76,814,5474,NA,NA
1938,NYY,New York Yankees,99,53,966,5410,NA,NA
1938,OAK,Oakland Athletics,53,99,726,5229,NA,NA
1938,PHI,Philadelphia Phillies,45,105,550,5192,NA,NA
1938,PIT,Pittsburgh Pirates,86,64,707,5422,NA,NA
1938,SFG,San Francisco Giants,83,67,705,5255,NA,NA
1938,STL,St. Louis Cardinals,71,80,725,5528,NA,NA
1939,ATL,Atlanta Braves,63,88,572,5286,NA,NA
1939,BAL,Baltimore Orioles,43,111,733,5422,NA,NA
1939,BOS,Boston Red Sox,89,62,890,5308,NA,NA
1939,CHC,Chicago Cubs,84,70,724,5293,NA,NA
1939,CHW,Chicago White Sox,85,69,755,5279,NA,NA
1939,CIN,Cincinnati Reds,97,57,767,5378,NA,NA
1939,CLE,Cleveland Indians,87,67,797,5316,NA,NA
1939,DET,Detroit Tigers,81,73,849,5326,NA,NA
1939,LAD,Los Angeles Dodgers,84,69,708,5350,NA,NA
1939,MIN,Minnesota Twins,65,87,702,5334,NA,NA
1939,NYY,New York Yankees,106,45,967,5300,NA,NA
1939,OAK,Oakland Athletics,55,97,711,5309,NA,NA
1939,PHI,Philadelphia Phillies,45,106,553,5133,NA,NA
1939,PIT,Pittsburgh Pirates,68,85,666,5269,NA,NA
1939,SFG,San Francisco Giants,77,74,703,5129,NA,NA
1939,STL,St. Louis Cardinals,92,61,779,5447,NA,NA
1940,ATL,Atlanta Braves,65,87,623,5329,NA,NA
1940,BAL,Baltimore Orioles,67,87,757,5416,NA,NA
1940,BOS,Boston Red Sox,82,72,872,5481,NA,NA
1940,CHC,Chicago Cubs,75,79,681,5389,NA,NA
1940,CHW,Chicago White Sox,82,72,735,5386,NA,NA
1940,CIN,Cincinnati Reds,100,53,707,5372,NA,NA
1940,CLE,Cleveland Indians,89,65,710,5361,NA,NA
1940,DET,Detroit Tigers,90,64,888,5418,NA,NA
1940,LAD,Los Angeles Dodgers,88,65,697,5470,NA,NA
1940,MIN,Minnesota Twins,64,90,665,5365,NA,NA
1940,NYY,New York Yankees,88,66,817,5286,NA,NA
1940,OAK,Oakland Athletics,54,100,703,5304,NA,NA
1940,PHI,Philadelphia Phillies,50,103,494,5137,NA,NA
1940,PIT,Pittsburgh Pirates,78,76,809,5466,NA,NA
1940,SFG,San Francisco Giants,72,80,663,5324,NA,NA
1940,STL,St. Louis Cardinals,84,69,747,5499,NA,NA
1941,ATL,Atlanta Braves,62,92,592,5414,NA,NA
1941,BAL,Baltimore Orioles,70,84,765,5408,NA,NA
1941,BOS,Boston Red Sox,84,70,865,5359,NA,NA
1941,CHC,Chicago Cubs,70,84,666,5230,NA,NA
1941,CHW,Chicago White Sox,77,77,638,5404,NA,NA
1941,CIN,Cincinnati Reds,88,66,616,5218,NA,NA
1941,CLE,Cleveland Indians,75,79,677,5283,NA,NA
1941,DET,Detroit Tigers,75,79,686,5370,NA,NA
1941,LAD,Los Angeles Dodgers,100,54,800,5485,NA,NA
1941,MIN,Minnesota Twins,70,84,728,5521,NA,NA
1941,NYY,New York Yankees,101,53,830,5444,NA,NA
1941,OAK,Oakland Athletics,64,90,713,5336,NA,NA
1941,PHI,Philadelphia Phillies,43,111,501,5233,NA,NA
1941,PIT,Pittsburgh Pirates,81,73,690,5297,NA,NA
1941,SFG,San Francisco Giants,74,79,667,5395,NA,NA
1941,STL,St. Louis Cardinals,97,56,734,5457,NA,NA
1942,ATL,Atlanta Braves,59,89,515,5077,NA,NA
1942,BAL,Baltimore Orioles,82,69,730,5229,NA,NA
1942,BOS,Boston Red Sox,93,59,761,5248,NA,NA
1942,CHC,Chicago Cubs,68,86,591,5352,NA,NA
1942,CHW,Chicago White Sox,66,82,538,4949,NA,NA
1942,CIN,Cincinnati Reds,76,76,527,5260,NA,NA
1942,CLE,Cleveland Indians,75,79,590,5317,NA,NA
1942,DET,Detroit Tigers,73,81,589,5327,NA,NA
1942,LAD,Los Angeles Dodgers,104,50,742,5285,NA,NA
1942,MIN,Minnesota Twins,62,89,653,5295,NA,NA
1942,NYY,New York Yankees,103,51,801,5305,NA,NA
1942,OAK,Oakland Athletics,55,99,549,5285,NA,NA
1942,PHI,Philadelphia Phillies,42,109,394,5060,NA,NA
1942,PIT,Pittsburgh Pirates,66,81,585,5104,NA,NA
1942,SFG,San Francisco Giants,85,67,675,5210,NA,NA
1942,STL,St. Louis Cardinals,106,48,755,5421,NA,NA
1943,ATL,Atlanta Braves,68,85,465,5196,NA,NA
1943,BAL,Baltimore Orioles,72,80,596,5175,NA,NA
1943,BOS,Boston Red Sox,68,84,563,5392,NA,NA
1943,CHC,Chicago Cubs,74,79,632,5279,NA,NA
1943,CHW,Chicago White Sox,82,72,573,5254,NA,NA
1943,CIN,Cincinnati Reds,87,67,608,5329,NA,NA
1943,CLE,Cleveland Indians,82,71,600,5269,NA,NA
1943,DET,Detroit Tigers,78,76,632,5364,NA,NA
1943,LAD,Los Angeles Dodgers,81,72,716,5309,NA,NA
1943,MIN,Minnesota Twins,84,69,666,5233,NA,NA
1943,NYY,New York Yankees,98,56,669,5282,NA,NA
1943,OAK,Oakland Athletics,49,105,497,5244,NA,NA
1943,PHI,Philadelphia Phillies,64,90,571,5297,NA,NA
1943,PIT,Pittsburgh Pirates,80,74,669,5353,NA,NA
1943,SFG,San Francisco Giants,55,98,558,5290,NA,NA
1943,STL,St. Louis Cardinals,105,49,679,5438,NA,NA
1944,ATL,Atlanta Braves,65,89,593,5282,NA,NA
1944,BAL,Baltimore Orioles,89,65,684,5269,NA,NA
1944,BOS,Boston Red Sox,77,77,739,5400,NA,NA
1944,CHC,Chicago Cubs,75,79,702,5462,NA,NA
1944,CHW,Chicago White Sox,71,83,543,5292,NA,NA
1944,CIN,Cincinnati Reds,89,65,573,5271,NA,NA
1944,CLE,Cleveland Indians,72,82,643,5481,NA,NA
1944,DET,Detroit Tigers,88,66,658,5344,NA,NA
1944,LAD,Los Angeles Dodgers,63,91,690,5393,NA,NA
1944,MIN,Minnesota Twins,64,90,592,5319,NA,NA
1944,NYY,New York Yankees,83,71,674,5331,NA,NA
1944,OAK,Oakland Athletics,72,82,525,5312,NA,NA
1944,PHI,Philadelphia Phillies,61,92,539,5301,NA,NA
1944,PIT,Pittsburgh Pirates,90,63,744,5428,NA,NA
1944,SFG,San Francisco Giants,67,87,682,5306,NA,NA
1944,STL,St. Louis Cardinals,105,49,772,5475,NA,NA
1945,ATL,Atlanta Braves,67,85,721,5441,NA,NA
1945,BAL,Baltimore Orioles,81,70,597,5227,NA,NA
1945,BOS,Boston Red Sox,71,83,599,5367,NA,NA
1945,CHC,Chicago Cubs,98,56,735,5298,NA,NA
1945,CHW,Chicago White Sox,71,78,596,5077,NA,NA
1945,CIN,Cincinnati Reds,61,93,536,5283,NA,NA
1945,CLE,Cleveland Indians,73,72,557,4898,NA,NA
1945,DET,Detroit Tigers,88,65,633,5257,NA,NA
1945,LAD,Los Angeles Dodgers,87,67,795,5418,NA,NA
1945,MIN,Minnesota Twins,87,67,622,5326,NA,NA
1945,NYY,New York Yankees,81,71,676,5176,NA,NA
1945,OAK,Oakland Athletics,52,98,494,5296,NA,NA
1945,PHI,Philadelphia Phillies,46,108,548,5203,NA,NA
1945,PIT,Pittsburgh Pirates,82,72,753,5343,NA,NA
1945,SFG,San Francisco Giants,78,74,668,5350,NA,NA
1945,STL,St. Louis Cardinals,95,59,756,5487,NA,NA
1946,ATL,Atlanta Braves,81,72,630,5225,NA,NA
1946,BAL,Baltimore Orioles,66,88,621,5373,NA,NA
1946,BOS,Boston Red Sox,104,50,792,5318,NA,NA
1946,CHC,Chicago Cubs,82,71,626,5298,NA,NA
1946,CHW,Chicago White Sox,74,80,562,5312,NA,NA
1946,CIN,Cincinnati Reds,67,87,523,5291,NA,NA
1946,CLE,Cleveland Indians,68,86,537,5242,NA,NA
1946,DET,Detroit Tigers,92,62,704,5318,NA,NA
1946,LAD,Los Angeles Dodgers,96,60,701,5285,NA,NA
1946,MIN,Minnesota Twins,76,78,608,5337,NA,NA
1946,NYY,New York Yankees,87,67,684,5139,NA,NA
1946,OAK,Oakland Athletics,49,105,529,5200,NA,NA
1946,PHI,Philadelphia Phillies,69,85,560,5233,NA,NA
1946,PIT,Pittsburgh Pirates,63,91,552,5199,NA,NA
1946,SFG,San Francisco Giants,61,93,612,5191,NA,NA
1946,STL,St. Louis Cardinals,98,58,712,5372,NA,NA
1947,ATL,Atlanta Braves,86,68,701,5253,NA,NA
1947,BAL,Baltimore Orioles,59,95,564,5145,NA,NA
1947,BOS,Boston Red Sox,83,71,720,5322,NA,NA
1947,CHC,Chicago Cubs,69,85,567,5305,NA,NA
1947,CHW,Chicago White Sox,70,84,553,5274,NA,NA
1947,CIN,Cincinnati Reds,73,81,681,5299,NA,NA
1947,CLE,Cleveland Indians,80,74,687,5367,NA,NA
1947,DET,Detroit Tigers,85,69,714,5276,NA,NA
1947,LAD,Los Angeles Dodgers,94,60,774,5249,NA,NA
1947,MIN,Minnesota Twins,64,90,496,5112,NA,NA
1947,NYY,New York Yankees,97,57,794,5308,NA,NA
1947,OAK,Oakland Athletics,78,76,633,5198,NA,NA
1947,PHI,Philadelphia Phillies,62,92,589,5256,NA,NA
1947,PIT,Pittsburgh Pirates,62,92,744,5307,NA,NA
1947,SFG,San Francisco Giants,81,73,830,5343,NA,NA
1947,STL,St. Louis Cardinals,89,65,780,5422,NA,NA
1948,ATL,Atlanta Braves,91,62,739,5297,NA,NA
1948,BAL,Baltimore Orioles,59,94,671,5303,NA,NA
1948,BOS,Boston Red Sox,96,59,907,5363,NA,NA
1948,CHC,Chicago Cubs,64,90,597,5352,NA,NA
1948,CHW,Chicago White Sox,51,101,559,5192,NA,NA
1948,CIN,Cincinnati Reds,64,89,588,5127,NA,NA
1948,CLE,Cleveland Indians,97,58,840,5446,NA,NA
1948,DET,Detroit Tigers,78,76,700,5235,NA,NA
1948,LAD,Los Angeles Dodgers,84,70,744,5328,NA,NA
1948,MIN,Minnesota Twins,56,97,578,5111,NA,NA
1948,NYY,New York Yankees,94,60,857,5324,NA,NA
1948,OAK,Oakland Athletics,84,70,729,5181,NA,NA
1948,PHI,Philadelphia Phillies,66,88,591,5287,NA,NA
1948,PIT,Pittsburgh Pirates,83,71,706,5286,NA,NA
1948,SFG,San Francisco Giants,78,76,780,5277,NA,NA
1948,STL,St. Louis Cardinals,85,69,742,5302,NA,NA
1949,ATL,Atlanta Braves,75,79,706,5336,NA,NA
1949,BAL,Baltimore Orioles,53,101,667,5112,NA,NA
1949,BOS,Boston Red Sox,96,58,896,5320,NA,NA
1949,CHC,Chicago Cubs,61,93,593,5214,NA,NA
1949,CHW,Chicago White Sox,63,91,648,5204,NA,NA
1949,CIN,Cincinnati Reds,62,92,627,5469,NA,NA
1949,CLE,Cleveland Indians,89,65,675,5221,NA,NA
1949,DET,Detroit Tigers,87,67,751,5259,NA,NA
1949,LAD,Los Angeles Dodgers,97,57,879,5400,NA,NA
1949,MIN,Minnesota Twins,50,104,584,5234,NA,NA
1949,NYY,New York Yankees,97,57,829,5196,NA,NA
1949,OAK,Oakland Athletics,81,73,726,5123,NA,NA
1949,PHI,Philadelphia Phillies,81,73,662,5307,NA,NA
1949,PIT,Pittsburgh Pirates,71,83,681,5214,NA,NA
1949,SFG,San Francisco Giants,73,81,736,5308,NA,NA
1949,STL,St. Louis Cardinals,96,58,766,5463,NA,NA
1950,ATL,Atlanta Braves,83,71,785,5363,NA,NA
1950,BAL,Baltimore Orioles,58,96,684,5163,NA,NA
1950,BOS,Boston Red Sox,94,60,1027,5516,NA,NA
1950,CHC,Chicago Cubs,64,89,643,5230,NA,NA
1950,CHW,Chicago White Sox,60,94,625,5260,NA,NA
1950,CIN,Cincinnati Reds,66,87,654,5253,NA,NA
1950,CLE,Cleveland Indians,92,62,806,5263,NA,NA
1950,DET,Detroit Tigers,95,59,837,5381,NA,NA
1950,LAD,Los Angeles Dodgers,89,65,847,5364,NA,NA
1950,MIN,Minnesota Twins,67,87,690,5251,NA,NA
1950,NYY,New York Yankees,98,56,914,5361,NA,NA
1950,OAK,Oakland Athletics,52,102,670,5212,NA,NA
1950,PHI,Philadelphia Phillies,91,63,722,5426,NA,NA
1950,PIT,Pittsburgh Pirates,57,96,681,5327,NA,NA
1950,SFG,San Francisco Giants,86,68,735,5238,NA,NA
1950,STL,St. Louis Cardinals,78,75,693,5215,NA,NA
1951,ATL,Atlanta Braves,76,78,723,5293,NA,NA
1951,BAL,Baltimore Orioles,52,102,611,5219,NA,NA
1951,BOS,Boston Red Sox,87,67,804,5378,NA,NA
1951,CHC,Chicago Cubs,62,92,614,5307,NA,NA
1951,CHW,Chicago White Sox,81,73,714,5378,NA,NA
1951,CIN,Cincinnati Reds,68,86,559,5285,NA,NA
1951,CLE,Cleveland Indians,93,61,696,5250,NA,NA
1951,DET,Detroit Tigers,73,81,685,5336,NA,NA
1951,LAD,Los Angeles Dodgers,97,60,855,5492,NA,NA
1951,MIN,Minnesota Twins,62,92,672,5329,NA,NA
1951,NYY,New York Yankees,98,56,798,5194,NA,NA
1951,OAK,Oakland Athletics,70,84,736,5277,NA,NA
1951,PHI,Philadelphia Phillies,73,81,648,5332,NA,NA
1951,PIT,Pittsburgh Pirates,64,90,689,5318,NA,NA
1951,SFG,San Francisco Giants,98,59,781,5360,NA,NA
1951,STL,St. Louis Cardinals,81,73,683,5317,NA,NA
1952,ATL,Atlanta Braves,64,89,569,5221,NA,NA
1952,BAL,Baltimore Orioles,64,90,604,5353,NA,NA
1952,BOS,Boston Red Sox,76,78,668,5246,NA,NA
1952,CHC,Chicago Cubs,77,77,628,5330,NA,NA
1952,CHW,Chicago White Sox,81,73,610,5316,NA,NA
1952,CIN,Cincinnati Reds,69,85,615,5234,NA,NA
1952,CLE,Cleveland Indians,93,61,763,5330,NA,NA
1952,DET,Detroit Tigers,50,104,557,5258,NA,NA
1952,LAD,Los Angeles Dodgers,96,57,775,5266,NA,NA
1952,MIN,Minnesota Twins,78,76,598,5357,NA,NA
1952,NYY,New York Yankees,95,59,727,5294,NA,NA
1952,OAK,Oakland Athletics,79,75,664,5163,NA,NA
1952,PHI,Philadelphia Phillies,87,67,657,5205,NA,NA
1952,PIT,Pittsburgh Pirates,42,112,515,5193,NA,NA
1952,SFG,San Francisco Giants,92,62,722,5229,NA,NA
1952,STL,St. Louis Cardinals,88,66,677,5200,NA,NA
1953,ATL,Atlanta Braves,92,62,738,5349,NA,NA
1953,BAL,Baltimore Orioles,54,100,555,5264,NA,NA
1953,BOS,Boston Red Sox,84,69,656,5246,NA,NA
1953,CHC,Chicago Cubs,65,89,633,5272,NA,NA
1953,CHW,Chicago White Sox,89,65,716,5212,NA,NA
1953,CIN,Cincinnati Reds,68,86,714,5343,NA,NA
1953,CLE,Cleveland Indians,92,62,770,5285,NA,NA
1953,DET,Detroit Tigers,60,94,695,5553,NA,NA
1953,LAD,Los Angeles Dodgers,105,49,955,5373,NA,NA
1953,MIN,Minnesota Twins,76,76,687,5149,NA,NA
1953,NYY,New York Yankees,99,52,801,5194,NA,NA
1953,OAK,Oakland Athletics,59,95,632,5455,NA,NA
1953,PHI,Philadelphia Phillies,83,71,716,5290,NA,NA
1953,PIT,Pittsburgh Pirates,50,104,622,5253,NA,NA
1953,SFG,San Francisco Giants,70,84,768,5362,NA,NA
1953,STL,St. Louis Cardinals,83,71,768,5397,NA,NA
1954,ATL,Atlanta Braves,89,65,670,5261,NA,NA
1954,BAL,Baltimore Orioles,54,100,483,5206,NA,NA
1954,BOS,Boston Red Sox,69,85,700,5399,NA,NA
1954,CHC,Chicago Cubs,64,90,700,5359,NA,NA
1954,CHW,Chicago White Sox,94,60,711,5168,NA,NA
1954,CIN,Cincinnati Reds,74,80,729,5234,NA,NA
1954,CLE,Cleveland Indians,111,43,746,5222,NA,NA
1954,DET,Detroit Tigers,68,86,584,5233,NA,NA
1954,LAD,Los Angeles Dodgers,92,62,778,5251,NA,NA
1954,MIN,Minnesota Twins,66,88,632,5249,NA,NA
1954,NYY,New York Yankees,103,51,805,5226,NA,NA
1954,OAK,Oakland Athletics,51,103,542,5206,NA,NA
1954,PHI,Philadelphia Phillies,75,79,659,5184,NA,NA
1954,PIT,Pittsburgh Pirates,53,101,557,5088,NA,NA
1954,SFG,San Francisco Giants,97,57,732,5245,NA,NA
1954,STL,St. Louis Cardinals,72,82,799,5405,NA,NA
1955,ATL,Atlanta Braves,85,69,743,5277,NA,NA
1955,BAL,Baltimore Orioles,57,97,540,5257,NA,NA
1955,BOS,Boston Red Sox,84,70,755,5273,NA,NA
1955,CHC,Chicago Cubs,72,81,626,5214,NA,NA
1955,CHW,Chicago White Sox,91,63,725,5220,NA,NA
1955,CIN,Cincinnati Reds,75,79,761,5270,NA,NA
1955,CLE,Cleveland Indians,93,61,698,5146,NA,NA
1955,DET,Detroit Tigers,79,75,775,5283,NA,NA
1955,LAD,Los Angeles Dodgers,98,55,857,5193,NA,NA
1955,MIN,Minnesota Twins,53,101,598,5142,NA,NA
1955,NYY,New York Yankees,96,58,762,5161,NA,NA
1955,OAK,Oakland Athletics,63,91,638,5335,NA,NA
1955,PHI,Philadelphia Phillies,77,77,675,5092,NA,NA
1955,PIT,Pittsburgh Pirates,60,94,560,5173,NA,NA
1955,SFG,San Francisco Giants,80,74,702,5288,NA,NA
1955,STL,St. Louis Cardinals,68,86,654,5266,NA,NA
1956,ATL,Atlanta Braves,92,62,709,5207,NA,NA
1956,BAL,Baltimore Orioles,69,85,571,5090,NA,NA
1956,BOS,Boston Red Sox,84,70,780,5349,NA,NA
1956,CHC,Chicago Cubs,60,94,597,5260,NA,NA
1956,CHW,Chicago White Sox,85,69,776,5286,NA,NA
1956,CIN,Cincinnati Reds,91,63,775,5291,NA,NA
1956,CLE,Cleveland Indians,88,66,712,5148,NA,NA
1956,DET,Detroit Tigers,82,72,789,5364,NA,NA
1956,LAD,Los Angeles Dodgers,93,61,720,5098,NA,NA
1956,MIN,Minnesota Twins,59,95,652,5202,NA,NA
1956,NYY,New York Yankees,97,57,857,5312,NA,NA
1956,OAK,Oakland Athletics,52,102,619,5256,NA,NA
1956,PHI,Philadelphia Phillies,71,83,668,5204,NA,NA
1956,PIT,Pittsburgh Pirates,66,88,588,5221,NA,NA
1956,SFG,San Francisco Giants,67,87,540,5190,NA,NA
1956,STL,St. Louis Cardinals,76,78,678,5378,NA,NA
1957,ATL,Atlanta Braves,95,59,772,5458,NA,NA
1957,BAL,Baltimore Orioles,76,76,597,5264,NA,NA
1957,BOS,Boston Red Sox,82,72,721,5267,NA,NA
1957,CHC,Chicago Cubs,62,92,628,5369,NA,NA
1957,CHW,Chicago White Sox,90,64,707,5265,NA,NA
1957,CIN,Cincinnati Reds,80,74,747,5389,NA,NA
1957,CLE,Cleveland Indians,76,77,682,5171,NA,NA
1957,DET,Detroit Tigers,78,76,614,5348,NA,NA
1957,LAD,Los Angeles Dodgers,84,70,690,5242,NA,NA
1957,MIN,Minnesota Twins,55,99,603,5231,NA,NA
1957,NYY,New York Yankees,98,56,723,5271,NA,NA
1957,OAK,Oakland Athletics,59,94,563,5170,NA,NA
1957,PHI,Philadelphia Phillies,77,77,623,5241,NA,NA
1957,PIT,Pittsburgh Pirates,62,92,586,5402,NA,NA
1957,SFG,San Francisco Giants,69,85,643,5346,NA,NA
1957,STL,St. Louis Cardinals,87,67,737,5472,NA,NA
1958,ATL,Atlanta Braves,92,62,675,5225,NA,NA
1958,BAL,Baltimore Orioles,74,79,521,5111,NA,NA
1958,BOS,Boston Red Sox,79,75,697,5218,NA,NA
1958,CHC,Chicago Cubs,72,82,709,5289,NA,NA
1958,CHW,Chicago White Sox,82,72,634,5249,NA,NA
1958,CIN,Cincinnati Reds,76,78,695,5273,NA,NA
1958,CLE,Cleveland Indians,77,76,694,5201,NA,NA
1958,DET,Detroit Tigers,77,77,659,5194,NA,NA
1958,LAD,Los Angeles Dodgers,71,83,668,5173,NA,NA
1958,MIN,Minnesota Twins,61,93,553,5156,NA,NA
1958,NYY,New York Yankees,92,62,759,5294,NA,NA
1958,OAK,Oakland Athletics,73,81,642,5261,NA,NA
1958,PHI,Philadelphia Phillies,69,85,664,5363,NA,NA
1958,PIT,Pittsburgh Pirates,84,70,662,5247,NA,NA
1958,SFG,San Francisco Giants,80,74,727,5318,NA,NA
1958,STL,St. Louis Cardinals,72,82,619,5255,NA,NA
1959,ATL,Atlanta Braves,86,70,724,5388,NA,NA
1959,BAL,Baltimore Orioles,74,80,551,5208,NA,NA
1959,BOS,Boston Red Sox,75,79,726,5225,NA,NA
1959,CHC,Chicago Cubs,74,80,673,5296,NA,NA
1959,CHW,Chicago White Sox,94,60,669,5297,NA,NA
1959,CIN,Cincinnati Reds,74,80,764,5288,NA,NA
1959,CLE,Cleveland Indians,89,65,745,5288,NA,NA
1959,DET,Detroit Tigers,76,78,713,5211,NA,NA
1959,LAD,Los Angeles Dodgers,88,68,705,5282,NA,NA
1959,MIN,Minnesota Twins,63,91,619,5092,NA,NA
1959,NYY,New York Yankees,79,75,687,5379,NA,NA
1959,OAK,Oakland Athletics,66,88,681,5264,NA,NA
1959,PHI,Philadelphia Phillies,64,90,599,5109,NA,NA
1959,PIT,Pittsburgh Pirates,78,76,651,5369,NA,NA
1959,SFG,San Francisco Giants,83,71,705,5281,NA,NA
1959,STL,St. Louis Cardinals,71,83,641,5317,NA,NA
1960,ATL,Atlanta Braves,88,66,724,5263,NA,NA
1960,BAL,Baltimore Orioles,89,65,682,5170,NA,NA
1960,BOS,Boston Red Sox,65,89,658,5215,NA,NA
1960,CHC,Chicago Cubs,60,94,634,5311,NA,NA
1960,CHW,Chicago White Sox,87,67,741,5191,NA,NA
1960,CIN,Cincinnati Reds,67,87,640,5289,NA,NA
1960,CLE,Cleveland Indians,76,78,667,5296,NA,NA
1960,DET,Detroit Tigers,71,83,633,5202,NA,NA
1960,LAD,Los Angeles Dodgers,82,72,662,5227,NA,NA
1960,MIN,Minnesota Twins,73,81,672,5248,NA,NA
1960,NYY,New York Yankees,97,57,746,5290,NA,NA
1960,OAK,Oakland Athletics,58,96,615,5226,NA,NA
1960,PHI,Philadelphia Phillies,59,95,546,5169,NA,NA
1960,PIT,Pittsburgh Pirates,95,59,734,5406,NA,NA
1960,SFG,San Francisco Giants,79,75,671,5324,NA,NA
1960,STL,St. Louis Cardinals,86,68,639,5187,NA,NA
1961,ANA,Los Angeles Angels of Anaheim,70,91,744,5424,NA,NA
1961,ATL,Atlanta Braves,83,71,712,5288,NA,NA
1961,BAL,Baltimore Orioles,95,67,691,5481,NA,NA
1961,BOS,Boston Red Sox,76,86,729,5508,NA,NA
1961,CHC,Chicago Cubs,64,90,689,5344,NA,NA
1961,CHW,Chicago White Sox,86,76,765,5556,NA,NA
1961,CIN,Cincinnati Reds,93,61,710,5243,NA,NA
1961,CLE,Cleveland Indians,78,83,737,5609,NA,NA
1961,DET,Detroit Tigers,101,61,841,5561,NA,NA
1961,LAD,Los Angeles Dodgers,89,65,735,5189,NA,NA
1961,MIN,Minnesota Twins,70,90,707,5417,NA,NA
1961,NYY,New York Yankees,109,53,827,5559,NA,NA
1961,OAK,Oakland Athletics,61,100,683,5423,NA,NA
1961,PHI,Philadelphia Phillies,47,107,584,5213,NA,NA
1961,PIT,Pittsburgh Pirates,75,79,694,5311,NA,NA
1961,SFG,San Francisco Giants,85,69,773,5233,NA,NA
1961,STL,St. Louis Cardinals,80,74,703,5307,NA,NA
1961,TEX,Texas Rangers,61,100,618,5366,NA,NA
1962,ANA,Los Angeles Angels of Anaheim,86,76,718,5499,NA,NA
1962,ATL,Atlanta Braves,86,76,730,5458,NA,NA
1962,BAL,Baltimore Orioles,77,85,652,5491,NA,NA
1962,BOS,Boston Red Sox,76,84,707,5530,NA,NA
1962,CHC,Chicago Cubs,59,103,632,5534,NA,NA
1962,CHW,Chicago White Sox,85,77,707,5514,NA,NA
1962,CIN,Cincinnati Reds,98,64,802,5645,NA,NA
1962,CLE,Cleveland Indians,80,82,682,5484,NA,NA
1962,DET,Detroit Tigers,85,76,758,5456,NA,NA
1962,HOU,Houston Astros,64,96,592,5558,NA,NA
