name,lat,lon,prop_housing,median_income,avg_duration,median_age,same_house,same_county,same_state,car_alone,carpool,public_transit,walked,transit_other,work_at_home,time_0900_0959
"Lincoln, NE",40.819919,-96.870816,20.01109177487522,52291.0,18.698789911065752,33.1,79.0,14.0,4.0,81.0,9.0,1.0,3.0,2.0,4.0,4.0
"Little Rock-North Little Rock-Conway, AR",34.75722,-92.397166,20.08174220703959,49179.0,22.51492216821127,36.0,85.0,9.0,3.0,85.0,10.0,1.0,1.0,1.0,3.0,4.0
"Lock Haven, PA",41.234054,-77.638106,19.598908163955876,44329.0,22.90687766281193,38.4,84.0,9.0,6.0,80.0,11.0,0.0,3.0,1.0,5.0,2.0
"Logan, UT-ID",41.889697,-111.769001,20.170289492136632,49915.0,17.242567664843076,25.7,81.0,11.0,4.0,76.0,11.0,2.0,4.0,3.0,4.0,5.0
"Logan, WV",37.831534,-81.93534,15.212264150943398,37312.0,25.446412434484007,42.3,88.0,9.0,2.0,86.0,9.0,0.0,3.0,1.0,2.0,3.0
"Logansport, IN",40.761491,-86.345947,19.06373923977174,41356.0,20.57769762548843,39.5,86.0,9.0,4.0,85.0,9.0,1.0,1.0,2.0,2.0,3.0
"London, KY",36.921184,-84.047244,19.954256042529515,32354.0,20.074327569644574,38.2,85.0,8.0,5.0,84.0,11.0,1.0,2.0,1.0,2.0,3.0
"Longview, TX",32.371659,-94.829436,18.457578032822052,46615.0,22.802041274113954,37.2,81.0,9.0,7.0,84.0,10.0,0.0,1.0,1.0,3.0,4.0
"Longview, WA",46.193292,-122.680785,22.546219750488504,46571.0,24.019599924615676,40.7,83.0,13.0,2.0,79.0,13.0,0.0,2.0,2.0,4.0,4.0
"Los Alamos, NM",35.869367,-106.307288,13.03154100897263,105989.0,15.640980113636363,43.1,87.0,4.0,3.0,77.0,10.0,3.0,2.0,3.0,4.0,5.0
"Los Angeles-Long Beach-Anaheim, CA",34.175163,-118.153805,29.4545635348128,60337.0,28.85035398569161,35.6,86.0,10.0,2.0,74.0,10.0,6.0,3.0,2.0,5.0,8.0
"Louisville/Jefferson County, KY-IN",38.336749,-85.670848,20.291350772039852,50386.0,23.58672353962859,38.5,87.0,8.0,3.0,83.0,9.0,2.0,2.0,1.0,3.0,5.0
"Lubbock, TX",33.468525,-101.644675,21.94234289873613,45337.0,16.48789556789324,30.8,75.0,15.0,7.0,82.0,11.0,1.0,2.0,1.0,3.0,6.0
"Ludington, MI",43.996102,-86.545064,20.694563051522916,42156.0,18.364358182620204,45.5,86.0,8.0,4.0,82.0,9.0,1.0,2.0,1.0,5.0,4.0
"Lufkin, TX",31.254765,-94.611849,19.342049369896635,42374.0,17.95023485343956,36.4,81.0,13.0,4.0,83.0,12.0,0.0,1.0,2.0,2.0,4.0
"Lumberton, NC",34.640087,-79.103537,22.3668290768778,30581.0,23.039355248461487,35.0,89.0,7.0,3.0,85.0,11.0,0.0,2.0,1.0,1.0,3.0
"Lynchburg, VA",37.365011,-79.219719,19.90066719246264,46913.0,22.94011128155322,40.1,86.0,6.0,6.0,82.0,10.0,2.0,2.0,2.0,3.0,4.0
"Macomb, IL",40.456211,-90.67791,20.86461708685687,37959.0,14.95810259399592,29.9,73.0,13.0,11.0,79.0,8.0,1.0,8.0,2.0,3.0,5.0
"Macon, GA",32.857695,-83.714907,24.600469590244643,39609.0,22.95429124041666,37.6,84.0,9.0,5.0,84.0,9.0,1.0,2.0,2.0,2.0,5.0
"Madera, CA",37.218031,-119.762648,27.540118707408222,45490.0,25.558761348091032,33.3,88.0,6.0,5.0,76.0,14.0,0.0,2.0,3.0,5.0,3.0
"Madison, IN",38.785823,-85.438573,19.414647066613693,45306.0,23.417645287563985,41.0,83.0,9.0,5.0,82.0,10.0,0.0,2.0,1.0,4.0,2.0
"Madison, WI",43.080219,-89.592261,21.853104022735067,61227.0,21.63309482385676,35.8,81.0,12.0,4.0,74.0,9.0,4.0,5.0,3.0,5.0,5.0
"Madisonville, KY",37.30882,-87.540842,17.121026318271863,42404.0,21.46598101265823,40.3,86.0,10.0,3.0,87.0,8.0,0.0,2.0,1.0,2.0,3.0
"Malone, NY",44.592934,-74.303762,18.059859902356187,47110.0,20.374817459029693,39.9,83.0,8.0,8.0,76.0,10.0,1.0,5.0,2.0,6.0,2.0
"Malvern, AR",34.317634,-92.946006,17.75929194979808,41353.0,26.49387693009812,40.2,86.0,7.0,6.0,85.0,11.0,1.0,1.0,1.0,2.0,3.0
"Manchester-Nashua, NH",42.915306,-71.716009,23.25332129862071,70906.0,27.033904352213824,39.9,87.0,9.0,2.0,82.0,8.0,1.0,2.0,1.0,6.0,4.0
"Manhattan, KS",39.344434,-96.506947,22.52947169262116,48097.0,17.38576583626799,25.9,78.0,8.0,7.0,74.0,8.0,0.0,7.0,2.0,9.0,3.0
"Manitowoc, WI",44.110688,-87.512371,18.55682823006848,48629.0,19.213027174192224,44.0,93.0,5.0,1.0,84.0,8.0,0.0,3.0,2.0,3.0,2.0
"Mankato-North Mankato, MN",44.154425,-94.13558,19.426374926079244,54112.0,16.868293458389637,31.6,83.0,7.0,8.0,80.0,8.0,1.0,4.0,1.0,6.0,3.0
"Mansfield, OH",40.774684,-82.536484,19.038104752390467,42042.0,20.99882675829126,41.2,85.0,10.0,5.0,85.0,8.0,1.0,2.0,1.0,3.0,4.0
"Marietta, OH",39.455316,-81.495253,16.767788196359625,43512.0,22.826581609849253,43.5,88.0,7.0,2.0,86.0,8.0,0.0,2.0,1.0,3.0,3.0
"Marinette, WI-MI",45.431761,-87.773645,18.750907067872866,41342.0,20.710264658575817,46.9,89.0,6.0,2.0,82.0,10.0,0.0,3.0,1.0,3.0,1.0
"Marion, IN",40.515845,-85.654726,19.16509966152689,39885.0,18.993695350320863,39.9,85.0,10.0,2.0,80.0,8.0,0.0,4.0,1.0,6.0,3.0
"Marion, NC",35.681244,-82.048702,18.692619448043892,36271.0,23.728803031244176,42.8,90.0,5.0,3.0,78.0,17.0,0.0,1.0,1.0,4.0,5.0
"Marion, OH",40.587191,-83.160871,20.389707253402946,42904.0,22.367141091575967,40.4,82.0,11.0,5.0,86.0,10.0,1.0,1.0,1.0,2.0,3.0
"Marquette, MI",46.662952,-87.573503,18.053521501797366,45066.0,17.8696269982238,39.3,83.0,10.0,4.0,81.0,9.0,0.0,5.0,1.0,3.0,5.0
"Marshall, MN",44.413492,-95.838975,16.763705990387244,51182.0,15.26295585412668,34.8,83.0,10.0,6.0,74.0,14.0,1.0,3.0,1.0,6.0,2.0
"Marshall, MO",39.136839,-93.201851,19.64793604427704,39027.0,17.654456532588082,37.9,83.0,10.0,5.0,80.0,10.0,1.0,3.0,1.0,4.0,2.0
"Marshall, TX",32.548133,-94.371487,16.427856671421576,46969.0,22.028668967036193,36.9,87.0,7.0,4.0,85.0,10.0,0.0,1.0,1.0,3.0,3.0
"Marshalltown, IA",42.035849,-92.998771,16.525957901975016,52354.0,17.036687572847868,38.6,85.0,10.0,3.0,76.0,14.0,0.0,3.0,2.0,4.0,2.0
"Martin, TN",36.298303,-88.717744,19.349979076579718,35845.0,20.893515506397744,36.8,80.0,10.0,8.0,87.0,7.0,0.0,4.0,1.0,1.0,4.0
"Martinsville, VA",36.682771,-79.87367,20.540443486848012,33417.0,22.781580211335253,45.2,87.0,7.0,4.0,86.0,10.0,0.0,1.0,1.0,2.0,3.0
"Maryville, MO",40.360774,-94.883434,19.869194469740872,36237.0,15.329487771112136,28.3,70.0,14.0,11.0,78.0,10.0,0.0,8.0,1.0,3.0,3.0
"Mason City, IA",43.203603,-93.26083,17.574985727460366,45542.0,16.75981093104544,43.9,88.0,7.0,3.0,81.0,9.0,1.0,4.0,1.0,4.0,3.0
"Mayfield, KY",36.723138,-88.651206,18.001973234840243,39529.0,21.850135860098934,40.3,91.0,5.0,2.0,82.0,10.0,1.0,1.0,1.0,6.0,2.0
"Maysville, KY",38.595173,-83.824245,17.52507352386698,39783.0,25.07080147267063,40.9,84.0,10.0,4.0,82.0,13.0,1.0,1.0,1.0,2.0,2.0
"McAlester, OK",34.923913,-95.748399,17.649193255763322,41339.0,20.060803167420815,41.1,83.0,10.0,4.0,85.0,10.0,0.0,1.0,1.0,3.0,3.0
"McAllen-Edinburg-Mission, TX",26.396721,-98.181071,21.423666742961775,34952.0,21.7542542909027,28.6,88.0,9.0,1.0,79.0,11.0,0.0,1.0,4.0,4.0,5.0
"McComb, MS",31.17458,-90.66052,19.69222910414405,31322.0,27.833005893909625,39.3,87.0,8.0,3.0,80.0,11.0,1.0,1.0,4.0,3.0,3.0
"McMinnville, TN",35.678683,-85.778498,18.62858464384829,34592.0,23.59274140429456,39.5,89.0,7.0,2.0,82.0,11.0,0.0,2.0,1.0,3.0,2.0
"McPherson, KS",38.391667,-97.64808,16.169706152930353,55437.0,13.848390446521288,41.6,86.0,8.0,4.0,81.0,10.0,0.0,4.0,1.0,4.0,4.0
"Meadville, PA",41.684696,-80.106277,18.155976342212647,43622.0,22.119131722880585,42.1,87.0,8.0,3.0,77.0,12.0,0.0,5.0,2.0,4.0,3.0
"Medford, OR",42.432149,-122.728431,25.994646826656986,44086.0,19.131671321325168,42.7,81.0,13.0,3.0,77.0,8.0,1.0,4.0,3.0,7.0,6.0
"Memphis, TN-MS-AR",35.007674,-89.815246,23.875585031586457,47647.0,23.92250246188028,35.4,84.0,11.0,2.0,84.0,10.0,1.0,1.0,1.0,3.0,4.0
"Menomonie, WI",44.946583,-91.896405,20.58640800048099,49897.0,22.258929866112428,33.9,77.0,11.0,8.0,77.0,9.0,0.0,7.0,1.0,5.0,3.0
"Merced, CA",37.191857,-120.717669,26.749640087307853,43066.0,26.321612388465603,30.2,82.0,13.0,4.0,78.0,12.0,0.0,2.0,4.0,4.0,3.0
"Meridian, MS",32.413022,-88.663504,20.195828011919968,35235.0,22.493849713798564,37.9,87.0,7.0,3.0,83.0,11.0,0.0,2.0,2.0,2.0,2.0
"Merrill, WI",45.33743,-89.734652,18.540730651161848,49189.0,22.637275005696058,45.5,90.0,7.0,3.0,83.0,10.0,1.0,2.0,1.0,3.0,3.0
"Mexico, MO",39.215756,-91.841586,17.051855629476808,43139.0,18.65918227277184,39.2,84.0,7.0,7.0,80.0,10.0,1.0,2.0,3.0,4.0,1.0
"Miami, OK",36.835511,-94.810437,18.713130871750057,36616.0,20.656355185125822,38.5,86.0,7.0,3.0,85.0,9.0,0.0,2.0,1.0,3.0,2.0
"Miami-Fort Lauderdale-West Palm Beach, FL",26.131065,-80.465202,30.027872406317748,48435.0,27.698122251225815,40.2,85.0,10.0,2.0,78.0,10.0,4.0,2.0,2.0,5.0,8.0
"Michigan City-La Porte, IN",41.549022,-86.742366,19.356071057155592,47117.0,22.550375434270986,39.7,85.0,8.0,5.0,86.0,8.0,1.0,1.0,1.0,3.0,3.0
"Middlesborough, KY",36.730648,-83.674095,19.362588084561178,24976.0,21.666457680250783,41.1,91.0,5.0,2.0,78.0,14.0,0.0,4.0,2.0,3.0,2.0
"Midland, MI",43.646856,-84.388109,18.47452150609165,52613.0,20.101509852426855,40.7,86.0,7.0,4.0,86.0,7.0,1.0,1.0,1.0,3.0,4.0
"Midland, TX",32.089754,-101.991016,17.526128746869798,66689.0,19.392118348397023,32.5,83.0,9.0,5.0,84.0,10.0,0.0,1.0,2.0,3.0,5.0
"Milledgeville, GA",33.198202,-83.090057,27.336564138067455,30333.0,21.407087053571427,35.8,80.0,11.0,7.0,83.0,11.0,0.0,2.0,2.0,2.0,5.0
"Milwaukee-Waukesha-West Allis, WI",43.180397,-87.796964,22.488252405459836,53628.0,22.989072747326656,37.2,85.0,10.0,3.0,80.0,9.0,4.0,3.0,1.0,3.0,4.0
"Mineral Wells, TX",32.75318,-98.313021,18.419144307469182,41370.0,23.951820522250827,40.9,85.0,9.0,5.0,83.0,8.0,0.0,2.0,3.0,3.0,2.0
"Minneapolis-St. Paul-Bloomington, MN-WI",45.064996,-93.34557,21.329334450668195,68019.0,25.011986477643976,36.4,85.0,8.0,5.0,78.0,8.0,5.0,2.0,2.0,5.0,5.0
"Minot, ND",48.31885,-101.20772,16.33456668590244,58918.0,18.78205128205128,32.5,78.0,11.0,3.0,81.0,10.0,0.0,3.0,1.0,4.0,2.0
"Missoula, MT",47.036526,-113.92374,22.224584830636417,47029.0,17.14763335837716,34.4,78.0,13.0,4.0,72.0,10.0,2.0,5.0,5.0,6.0,7.0
"Mitchell, SD",43.674781,-97.966986,15.84622597280825,51192.0,14.884029745042493,37.5,83.0,8.0,6.0,78.0,10.0,0.0,5.0,2.0,5.0,4.0
"Moberly, MO",39.440168,-92.497078,18.374198799470953,39316.0,21.325360419397118,38.3,84.0,6.0,7.0,82.0,10.0,0.0,1.0,1.0,5.0,1.0
"Mobile, AL",30.685147,-88.19753,22.607426329714443,43844.0,24.119452430011474,36.9,86.0,11.0,1.0,85.0,9.0,1.0,1.0,1.0,3.0,4.0
"Modesto, CA",37.559145,-120.997685,27.25677284005406,49573.0,26.668463442587775,33.3,82.0,13.0,3.0,80.0,12.0,1.0,2.0,2.0,4.0,3.0
"Monroe, LA",32.68691,-92.284629,20.996719262615215,38406.0,21.171208095426536,35.3,87.0,8.0,3.0,87.0,8.0,1.0,1.0,1.0,2.0,4.0
"Monroe, MI",41.921395,-83.494258,20.192675420225456,54911.0,24.487538965209353,41.4,89.0,6.0,3.0,87.0,7.0,1.0,1.0,1.0,3.0,4.0
"Montgomery, AL",32.360612,-86.403243,21.91710837218213,46977.0,22.76215368194999,36.1,81.0,11.0,5.0,86.0,9.0,1.0,1.0,1.0,2.0,3.0
"Montrose, CO",38.402156,-108.269451,22.99209089896402,44885.0,20.31242312423124,43.5,82.0,9.0,4.0,77.0,14.0,0.0,2.0,2.0,5.0,3.0
"Morehead City, NC",34.864013,-76.532491,21.36543801267513,47179.0,23.441491197790818,46.0,83.0,9.0,3.0,80.0,12.0,1.0,1.0,2.0,4.0,4.0
"Morgan City, LA",29.634623,-91.472926,16.388597578415485,41956.0,22.25463428653542,37.9,87.0,9.0,2.0,81.0,12.0,0.0,2.0,3.0,1.0,3.0
"Morgantown, WV",39.527284,-79.804453,18.015121230555316,46028.0,23.249540785087422,32.7,82.0,8.0,4.0,78.0,10.0,1.0,6.0,1.0,4.0,5.0
"Morristown, TN",36.110671,-83.381783,20.009040229019135,39822.0,23.497454433253257,40.6,85.0,7.0,4.0,83.0,12.0,0.0,1.0,2.0,2.0,3.0
"Moscow, ID",46.816128,-116.71168,20.055311844363914,41944.0,17.996399480580806,28.5,71.0,14.0,6.0,66.0,12.0,0.0,13.0,4.0,5.0,4.0
"Moses Lake, WA",47.205661,-119.451769,18.985717950910804,46772.0,18.275448582738594,32.1,85.0,10.0,3.0,74.0,11.0,3.0,3.0,2.0,6.0,2.0
"Moultrie, GA",31.18839,-83.768848,21.369404026928922,32233.0,20.911579918150903,35.2,83.0,11.0,3.0,73.0,18.0,2.0,3.0,1.0,3.0,2.0
"Mountain Home, AR",36.287189,-92.336971,19.58757093892229,35594.0,17.087278422438956,51.1,85.0,10.0,2.0,85.0,9.0,1.0,1.0,1.0,3.0,4.0
"Mountain Home, ID",43.3539,-115.469179,21.674786285504183,43516.0,17.05325704225352,30.7,78.0,10.0,3.0,80.0,12.0,0.0,4.0,1.0,3.0,3.0
"Mount Airy, NC",36.414682,-80.687488,20.527107594584056,35894.0,25.156507696536558,42.0,91.0,5.0,3.0,85.0,11.0,1.0,1.0,1.0,3.0,4.0
"Mount Pleasant, MI",43.640597,-84.846802,24.054233683370995,37615.0,17.600745516824503,26.0,69.0,18.0,11.0,77.0,8.0,1.0,8.0,2.0,4.0,5.0
"Mount Pleasant, TX",33.216603,-94.965672,17.752473399290647,42856.0,18.58139534883721,33.4,88.0,6.0,4.0,82.0,13.0,0.0,1.0,2.0,2.0,2.0
"Mount Sterling, KY",38.052028,-83.748932,20.954756775144574,35276.0,25.615258924082454,39.3,82.0,11.0,5.0,84.0,12.0,0.0,1.0,0.0,3.0,2.0
"Mount Vernon, IL",38.30052,-88.924008,17.733305538183586,43173.0,19.587615703798278,40.9,84.0,10.0,4.0,83.0,9.0,0.0,3.0,2.0,3.0,3.0
"Mount Vernon, OH",40.398765,-82.421534,19.390027168917122,48953.0,26.110065851364062,38.5,84.0,9.0,4.0,79.0,10.0,0.0,5.0,1.0,6.0,3.0
"Mount Vernon-Anacortes, WA",48.48215,-121.80227,24.03627292095344,54917.0,25.022420580619354,40.6,83.0,11.0,3.0,79.0,10.0,1.0,3.0,2.0,5.0,5.0
"Muncie, IN",40.227525,-85.396899,21.78364116094987,37900.0,20.260164117866466,34.8,73.0,16.0,9.0,81.0,8.0,2.0,5.0,2.0,3.0,5.0
"Murray, KY",36.621101,-88.272201,18.347197387856642,38589.0,17.77162947110975,33.4,81.0,10.0,4.0,84.0,6.0,0.0,6.0,1.0,2.0,5.0
"Muscatine, IA",41.483922,-91.112756,18.46537741734248,52899.0,17.676403352806705,38.2,89.0,7.0,3.0,82.0,11.0,0.0,2.0,1.0,4.0,3.0
"Muskegon, MI",43.28993,-86.535234,20.907222408106687,41842.0,21.453011973543582,39.0,83.0,11.0,4.0,84.0,9.0,0.0,1.0,1.0,4.0,4.0
"Muskogee, OK",35.616131,-95.379527,18.927067500560636,40133.0,20.735536556377717,37.8,83.0,10.0,5.0,81.0,12.0,0.0,2.0,2.0,3.0,4.0
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",33.965804,-78.634748,23.32364185801607,43681.0,21.984454859182616,44.3,83.0,9.0,2.0,82.0,10.0,0.0,1.0,2.0,3.0,7.0
"Nacogdoches, TX",31.615979,-94.615867,20.610335838061648,39126.0,19.61575631064208,30.0,79.0,11.0,9.0,79.0,12.0,0.0,4.0,2.0,4.0,4.0
"Napa, CA",38.506474,-122.330533,26.59710962284103,70925.0,23.563035731484156,40.3,86.0,8.0,4.0,76.0,12.0,1.0,4.0,1.0,6.0,6.0
"Naples-Immokalee-Marco Island, FL",26.099239,-81.380973,23.424,56250.0,23.99820011783982,48.0,85.0,8.0,2.0,74.0,11.0,3.0,2.0,3.0,7.0,7.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",36.089093,-86.724438,22.134267588296563,52805.0,26.538336420556313,36.1,83.0,10.0,4.0,82.0,10.0,1.0,1.0,1.0,5.0,4.0
"Natchez, MS-LA",31.46049,-91.526889,21.14939351003905,28937.0,20.174881235154395,39.3,89.0,6.0,2.0,87.0,7.0,0.0,2.0,1.0,3.0,4.0
"Natchitoches, LA",31.72354,-93.096243,20.58937226798299,33629.0,22.618904072883172,33.3,87.0,7.0,4.0,80.0,11.0,1.0,3.0,3.0,2.0,2.0
"New Bern, NC",35.103052,-77.023805,22.66259502306543,46173.0,22.019622785292437,38.3,82.0,8.0,4.0,78.0,13.0,0.0,3.0,2.0,3.0,3.0
"Newberry, SC",34.289812,-81.60012,18.955945772080725,41971.0,23.97183369690748,40.7,87.0,7.0,4.0,85.0,11.0,0.0,1.0,1.0,2.0,4.0
"New Castle, IN",39.93104,-85.396435,20.006460108827987,40247.0,25.740429454506017,42.2,84.0,10.0,5.0,86.0,8.0,0.0,2.0,1.0,3.0,3.0
"New Castle, PA",40.991266,-80.334194,18.49469209611057,43991.0,22.773133851560004,44.2,91.0,6.0,2.0,85.0,8.0,1.0,2.0,1.0,3.0,4.0
"New Haven-Milford, CT",41.348823,-72.89986,25.772961749343022,61646.0,24.178872242807905,39.6,88.0,8.0,2.0,79.0,8.0,4.0,4.0,1.0,4.0,6.0
"New Orleans-Metairie, LA",29.8094,-89.708364,23.943305492280437,47412.0,25.448980236214478,37.3,86.0,8.0,3.0,79.0,11.0,3.0,2.0,3.0,3.0,5.0
"New Philadelphia-Dover, OH",40.44096,-81.47377,18.54174131135794,44656.0,20.801066600520898,40.9,89.0,8.0,2.0,85.0,9.0,0.0,2.0,2.0,3.0,3.0
"Newport, OR",44.645675,-123.907699,23.644205614084708,42429.0,18.684992570579496,50.1,84.0,10.0,3.0,72.0,14.0,2.0,5.0,1.0,6.0,9.0
"Newport, TN",35.925424,-83.121159,19.425019425019425,30888.0,27.107517014605797,43.6,86.0,9.0,2.0,85.0,12.0,0.0,1.0,1.0,1.0,4.0
"Newton, IA",41.686039,-93.053765,17.188632462330727,52430.0,22.233616808404204,42.0,85.0,9.0,5.0,81.0,10.0,1.0,2.0,1.0,5.0,2.0
"New Ulm, MN",44.242141,-94.727569,16.427403234599307,49527.0,14.880032533550224,43.2,90.0,5.0,3.0,77.0,7.0,1.0,6.0,1.0,8.0,3.0
"New York-Newark-Jersey City, NY-NJ-PA",40.898385,-73.902396,26.940898627843712,66902.0,35.166158517864204,37.8,90.0,6.0,2.0,51.0,7.0,30.0,6.0,2.0,4.0,7.0
"Niles-Benton Harbor, MI",41.995778,-86.685421,20.348538064025412,44701.0,19.849719696612805,41.3,87.0,9.0,1.0,83.0,9.0,0.0,3.0,1.0,4.0,5.0
"Nogales, AZ",31.526001,-110.846571,22.576155868254215,38802.0,20.69290432042659,36.2,87.0,8.0,3.0,81.0,9.0,0.0,2.0,2.0,5.0,8.0
"Norfolk, NE",42.043549,-97.49027,16.741477617372315,49458.0,15.389563671759278,38.3,86.0,7.0,5.0,81.0,10.0,0.0,2.0,1.0,5.0,3.0
"North Platte, NE",41.234347,-100.775668,18.03888110183436,49227.0,14.257062820359995,39.4,87.0,7.0,3.0,82.0,9.0,0.0,3.0,1.0,6.0,4.0
"North Port-Sarasota-Bradenton, FL",27.345459,-82.360867,22.71278195488722,49875.0,23.048919268841438,50.3,83.0,9.0,3.0,81.0,9.0,1.0,1.0,2.0,6.0,7.0
"North Vernon, IN",38.99693,-85.628065,20.054515393896065,44758.0,26.612847522016924,38.8,86.0,7.0,4.0,84.0,10.0,1.0,2.0,1.0,3.0,3.0
"North Wilkesboro, NC",36.206212,-81.162922,21.307957831887304,32157.0,23.832066899851245,43.3,94.0,4.0,2.0,84.0,12.0,0.0,1.0,1.0,2.0,3.0
"Norwalk, OH",41.146154,-82.598408,17.471357599107776,49315.0,22.073600877880544,38.3,86.0,9.0,4.0,84.0,8.0,1.0,3.0,1.0,2.0,3.0
"Norwich-New London, CT",41.466779,-72.106497,22.994917007781925,66693.0,22.57823661732073,40.6,85.0,8.0,2.0,79.0,9.0,2.0,4.0,1.0,4.0,4.0
"Oak Harbor, WA",48.162915,-122.575258,23.753531730590286,59107.0,27.715381559243298,43.7,83.0,6.0,4.0,74.0,10.0,3.0,4.0,2.0,7.0,5.0
"Ocala, FL",29.210202,-82.056676,22.420498741706705,39339.0,24.7532442180412,47.8,85.0,9.0,3.0,80.0,11.0,0.0,1.0,2.0,5.0,4.0
"Ocean City, NJ",39.085127,-74.849982,26.11422796808029,57394.0,22.29833672194596,48.0,90.0,6.0,2.0,77.0,8.0,2.0,5.0,4.0,4.0,8.0
"Odessa, TX",31.869173,-102.542749,16.195836293098736,54903.0,20.58638307067776,30.9,82.0,10.0,5.0,81.0,15.0,1.0,1.0,1.0,2.0,3.0
"Ogden-Clearfield, UT",41.432693,-112.815828,19.989588755856325,63393.0,22.23026455186609,30.7,85.0,8.0,4.0,79.0,11.0,2.0,1.0,2.0,4.0,5.0
"Ogdensburg-Massena, NY",44.496391,-75.06897,19.813740045890132,44454.0,20.626434034416825,37.8,83.0,10.0,5.0,77.0,9.0,0.0,7.0,2.0,5.0,3.0
"Oil City, PA",41.400969,-79.757946,16.271280404703056,43291.0,21.518842619058088,45.1,87.0,8.0,3.0,80.0,11.0,1.0,4.0,1.0,4.0,3.0
"Okeechobee, FL",27.386292,-80.888576,19.881656804733726,35490.0,24.20261697065821,39.6,89.0,5.0,3.0,75.0,15.0,1.0,4.0,2.0,3.0,1.0
"Oklahoma City, OK",35.429868,-97.503881,20.295485314026724,50967.0,22.107607617840387,34.6,81.0,11.0,4.0,83.0,10.0,0.0,2.0,1.0,3.0,5.0
"Olean, NY",42.248633,-78.67885,18.950417212606027,43503.0,21.64006139677667,41.3,89.0,7.0,3.0,80.0,9.0,1.0,6.0,2.0,3.0,3.0
"Olympia-Tumwater, WA",46.929501,-122.832076,23.504479337250746,62286.0,24.57469602250183,38.4,81.0,10.0,5.0,78.0,11.0,2.0,2.0,2.0,4.0,5.0
"Omaha-Council Bluffs, NE-IA",41.290084,-95.999125,20.586850776714265,57357.0,20.08714811740807,34.9,84.0,10.0,3.0,84.0,9.0,1.0,2.0,1.0,3.0,4.0
"Oneonta, NY",42.633763,-75.032606,19.898087043688914,47884.0,22.174291686019508,41.2,84.0,8.0,7.0,71.0,11.0,2.0,9.0,1.0,6.0,5.0
"Ontario, OR-ID",43.226094,-117.588419,21.071947396589955,39237.0,17.660535301244632,37.0,83.0,8.0,4.0,74.0,12.0,0.0,4.0,2.0,7.0,4.0
"Opelousas, LA",30.598851,-92.005857,17.896722471115304,33928.0,26.557795698924732,36.7,91.0,5.0,2.0,85.0,10.0,0.0,1.0,1.0,3.0,2.0
"Orangeburg, SC",33.438991,-80.8003,22.561356537260153,33615.0,26.19140564488645,38.7,89.0,7.0,3.0,84.0,11.0,0.0,1.0,1.0,2.0,4.0
"Orlando-Kissimmee-Sanford, FL",28.43435,-81.363053,27.109289730019153,48559.0,27.145880499541114,36.5,83.0,10.0,4.0,81.0,10.0,2.0,1.0,2.0,5.0,6.0
"Oshkosh-Neenah, WI",44.068877,-88.644659,19.380546305029934,51949.0,18.638872534589343,37.6,85.0,8.0,6.0,85.0,7.0,1.0,2.0,2.0,3.0,4.0
"Oskaloosa, IA",41.335203,-92.640909,16.27076923076923,48750.0,18.056272330289797,39.6,84.0,10.0,4.0,78.0,11.0,1.0,4.0,1.0,5.0,2.0
"Othello, WA",46.983385,-118.560502,20.721711988862193,44533.0,17.39423076923077,28.9,90.0,6.0,3.0,76.0,14.0,1.0,3.0,3.0,3.0,3.0
"Ottawa, KS",38.564518,-95.285948,19.541803034811068,50415.0,24.303665828927983,38.8,85.0,8.0,4.0,80.0,10.0,1.0,2.0,3.0,4.0,4.0
"Ottawa-Peru, IL",41.357036,-89.173355,18.240659017358045,50985.0,22.309176930009013,42.1,90.0,6.0,3.0,84.0,9.0,0.0,2.0,1.0,3.0,3.0
"Ottumwa, IA",40.879085,-92.409593,18.28912749768897,42189.0,18.94038851531647,39.5,86.0,9.0,3.0,79.0,11.0,1.0,3.0,3.0,4.0,3.0
"Owatonna, MN",44.022344,-93.226041,18.958467828706695,55764.0,17.6982719157702,39.7,88.0,7.0,3.0,86.0,7.0,1.0,2.0,1.0,3.0,3.0
"Owensboro, KY",37.699653,-87.069475,17.511338986393216,45639.0,19.41839264130457,39.6,87.0,9.0,3.0,87.0,8.0,0.0,2.0,1.0,2.0,4.0
"Owosso, MI",42.953735,-84.146733,19.6131844184146,47723.0,28.114665708123653,41.3,87.0,8.0,4.0,83.0,9.0,0.0,3.0,1.0,4.0,2.0
"Oxford, MS",34.356758,-89.484919,23.336477759233727,41343.0,17.871747662192934,27.6,75.0,11.0,7.0,83.0,9.0,0.0,2.0,2.0,3.0,4.0
"Oxford, NC",36.304024,-78.653022000000007,21.09757325546269,49655.0,28.213919707703962,41.0,88.0,4.0,5.0,85.0,9.0,0.0,1.0,0.0,4.0,3.0
"Oxnard-Thousand Oaks-Ventura, CA",34.383607,-119.109042,27.44940841792203,77335.0,25.082468683299407,36.9,87.0,9.0,3.0,77.0,13.0,1.0,2.0,2.0,6.0,6.0
"Ozark, AL",31.431819,-85.611032,17.322870055989025,44473.0,20.22805990536124,36.6,80.0,7.0,5.0,85.0,8.0,0.0,2.0,2.0,3.0,4.0
"Paducah, KY-IL",37.137954,-88.672028,17.653620898019895,43028.0,19.03821687828972,42.9,89.0,7.0,2.0,87.0,8.0,1.0,1.0,1.0,3.0,5.0
