season,series,city,country,year,month,day,round,group,num_skater,name,nationality,rank_in_group,start_position,time,qualification,rank_lap1,time_lap1,rank_lap2,time_lap2,rank_lap3,time_lap3,rank_lap4,time_lap4,rank_lap5,time_lap5,time_event
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,6,39,NG Lucas,SGP,3,4,44.679,NA,5,7.54,5,9.36,5,8.98,5,9.19,3,9.62,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,6,168,MA Wei,CHN,4,2,50.831,ADV,2,6.98,2,8.68,2,8.43,2,8.69,4,18.11,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,6,151,Quentin FERCOQ,FRA,NA,1,NA,PEN,3,7.18,3,8.84,3,8.41,3,8.43,5,29.35,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,7,27,Dmitry MIGUNOV,RUS,1,3,41.674,Q,1,6.88,1,8.98,1,8.46,1,8.53,1,8.84,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,7,22,KRUEGER John-Henry,USA,2,2,41.766,Q,2,7.04,2,8.97,2,8.39,2,8.68,2,8.7,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,7,75,Satoshi SAKASHITA,JPN,3,4,47.454,NA,3,7.25,3,8.86,3,8.38,3,11.64,3,11.35,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,7,166,CHU Sidney K,HKG,4,5,47.662,NA,4,7.89,4,9.96,4,9.63,4,10.08,4,10.12,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,7,79,RODIGARI Nicola,ITA,NA,1,NA,DNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,8,7,SHI Jingnan,CHN,1,1,41.155,Q,1,6.8,1,8.8,1,8.36,1,8.49,1,8.72,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,8,171,Bartosz KONOPKO,POL,2,3,45.174,Q,3,7.28,3,8.91,2,8.62,2,10.56,2,9.83,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,8,11,SEO Yi Ra,KOR,3,4,49.405,NA,4,7.51,4,9.73,4,10.76,3,9.84,3,11.58,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,8,32,JUNG Hyun Woo (Andy),AUS,4,2,NA,NA,2,7.17,2,8.88,3,9.08,NA,NA,NA,NA,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,9,2,PARK Se Yeong,KOR,1,1,41.895,Q,1,6.81,1,9.02,1,8.61,1,8.66,1,8.81,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,9,1,KNEGT Sjinkie,NED,2,4,41.939,Q,4,7.26,3,8.79,3,8.6,2,8.52,2,8.79,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,9,15,YOKOYAMA Hiroki,JPN,3,2,42.17,q,2,7.02,2,8.9,2,8.66,3,8.71,3,8.9,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,9,146,BRYANT Alex,AUS,4,3,42.737,NA,3,7.14,4,9.17,4,8.62,4,8.77,4,9.07,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,10,85,SHOEBRIDGE Richard,GBR,1,3,41.776,Q,1,6.87,1,8.93,1,8.48,1,8.57,1,8.95,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,10,14,KNOCH Viktor,HUN,2,5,41.866,Q,3,7.08,3,8.96,3,8.41,2,8.55,2,8.87,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,10,173,Chris CREVELING,USA,3,2,41.88,q,2,6.95,2,9.0,2,8.41,3,8.78,3,8.76,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,10,174,KHMELIVSKYI Artem,UKR,4,1,44.022,NA,4,7.44,4,9.28,4,8.86,4,9.07,4,9.4,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Preliminaries,10,135,ZASTRUGOV Daniel,BUL,5,4,45.159,NA,5,7.75,5,9.49,5,9.0,5,9.26,5,9.68,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,1,3,WU Dajing,CHN,1,1,40.898,Q,1,6.83,1,8.72,1,8.35,1,8.38,1,8.63,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,1,18,LEPAPE Sebastien,FRA,2,3,41.191,Q,3,7.21,3,8.85,3,8.16,2,8.3,2,8.69,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,1,173,Chris CREVELING,USA,3,4,41.858,NA,4,7.33,4,8.92,4,8.35,4,8.42,3,8.85,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,1,30,NIKISHA Denis,KAZ,4,2,65.864,NA,2,7.03,2,8.73,2,8.33,3,8.6,4,33.22,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,2,27,Dmitry MIGUNOV,RUS,1,2,41.076,Q,2,6.96,2,8.8,2,8.37,2,8.42,1,8.54,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,2,148,COURNOYER Charle,CAN,2,1,41.146,Q,1,6.83,1,8.84,1,8.34,1,8.47,2,8.666,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,2,1,KNEGT Sjinkie,NED,3,3,41.178,q,3,7.12,3,8.87,3,8.4,3,8.33,3,8.458,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,2,171,Bartosz KONOPKO,POL,4,4,41.425,NA,4,7.17,4,8.95,4,8.4,4,8.36,4,8.56,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,3,6,LIU Shaolin Sandor,HUN,1,1,41.175,Q,1,6.83,1,8.78,1,8.44,1,8.45,1,8.69,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,3,22,KRUEGER John-Henry,USA,2,3,41.406,Q,2,6.97,2,8.78,2,8.36,2,8.62,2,8.69,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,3,63,Daniil EYBOG,RUS,3,2,41.738,q,3,7.15,3,8.82,3,8.3,3,8.52,3,8.97,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,3,85,SHOEBRIDGE Richard,GBR,4,4,41.809,NA,4,7.17,4,8.92,4,8.41,4,8.42,4,8.91,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,4,20,Freek van der WART,NED,1,2,41.54,Q,3,7.02,3,8.95,3,8.28,1,8.57,1,8.74,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,4,14,KNOCH Viktor,HUN,2,3,41.82,Q,2,6.97,2,8.71,2,8.4,2,8.78,2,8.99,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,4,116,HAMELIN Francois,CAN,3,1,41.944,NA,1,6.71,1,8.83,1,8.52,3,9.09,3,8.82,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,4,49,LEE Jung-Su,KOR,4,4,42.911,NA,4,7.3,4,9.05,4,8.69,4,8.83,4,9.06,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,5,7,SHI Jingnan,CHN,1,2,41.303,Q,2,6.93,1,8.71,1,8.48,1,8.5,1,8.69,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,5,2,PARK Se Yeong,KOR,2,4,42.362,Q,3,7.08,3,8.76,3,8.44,4,8.79,2,9.31,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,5,48,LIU Shaoang,HUN,3,1,NA,ADV,1,6.82,2,8.84,2,8.56,3,8.78,NA,NA,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,5,161,BEKZHANOV Aydar,KAZ,NA,3,NA,PEN,4,7.27,4,8.75,4,8.38,2,8.59,3,35.39,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,6,19,GIRARD Samuel,CAN,1,1,41.511,Q,1,6.95,1,8.99,1,8.4,1,8.5,1,8.69,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,6,168,MA Wei,CHN,2,5,41.635,Q,3,7.27,2,8.79,2,8.37,2,8.54,2,8.68,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,6,15,YOKOYAMA Hiroki,JPN,3,4,43.334,NA,5,7.36,5,9.33,5,8.53,5,8.8,3,9.33,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,6,131,Artem KOZLOV,RUS,4,3,64.056,NA,2,7.17,3,9.01,3,8.37,3,8.5,4,31.06,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Heats,6,12,BREEUWSMA Daan,NED,5,2,83.788,NA,4,7.29,4,9.3,4,8.31,4,8.33,5,50.68,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,1,7,SHI Jingnan,CHN,1,3,40.968,Q,2,6.96,1,8.71,1,8.29,1,8.38,1,8.64,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,1,1,KNEGT Sjinkie,NED,2,2,41.025,Q,3,7.03,3,8.92,3,8.28,3,8.28,2,8.52,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,1,6,LIU Shaolin Sandor,HUN,3,1,41.079,NA,1,6.89,2,8.91,2,8.33,2,8.3,3,8.66,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,1,22,KRUEGER John-Henry,USA,4,4,41.231,NA,4,7.15,4,8.96,4,8.28,4,8.26,4,8.6,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,2,19,GIRARD Samuel,CAN,1,2,41.011,Q,1,6.77,1,8.81,1,8.29,1,8.44,1,8.72,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,2,18,LEPAPE Sebastien,FRA,2,1,41.148,Q,2,6.98,2,8.79,2,8.18,2,8.45,2,8.76,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,2,2,PARK Se Yeong,KOR,3,5,41.245,NA,4,7.23,4,8.89,4,8.18,3,8.28,3,8.68,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,2,173,Chris CREVELING,USA,4,4,41.384,NA,5,7.36,5,8.85,5,8.18,5,8.3,4,8.71,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,2,85,SHOEBRIDGE Richard,GBR,5,3,41.499,NA,3,7.13,3,8.84,3,8.18,3,8.43,5,8.93,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,3,20,Freek van der WART,NED,1,2,41.108,Q,2,6.85,2,8.79,2,8.41,2,8.47,1,8.588,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,3,27,Dmitry MIGUNOV,RUS,2,1,41.122,Q,1,6.73,1,8.81,1,8.41,1,8.43,2,8.742,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,3,11,SEO Yi Ra,KOR,3,4,55.38,NA,4,7.08,4,14.65,4,12.68,4,10.23,3,10.74,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,3,168,MA Wei,CHN,NA,3,NA,PEN,3,6.94,3,8.8,3,8.44,3,8.44,3,8.62,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,3,48,LIU Shaoang,HUN,NA,5,NA,PEN,5,7.17,5,21.89,5,17.17,5,12.59,5,11.7,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,4,3,WU Dajing,CHN,1,1,40.703,Q,1,6.73,1,8.67,1,8.22,1,8.47,1,8.62,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,4,14,KNOCH Viktor,HUN,2,4,40.852,Q,3,7.04,3,8.67,3,8.17,2,8.37,2,8.62,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,4,148,COURNOYER Charle,CAN,3,2,41.241,NA,2,6.89,2,8.66,2,8.17,3,8.66,3,8.88,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Quarterfinals,4,63,Daniil EYBOG,RUS,4,3,41.312,NA,3,7.04,4,8.88,4,8.25,4,8.5,4,8.65,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Semifinals,1,7,SHI Jingnan,CHN,1,2,40.701,QA,2,6.9,2,8.75,1,8.11,1,8.39,1,8.56,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Semifinals,1,19,GIRARD Samuel,CAN,2,3,40.8,QA,1,6.82,1,8.66,2,8.29,2,8.46,2,8.59,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Semifinals,1,14,KNOCH Viktor,HUN,3,1,41.244,QB,3,7.03,3,8.81,3,8.29,3,8.41,3,8.71,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Semifinals,1,18,LEPAPE Sebastien,FRA,4,4,72.664,QB,4,7.15,4,8.8,4,31.56,4,14.33,4,10.85,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Semifinals,2,3,WU Dajing,CHN,1,1,41.171,QA,1,6.75,1,8.77,1,8.39,1,8.54,1,8.73,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Semifinals,2,1,KNEGT Sjinkie,NED,2,2,41.229,QA,2,6.91,2,8.75,2,8.31,2,8.54,2,8.73,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Semifinals,2,27,Dmitry MIGUNOV,RUS,3,4,41.549,QB,4,7.24,4,8.63,3,8.4,3,8.56,3,8.74,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,Semifinals,2,20,Freek van der WART,NED,4,3,41.718,QB,3,7.07,3,8.73,4,8.51,4,8.62,4,8.81,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,FinalA,1,3,WU Dajing,CHN,1,3,40.907,NA,3,6.87,2,8.66,2,8.23,2,8.22,1,8.94,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,FinalA,1,1,KNEGT Sjinkie,NED,2,4,40.939,NA,4,7.1,4,8.69,4,8.2,3,8.26,2,8.7,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,FinalA,1,19,GIRARD Samuel,CAN,3,2,41.065,NA,2,6.78,3,8.88,3,8.22,4,8.48,3,8.705,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,FinalA,1,7,SHI Jingnan,CHN,NA,1,NA,PEN,1,6.67,1,8.68,1,8.29,1,8.28,NA,NA,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,FinalB,2,27,Dmitry MIGUNOV,RUS,1,2,41.171,NA,2,7.03,2,8.92,2,8.32,1,8.34,1,8.58,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,FinalB,2,14,KNOCH Viktor,HUN,2,1,41.305,NA,1,6.88,1,8.94,1,8.35,2,8.49,2,8.67,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,FinalB,2,20,Freek van der WART,NED,3,3,41.575,NA,3,7.11,3,8.99,3,8.25,3,8.41,3,8.83,2015.94
2015/2016,World Cup,Shanghai,CHN,2015,12,11,FinalB,2,18,LEPAPE Sebastien,FRA,4,4,45.121,NA,4,7.25,4,8.95,4,8.3,4,8.28,4,12.37,2015.94
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,1,18,LEPAPE Sebastien,FRA,1,2,42.798,Q,2,7.16,1,9.14,1,8.71,1,8.73,1,9.08,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,1,153,Rafal ANIKIEJ,POL,2,1,43.894,Q,1,7.03,2,9.31,2,8.98,2,9.06,2,9.53,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,1,187,JANSSON Jacob,SWE,3,3,44.902,NA,3,7.44,4,9.57,4,9.28,4,9.27,3,9.342,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,1,175,HANDEI Volodymyr,UKR,4,4,44.903,NA,4,7.46,3,9.4,3,9.03,3,9.34,4,9.673,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,2,27,Dmitry MIGUNOV,RUS,1,3,42.48,Q,1,6.92,1,9.0,1,8.63,1,8.77,1,9.17,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,2,138,Jose CAVALLI,SUI,2,2,44.704,Q,3,7.51,3,9.41,3,8.96,2,9.24,2,9.61,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,2,40,GEORGIEV Dimitar,BUL,3,1,44.819,NA,2,7.26,2,9.47,2,9.14,3,9.53,3,9.43,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,3,5,ELISTRATOV Semen,RUS,1,1,41.98,Q,1,6.95,1,9.0,1,8.58,1,8.68,1,8.79,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,3,80,JEANNE Vincent,FRA,2,2,42.728,Q,2,7.45,2,9.0,2,8.64,2,8.78,2,8.87,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,3,69,SCHUBERT Christoph,GER,3,3,43.074,q,3,7.55,3,9.07,3,8.69,3,8.77,3,9.02,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,3,170,AGDESTEIN Einar,NOR,4,4,45.261,NA,4,7.74,4,9.48,4,9.11,4,9.28,4,9.67,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,4,1,KNEGT Sjinkie,NED,1,3,41.935,Q,2,7.06,2,9.05,1,8.41,1,8.67,1,8.76,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,4,16,WHELBOURNE Jack,GBR,2,2,42.058,Q,1,7.0,1,9.03,2,8.61,2,8.78,2,8.65,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,4,145,NASRI Klaudio,BUL,3,1,44.504,NA,3,7.41,3,9.46,3,9.02,3,9.23,3,9.4,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,4,158,SPIEGL Felix,GER,4,4,NA,NA,4,13.05,4,17.17,4,11.24,4,10.27,4,13.72,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,5,6,LIU Shaolin Sandor,HUN,1,3,42.444,Q,2,7.12,1,8.89,1,8.55,1,8.85,1,9.05,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,5,41,Serhiy LIFYRENKO,UKR,2,2,44.025,Q,1,7.05,2,9.24,2,8.95,2,9.19,2,9.61,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,5,165,Tomass BAKEVICS,LAT,3,1,44.527,NA,3,7.4,3,9.39,3,9.05,3,9.26,3,9.44,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,5,190,Oliver RINGER,SVK,4,4,NA,NA,4,7.59,4,9.62,4,25.58,4,19.99,NA,NA,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,6,48,LIU Shaoang,HUN,1,2,42.808,Q,1,7.0,1,8.94,1,8.71,1,8.93,1,9.24,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,6,119,Yauheni RYZHOU,BLR,2,3,43.76,Q,2,7.29,2,9.18,2,8.96,2,9.05,2,9.3,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,6,189,Ivan MOJSILOVIC,SRB,3,1,50.067,NA,4,8.12,3,10.35,3,10.15,3,10.58,3,10.88,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,6,183,Roger VALLVERDU IMBERNON,ESP,4,4,50.477,NA,3,7.91,4,10.66,4,10.61,4,10.64,4,10.68,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,7,12,BREEUWSMA Daan,NED,1,1,42.472,Q,1,6.94,1,8.99,1,8.65,1,8.83,1,9.08,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,7,102,ALMEY Jens,BEL,2,2,42.844,Q,2,7.09,2,9.12,2,8.73,2,8.86,2,9.07,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,7,139,DUFBERG SUH Fabrice,SWE,3,4,43.877,q,3,7.16,3,9.25,3,8.95,3,9.04,3,9.5,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,7,188,Bor Luka URLEP,SLO,4,3,48.038,NA,4,7.77,4,9.99,4,9.63,4,10.25,4,10.41,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,8,14,KNOCH Viktor,HUN,1,1,42.571,Q,1,7.11,1,8.99,1,8.7,1,8.79,1,9.0,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,8,36,YARDIMCI Firat,TUR,2,3,44.599,Q,3,7.6,2,9.46,2,9.09,2,9.21,2,9.25,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,8,157,BRANKOVIC Edin,BIH,3,2,45.805,NA,2,7.48,3,9.63,3,9.46,3,9.55,3,9.71,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,9,131,Artem KOZLOV,RUS,1,4,43.689,Q,3,7.27,2,9.25,2,8.87,2,9.06,1,9.26,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,9,89,DESMET Stijn,BEL,2,3,43.781,Q,1,7.14,1,9.24,1,8.92,1,9.07,2,9.43,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,9,182,Nihad BASIC,BIH,3,1,47.5,NA,4,7.63,4,9.6,4,9.43,4,10.02,3,10.85,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,9,154,TREACY Farrell,GBR,4,2,59.005,NA,2,7.2,3,9.43,3,8.84,3,9.03,4,24.59,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,10,171,Bartosz KONOPKO,POL,1,2,42.265,Q,1,6.76,1,8.92,1,8.68,1,8.83,1,9.1,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,10,26,DOTTI Tommaso,ITA,2,1,43.949,Q,2,7.29,2,9.28,2,8.87,2,9.12,2,9.41,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,10,37,Maksim SIARHEYU,BLR,3,4,43.987,NA,3,7.42,3,9.25,3,8.86,3,9.12,3,9.35,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,10,191,Philemon RAINER,AUT,4,3,47.183,NA,4,7.81,4,9.87,4,9.71,4,9.76,4,10.05,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,11,20,Freek van der WART,NED,1,1,42.717,Q,1,6.98,1,9.06,1,8.68,1,8.92,1,9.1,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,11,21,Yuri CONFORTOLA,ITA,2,3,43.561,Q,3,7.48,2,9.31,2,8.77,2,8.92,2,9.1,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,11,111,EREN Menderes,TUR,3,2,44.194,NA,2,7.35,3,9.53,3,9.02,3,9.07,3,9.24,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Preliminaries,11,38,Martin KOLENC,CRO,4,4,44.314,NA,4,7.65,4,9.32,4,9.07,4,9.05,4,9.24,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,1,5,ELISTRATOV Semen,RUS,1,1,41.566,Q,1,6.86,1,8.78,1,8.42,1,8.73,1,8.79,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,1,171,Bartosz KONOPKO,POL,2,2,41.831,Q,2,6.96,2,8.91,2,8.45,2,8.66,2,8.87,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,1,69,SCHUBERT Christoph,GER,3,3,43.432,q,3,7.34,3,9.12,3,8.69,3,9.06,3,9.26,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,1,138,Jose CAVALLI,SUI,4,4,44.545,NA,4,7.56,4,9.25,4,9.06,4,9.17,4,9.52,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,2,6,LIU Shaolin Sandor,HUN,1,1,41.732,Q,1,6.94,1,9.0,1,8.46,1,8.6,1,8.74,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,2,20,Freek van der WART,NED,2,2,41.789,Q,2,7.09,2,8.96,2,8.43,2,8.56,2,8.74,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,2,119,Yauheni RYZHOU,BLR,3,3,42.619,q,3,7.19,3,9.04,3,8.63,3,8.76,3,9.01,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,2,36,YARDIMCI Firat,TUR,4,4,42.83,NA,4,7.48,4,9.15,4,8.62,4,8.74,4,8.85,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,3,16,WHELBOURNE Jack,GBR,1,1,41.789,Q,2,6.96,2,8.89,2,8.38,1,8.64,1,8.94,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,3,27,Dmitry MIGUNOV,RUS,2,2,41.913,Q,1,6.83,1,8.9,1,8.49,2,8.72,2,8.973,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,3,18,LEPAPE Sebastien,FRA,3,3,41.923,q,3,7.11,3,8.85,3,8.43,3,8.65,3,8.883,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,3,89,DESMET Stijn,BEL,4,4,43.193,NA,4,7.28,4,9.0,4,8.74,4,8.94,4,9.25,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,4,12,BREEUWSMA Daan,NED,1,1,42.352,Q,1,6.86,1,9.01,1,8.62,1,8.78,1,9.1,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,4,102,ALMEY Jens,BEL,2,2,43.152,Q,3,7.2,3,9.2,2,8.79,2,8.91,2,9.07,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,4,41,Serhiy LIFYRENKO,UKR,3,4,43.547,NA,4,7.29,4,9.24,3,8.89,3,8.93,3,9.21,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,4,153,Rafal ANIKIEJ,POL,4,3,NA,NA,2,6.99,2,9.02,4,29.55,NA,NA,NA,NA,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,5,14,KNOCH Viktor,HUN,1,1,42.25,Q,1,6.94,1,8.97,1,8.54,1,8.76,1,9.06,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,5,21,Yuri CONFORTOLA,ITA,2,3,43.078,Q,3,7.3,3,9.2,3,8.63,2,8.82,2,9.15,2016.06
2015/2016,European Championships,Sochi,RUS,2016,1,22,Heats,5,80,JEANNE Vincent,FRA,3,2,43.335,q,4,7.48,4,9.16,4,8.64,4,8.82,3,9.25,2016.06
