name,state,breast,colorectal,prostate,lung,melanoma,poverty,income,region,lat,lon
lawrence,pa,133.2,38.7,103.9,71.3,19.2,13.8,43199,middle_atlantic,40.991266,-80.334194
lebanon,pa,121.6,41.1,115.7,65.3,22.3,11.2,54952,middle_atlantic,40.367232,-76.457712
lehigh,pa,126.7,41.5,125.6,63.6,24.5,14.2,53722,middle_atlantic,40.612707,-75.592366
luzerne,pa,122,51.9,113.7,68.7,18.5,16.1,44734,middle_atlantic,41.17701,-75.989026
lycoming,pa,144.2,45.8,118.7,67.1,28.4,14,46663,middle_atlantic,41.343382,-77.064506
mc kean,pa,113.7,49.8,110.7,68.1,20.5,19,41653,middle_atlantic,41.807748,-78.569025
mercer,pa,143.1,48.4,141,66.9,20.1,14.1,43936,middle_atlantic,41.302181,-80.257702
mifflin,pa,132,47,98.8,70.4,24.4,14.5,42567,middle_atlantic,40.610413,-77.617042
monroe,pa,117.4,41,117.3,72.5,17.1,12,55273,middle_atlantic,41.058068,-75.339476
montgomery,pa,138.1,40.7,140.8,56.8,29.2,6.8,77021,middle_atlantic,40.21083,-75.367297
montour,pa,119.4,46.8,153.9,56.1,24.1,10.3,53329,middle_atlantic,41.027921,-76.658562
northampton,pa,137.1,42.2,148.3,64.7,26.1,10.1,59605,middle_atlantic,40.754231,-75.307418
northumberland,pa,117.1,40.6,130,66.3,21.1,14.7,41078,middle_atlantic,40.851985,-76.709321
perry,pa,116.6,36.4,84.6,71.8,26,10.2,56544,middle_atlantic,40.398409,-77.262296
philadelphia,pa,126.3,49.8,161.8,81.5,10.9,26,36918,middle_atlantic,40.007638,-75.133962
pike,pa,110.3,41.8,113.3,64.5,14.6,10.4,60168,middle_atlantic,41.331988,-75.033829
potter,pa,99.5,49.4,132.7,79.8,30.1,15.4,39781,middle_atlantic,41.744921,-77.895814
schuylkill,pa,118.8,54.2,97.5,68.1,20.8,13.6,41514,middle_atlantic,40.705801,-76.215955
snyder,pa,120.6,39.6,106.9,50.4,29.5,12,45558,middle_atlantic,40.769838,-77.070186
somerset,pa,104.1,50.5,104.2,48.5,22.3,12.7,42712,middle_atlantic,39.97244,-79.028272
susquehanna,pa,112.7,34.1,124.2,53.6,21.8,14.4,49244,middle_atlantic,41.821326,-75.800683
tioga,pa,121,41.7,109.1,69.6,27.6,13.2,45052,middle_atlantic,41.772161,-77.254264
union,pa,112.5,33.8,114.9,57.6,24.4,13.5,49488,middle_atlantic,40.962966,-77.062249
venango,pa,122.3,43.8,113.9,74.7,22,15.8,41736,middle_atlantic,41.400969,-79.757946
warren,pa,129.5,39.7,147.4,59.9,22.8,14.2,42043,middle_atlantic,41.814575,-79.274143
washington,pa,128.8,47.2,112.8,68.2,18,10.9,54919,middle_atlantic,40.189401,-80.248244
wayne,pa,108.1,41.5,96.2,64.4,15.1,11.8,45807,middle_atlantic,41.648731,-75.303258
westmoreland,pa,130.8,45.2,107.5,70.5,15.3,10.7,51412,middle_atlantic,40.310726,-79.466963
wyoming,pa,146.8,41.3,120.5,77.1,25.2,11.3,47012,middle_atlantic,41.518329,-76.016551
york,pa,130.9,45.9,104.7,67.2,30.3,10.8,56963,middle_atlantic,39.91996,-76.726518
bristol,ri,114.5,31,122.8,54.5,26.6,8.2,68415,new_england,41.705544,-71.286119
kent,ri,137.5,40.7,111.5,68.9,25.1,8.1,63232,new_england,41.673339,-71.57895
newport,ri,141.5,36.7,108.2,60.1,28.2,10.1,67291,new_england,41.499801,-71.280996
providence,ri,124.2,39.5,114.8,72.7,15.9,18.6,47642,new_england,41.871357,-71.578597
washington,ri,135.7,34.8,121,64.8,32.2,9.6,69267,new_england,41.396489,-71.619659
abbeville,sc,112.8,43.5,109.3,68.1,15.8,20.3,36187,south_atlantic,34.222571,-82.458712
aiken,sc,120.9,30.5,83.9,58.5,13.7,18.3,43876,south_atlantic,33.544369,-81.634744
anderson,sc,129.4,44,109.1,69.6,27.7,16.7,41591,south_atlantic,34.519091,-82.637885
barnwell,sc,111.2,23.6,109.7,59.5,15.1,25,31899,south_atlantic,33.266064,-81.435023
beaufort,sc,133.9,33.1,111.9,49,38.9,14.1,56354,south_atlantic,32.357059,-80.69217
berkeley,sc,125,38.1,117.4,84.8,21.3,15.7,50794,south_atlantic,33.19768,-79.950987
charleston,sc,132.1,36.4,139.5,65.5,25.8,17.4,51206,south_atlantic,32.825051,-79.896811
cherokee,sc,116.1,48.3,126.4,87.7,11.3,24.3,37726,south_atlantic,35.048203,-81.620391
chester,sc,129.9,46.6,150.2,77.4,13.5,21.6,36523,south_atlantic,34.692057,-81.159531
chesterfield,sc,106.7,42.6,131.4,81.2,11.4,26.5,33591,south_atlantic,34.639776,-80.158717
clarendon,sc,102.1,48.2,152.3,70,16.3,27.3,30096,south_atlantic,33.665806,-80.216405
colleton,sc,113.4,45.5,119.6,93.5,21.6,24,33817,south_atlantic,32.843426,-80.649684
darlington,sc,110.2,45.8,154.1,72.4,13.9,28.2,34209,south_atlantic,34.332352,-79.957694
dillon,sc,108.3,30.9,146.3,85.5,10.4,27.1,33696,south_atlantic,34.391517,-79.378932
dorchester,sc,145.4,40.6,144.1,70.6,26.6,13.3,55193,south_atlantic,33.079493,-80.405561
fairfield,sc,125.3,41.9,144,57.9,18.6,23.1,35531,south_atlantic,34.395111,-81.121229
florence,sc,129.9,45.3,132.8,72.8,11.7,20.1,41028,south_atlantic,34.024388,-79.702821
georgetown,sc,126.9,44.7,155.4,59.2,25.1,21.3,41213,south_atlantic,33.412746,-79.299335
greenville,sc,127.9,36.2,126.6,64.6,34.3,16.2,49476,south_atlantic,34.894307,-82.370718
greenwood,sc,132.3,40.6,100.3,63.2,19.9,25.6,37217,south_atlantic,34.153828,-82.125929
horry,sc,114.3,41.3,136.7,74.7,27.7,19.1,41808,south_atlantic,33.904479,-78.976149
kershaw,sc,133.3,47.3,134.1,73.6,14.8,16.3,44787,south_atlantic,34.338774,-80.590241
lancaster,sc,120.3,38.7,125.1,67.5,21,18.8,40837,south_atlantic,34.686705,-80.705433
laurens,sc,122.9,47.6,114.3,80.2,20.3,23,36771,south_atlantic,34.483568,-82.005934
lexington,sc,126.7,34.8,96.4,68.5,21,12.8,53880,south_atlantic,33.902328,-81.272195
marion,sc,102.9,40.6,184.5,79.3,8.5,30.7,28520,south_atlantic,34.080064,-79.362512
mccormick,sc,161.2,47.9,111.5,67.4,14.7,21.9,38186,south_atlantic,33.89955,-82.309877
newberry,sc,110.8,47.9,84.5,58.5,17,19.8,37890,south_atlantic,34.289812,-81.60012
oconee,sc,126.3,39.7,122.6,68.8,27.5,16.8,42077,south_atlantic,34.753512,-83.065883
orangeburg,sc,120.2,54.2,152.9,63.3,7.8,25.7,32180,south_atlantic,33.438991,-80.8003
pickens,sc,125.3,37.3,114.2,74,35.1,18.7,42400,south_atlantic,34.887516,-82.725316
richland,sc,137.6,34.4,145.7,70.1,13,18.6,47492,south_atlantic,34.021811,-80.903038
saluda,sc,98.4,34,103.4,55.1,16.4,22.1,40366,south_atlantic,34.006137,-81.726925
spartanburg,sc,127.7,37.7,133.3,73.1,23.4,18.7,42638,south_atlantic,34.931262,-81.990678
sumter,sc,130.8,42.1,171.3,72,15.6,20.8,39182,south_atlantic,33.916172,-80.382316
union,sc,102.8,49.1,137.2,94.2,14.1,18.7,34042,south_atlantic,34.689282,-81.619415
williamsburg,sc,117.8,48.7,164.2,66.3,14.4,33.4,29391,south_atlantic,33.619925,-79.727713
york,sc,125.4,39.2,128.2,66.8,22.4,12.7,54927,south_atlantic,34.974749,-81.184416
beadle,sd,116.4,43,115.9,48.6,21.1,16.5,43682,west_north_central,44.41448,-98.27811
brookings,sd,102.8,51.3,103.1,53.5,24.4,13.6,51893,west_north_central,44.36968,-96.790422
brown,sd,114.7,46.1,88,57.5,21.5,10.6,50047,west_north_central,45.589723,-98.351612
codington,sd,132.2,35,122.7,49.4,18.7,10.1,49022,west_north_central,44.977853,-97.188618
custer,sd,100.5,30.9,65.9,38.6,28.3,10.8,51326,west_north_central,43.677629,-103.451536
davison,sd,117.6,47.2,177.5,64.2,18.8,12.6,47506,west_north_central,43.67474,-98.145998
hughes,sd,176.9,46.3,176.8,52.1,33.3,10.3,57538,west_north_central,44.38903,-99.99605
lake,sd,108.9,31.7,131,46,29.5,12.3,53116,west_north_central,44.022044,-97.129376
lawrence,sd,101.5,37.4,96,47.8,22.6,14.9,42867,west_north_central,44.358627,-103.792225
lincoln,sd,125.3,37.3,134.4,48.9,19.2,4.3,78567,west_north_central,43.278922,-96.721824
meade,sd,103,41.7,92.6,56.4,17.9,10.6,50711,west_north_central,44.566832,-102.716866
minnehaha,sd,158.5,45.1,147.9,65.3,23.1,11,52382,west_north_central,43.674178,-96.791437
pennington,sd,132.8,41.3,82.5,66.1,23.5,15.4,48886,west_north_central,44.003733,-102.823831
union,sd,154.8,57.9,131.8,80.2,20.3,7,66831,west_north_central,42.832486,-96.65609
yankton,sd,129,44.2,90.1,61.4,18.7,13,46599,west_north_central,43.008969,-97.394745
anderson,tn,135.8,40.9,144.2,71.1,26.7,19.7,42365,east_south_central,36.118443,-84.198463
bedford,tn,114.5,43.6,106.9,69.4,16.2,18.6,42288,east_south_central,35.513798,-86.458886
benton,tn,103.2,50.2,154.9,104.7,20,21.3,35559,east_south_central,36.069784,-88.068273
bledsoe,tn,77.3,41.8,125,85.2,23.8,25.5,35715,east_south_central,35.59642,-85.205155
blount,tn,121.2,39.4,122,79,32.1,14.9,45348,east_south_central,35.687238,-83.925531
bradley,tn,110.4,41.8,113,81,19.8,18.6,42665,east_south_central,35.15411,-84.859603
campbell,tn,119.1,39.7,113.1,105.9,20.1,23.9,32325,east_south_central,36.403513,-84.149385
cannon,tn,100.9,43.1,127.4,59.7,23.5,18.3,40809,east_south_central,35.808677,-86.061741
carroll,tn,94.6,37.6,153,80,17.2,19.9,35929,east_south_central,35.973178,-88.450261
carter,tn,111,35.2,78.9,78.3,23.3,23,32773,east_south_central,36.292721,-82.127428
cheatham,tn,130.1,54.3,124.8,92.3,14.1,13.3,52544,east_south_central,36.261174,-87.086778
claiborne,tn,116.6,44.9,124.3,107.7,29.1,22.9,32775,east_south_central,36.485855,-83.660416
cocke,tn,92.8,41.7,93.3,96.9,28,24.7,30950,east_south_central,35.925424,-83.121159
coffee,tn,111,46.7,93.9,84.4,16.6,19.8,43375,east_south_central,35.490616,-86.074763
cumberland,tn,119.6,39,141.4,79.8,29.8,18.2,36163,east_south_central,35.950388,-84.998352
davidson,tn,130.4,40.3,135.8,72,14.9,17.8,47239,east_south_central,36.169458,-86.78493
dickson,tn,109.2,55.1,146.5,87.9,17.6,15,44991,east_south_central,36.149048,-87.356655
dyer,tn,106.1,40.2,91.3,77.9,12.6,18.7,40158,east_south_central,36.059056,-89.413768
fayette,tn,146.8,52,151.4,58.7,15.9,14.7,56058,east_south_central,35.197079,-89.414374
fentress,tn,143.6,57.5,101.3,92.7,22.6,22.6,31065,east_south_central,36.380493,-84.932459
franklin,tn,110.2,42.8,102.1,70.6,19.2,19,41477,east_south_central,35.154961,-86.092175
gibson,tn,120.8,49.5,109.7,80.5,12.2,18,40083,east_south_central,35.996611,-88.932625
giles,tn,96.9,58,93,82.1,22.6,17.8,39880,east_south_central,35.202152,-87.034779
grainger,tn,102,48.4,124.1,82.2,32.3,19,35301,east_south_central,36.276255,-83.509621
greene,tn,115.2,39.6,99,96.4,24.5,19.6,35980,east_south_central,36.175364,-82.845817
grundy,tn,109.3,57.8,76.5,96.1,20.5,28.9,26101,east_south_central,35.388367,-85.722582
hamblen,tn,123.2,43.8,102.3,77.9,35.3,20.5,38807,east_south_central,36.217152,-83.266663
hamilton,tn,121.1,39.6,141.4,68.4,26.3,16.9,47373,east_south_central,35.180855,-85.16479
hardin,tn,119.3,46.3,91.5,85.9,14.6,24.1,36154,east_south_central,35.198676,-88.184485
hawkins,tn,107.8,45.8,105.1,102.7,40,21.2,36102,east_south_central,36.441165,-82.944682
henderson,tn,109.7,46,85.6,93.4,22.5,19.4,40960,east_south_central,35.654257,-88.387987
henry,tn,100.6,45.6,150.4,88.4,15.8,20.8,37327,east_south_central,36.331838,-88.301214
hickman,tn,124.5,44.2,119.3,91.5,15.6,23.2,33816,east_south_central,35.803251,-87.473308
humphreys,tn,136.5,42.7,140.5,99.2,28.5,17,41954,east_south_central,36.040819,-87.775633
jefferson,tn,116.9,38.4,103.5,68.9,29.3,16.4,40490,east_south_central,36.050988,-83.446309
johnson,tn,107.1,43.1,64.8,88,15.5,28.1,30652,east_south_central,36.454936,-81.851755
knox,tn,127.6,37.3,142.7,73.8,27.3,16.3,49105,east_south_central,35.993216,-83.937086
lauderdale,tn,118.5,54.2,145.4,92.9,17.1,27.7,32169,east_south_central,35.761013,-89.631444
lawrence,tn,100.6,36.2,103.4,78.2,19.4,17.9,39532,east_south_central,35.217274,-87.395585
lewis,tn,135.7,34.9,112.2,116.1,22.3,21.3,35097,east_south_central,35.527281,-87.493096
lincoln,tn,105.9,53.2,94.2,64.3,15,18,41453,east_south_central,35.140516,-86.588943
loudon,tn,133.8,28.6,128,69.2,34.1,14.2,53230,east_south_central,35.741071,-84.299156
macon,tn,128.4,41.3,115,100.4,21.9,21.3,35432,east_south_central,36.532034,-86.00727
madison,tn,122.1,40.2,141,70.7,11.8,21.1,40750,east_south_central,35.608144,-88.838471
marion,tn,138.5,49.4,105.7,102.9,22.8,16.4,42128,east_south_central,35.129347,-85.622034
marshall,tn,121.5,42.4,116.8,91.6,21.6,14.6,42363,east_south_central,35.468861,-86.765017
maury,tn,109.9,41.1,121.6,73.5,18.6,13.8,46497,east_south_central,35.61694,-87.077014
mcminn,tn,108.3,38.6,114.1,81.4,22.3,16.9,40543,east_south_central,35.424746,-84.617474
mcnairy,tn,92.9,44.2,99,89.5,15.4,19.4,34596,east_south_central,35.175453,-88.56364
monroe,tn,107.4,32.5,107,98.6,22.1,19.7,38061,east_south_central,35.442647,-84.252789
montgomery,tn,109.6,36.5,126.1,84.3,17,14.9,51059,east_south_central,36.496858,-87.382887
morgan,tn,116.2,36.5,110.5,94.3,23.8,24,38027,east_south_central,36.135024,-84.649204
obion,tn,115.5,47.9,101.6,72.6,19.2,20.4,34469,east_south_central,36.358246,-89.148796
overton,tn,97.3,53.4,100.3,98.2,27.7,20.4,35457,east_south_central,36.344998,-85.288081
polk,tn,112,35.1,110.5,116,17,19.7,37375,east_south_central,35.1199,-84.523302
putnam,tn,120.2,42.5,96.4,71.6,21.9,26.7,35554,east_south_central,36.140833,-85.495191
rhea,tn,112.3,40.2,98.7,99,19.7,19.6,38860,east_south_central,35.608711,-84.924396
roane,tn,115.3,38.6,118.4,88.6,26.1,18.1,42037,east_south_central,35.847855,-84.523242
robertson,tn,125.1,46.8,128,83.2,21.3,12.1,51093,east_south_central,36.525455,-86.870566
rutherford,tn,118.1,41.5,126.1,68.5,14,12.3,57056,east_south_central,35.842705,-86.416736
scott,tn,105.3,51,141.3,109.2,18.8,29.5,27749,east_south_central,36.428539,-84.503517
sequatchie,tn,100.8,41.7,79.8,96.8,22.9,18.1,46460,east_south_central,35.371148,-85.410587
sevier,tn,117.3,38.7,130.9,83.5,30.6,16.5,40444,east_south_central,35.784663,-83.524181
shelby,tn,129.9,44.7,161.2,67.3,11.5,21.6,45067,east_south_central,35.183996,-89.895596
smith,tn,113.7,58.9,130.6,92.7,21.4,16.9,43689,east_south_central,36.250534,-85.956715
stewart,tn,123.3,49.9,103.8,90.8,18.6,17.2,43513,east_south_central,36.501104,-87.838458
sullivan,tn,121.1,37.7,104.6,75.7,35.2,18,40385,east_south_central,36.512915,-82.304143
sumner,tn,133.1,36,132.8,65.9,26.8,11,56077,east_south_central,36.469409,-86.460355
tipton,tn,114.8,47.8,134.5,94.6,12.2,14.4,53183,east_south_central,35.49687,-89.759244
unicoi,tn,107.7,35.4,85.3,89.3,39.8,17.6,36568,east_south_central,36.110822,-82.432237
union,tn,117.1,54,129.7,100.7,21.4,22.1,35255,east_south_central,36.287874,-83.837514
warren,tn,109.4,42.9,110.4,84.7,20.9,20.3,36327,east_south_central,35.678683,-85.778498
washington,tn,127.3,36.8,113.7,71.6,33.6,17.7,41542,east_south_central,36.293302,-82.497431
wayne,tn,97.1,49.7,111.7,79.1,20.7,22,33318,east_south_central,35.239916,-87.788012
weakley,tn,112.9,43.9,119,72.4,15,21,34809,east_south_central,36.298303,-88.717744
white,tn,136.6,44.2,122.5,89.7,22.1,19.7,34320,east_south_central,35.926348,-85.455177
williamson,tn,144.5,32.1,137.3,46.6,27.5,5.5,93241,east_south_central,35.893781,-86.898603
wilson,tn,125.4,38.7,112.5,76.5,18.8,10.8,59655,east_south_central,36.154851,-86.297725
anderson,tx,102,42.4,67.2,78.1,9.5,22.4,41279,west_south_central,31.813326,-95.652547
angelina,tx,106.3,41.8,141.5,76.4,15.8,21.5,41804,west_south_central,31.254765,-94.611849
aransas,tx,107.2,35,88.7,78.1,13.3,20.7,41666,west_south_central,28.08472,-96.991439
atascosa,tx,97.4,43.4,70.6,42.4,8.9,17.8,46631,west_south_central,28.893525,-98.527132
austin,tx,125.7,43.7,119.4,48,14.7,13.6,52042,west_south_central,29.887024,-96.277909
bandera,tx,85,28.9,88.1,58.8,13.1,16.2,50334,west_south_central,29.747205,-99.246244
bastrop,tx,100.9,33.7,84,69.2,13.9,18.7,50151,west_south_central,30.103606,-97.31201
bell,tx,122.3,39.2,122.3,81.5,17.4,15.1,50223,west_south_central,31.037672,-97.478202
bexar,tx,110.2,37.8,89.6,45.1,9.3,17.4,49655,west_south_central,29.448958,-98.520025
bosque,tx,109,33.1,95.7,58.4,26.4,17,42864,west_south_central,31.900402,-97.634349
bowie,tx,114.5,45.1,118.7,80.2,11.9,21.4,41657,west_south_central,33.445765,-94.423318
brazoria,tx,110.9,42.5,102.8,63,16.4,11.8,66337,west_south_central,29.167828,-95.434256
brazos,tx,101.3,41.9,142.7,49,16.6,27.6,39732,west_south_central,30.6608,-96.302386
brown,tx,87.2,43.2,102.2,65.2,15,18.6,38636,west_south_central,31.774262,-98.999794
burnet,tx,89,37.1,113.3,65.3,16.4,14.9,49286,west_south_central,30.788297,-98.182447
caldwell,tx,104.5,37.8,89.4,65.1,10.5,17.2,46021,west_south_central,29.837117,-97.62
cameron,tx,96.5,37.8,93.3,38.4,6.7,32.4,33905,west_south_central,26.151501,-97.45286
cass,tx,94.5,50.7,98.4,68.9,11.6,21.8,37546,west_south_central,33.077536,-94.343593
chambers,tx,115.5,46.7,99.9,68.3,12,10.5,74915,west_south_central,29.708261,-94.671377
cherokee,tx,118.1,35.1,94.2,83.3,11.1,23.6,37735,west_south_central,31.836952,-95.165179
collin,tx,123.3,32.4,97.3,49.4,15.9,7.9,81315,west_south_central,33.187928,-96.572403
colorado,tx,75.2,52.8,86.1,65.6,18.4,16.9,42438,west_south_central,29.620821,-96.526275
comal,tx,124.5,36,86.8,58.1,17.7,10.5,70322,west_south_central,29.808181,-98.278246
comanche,tx,86.1,47.2,100.3,76.4,16.4,20.3,35434,west_south_central,31.947978,-98.558257
cooke,tx,83.2,41.2,95.7,62.1,19,15.5,53565,west_south_central,33.6392,-97.212626
coryell,tx,102.9,40.5,92.2,81.2,16.5,14.8,50161,west_south_central,31.390911,-97.799204
dallas,tx,120.6,40,112.3,56,10.9,19.5,47902,west_south_central,32.766631,-96.777875
denton,tx,124.5,34.8,117.5,53.3,15.1,8.9,75099,west_south_central,33.20525,-97.117004
dewitt,tx,104.4,49.7,90.4,57.9,15.4,18.5,45937,west_south_central,29.082081,-97.356778
eastland,tx,85,51.6,86.8,71,18.5,17.3,39959,west_south_central,32.327073,-98.832322
ector,tx,120.2,48.2,74.1,69.9,11.7,15.3,53752,west_south_central,31.869173,-102.542749
el paso,tx,100,34.8,134.4,32.9,5.6,22.7,39748,west_south_central,31.768551,-106.234829
ellis,tx,116.9,45.7,108.2,64.8,13.6,13.1,59257,west_south_central,32.34843,-96.794485
erath,tx,130.1,37.6,98.7,53.1,19.9,21.8,40346,west_south_central,32.236259,-98.217967
fannin,tx,101.3,40.8,93.3,78.7,11.6,19,42392,west_south_central,33.59381,-96.106828
fayette,tx,98.7,43,93.6,54.2,19.3,11.2,50938,west_south_central,29.876787,-96.919762
fort bend,tx,117.3,36.9,117.9,43.1,12.5,8.9,87901,west_south_central,29.527494,-95.770886
galveston,tx,117.1,39.7,114.2,63.2,15.1,14.2,60210,west_south_central,29.379967,-94.862672
gillespie,tx,99.3,33,118.6,48.8,16.2,13,50443,west_south_central,30.318055,-98.946481
gonzales,tx,76.4,35.9,65.9,47.3,17.1,22,37051,west_south_central,29.456733,-97.492524
gray,tx,146.1,44.2,131.5,90.1,18.8,14.9,48623,west_south_central,35.401163,-100.812558
grayson,tx,114.7,46.6,94.2,78,18.4,16.4,44596,west_south_central,33.626808,-96.677725
gregg,tx,128.8,51.3,124.3,71.9,7.5,17,46501,west_south_central,32.480471,-94.816948
grimes,tx,102.5,41,84,48.2,9.9,19.5,44486,west_south_central,30.543471,-95.985503
guadalupe,tx,114.5,39.6,80,58.6,15.8,11,59288,west_south_central,29.583051,-97.948585
hale,tx,89.2,47.1,100.5,60,10,22.3,39209,west_south_central,34.070512,-101.826881
hardin,tx,95.6,49.7,109,66.4,20.1,12,52037,west_south_central,30.332373,-94.390222
harris,tx,118.9,41.2,124.2,56,12.4,18.4,52533,west_south_central,29.857278,-95.392337
harrison,tx,117.4,36.8,88.6,79.5,11.8,18.7,43777,west_south_central,32.548133,-94.371487
hays,tx,110.5,34.3,88.6,47.2,15.3,14.3,59260,west_south_central,30.058151,-98.031063
henderson,tx,105.9,49.5,93.5,89.9,16.7,21.8,39069,west_south_central,32.211894,-95.853555
hidalgo,tx,88.1,32.3,84.9,32.7,5,34,34607,west_south_central,26.396721,-98.181071
hill,tx,113,43.4,85.9,69.9,18.1,17.9,40253,west_south_central,31.990684,-97.132426
hood,tx,114.2,41.3,115.7,64.2,21.7,14.1,59053,west_south_central,32.429928,-97.832267
hopkins,tx,93.4,46.7,99.7,66,11.1,18.7,41863,west_south_central,33.149556,-95.56395
houston,tx,98.7,40.9,71.8,63.1,13,24.8,34777,west_south_central,31.317733,-95.422677
howard,tx,104.9,47.2,127.9,73.3,12.2,17.9,46636,west_south_central,32.30617,-101.435505
hunt,tx,101.5,50.5,109.9,80.2,14.1,17.9,44361,west_south_central,33.123595,-96.085455
hutchinson,tx,105.3,37.8,106,58.4,18.1,15.5,50060,west_south_central,35.840026,-101.354699
jasper,tx,89.8,53.1,116.2,60.3,15.9,20.8,39414,west_south_central,30.743961,-94.025085
jefferson,tx,103.9,45.6,117.3,65.7,14.6,22.7,42099,west_south_central,29.853729,-94.153439
johnson,tx,108.3,43.5,103.8,71.5,21.2,12.9,55960,west_south_central,32.379013,-97.36633
kaufman,tx,114.2,39.1,98.7,79.4,18.9,11.7,61004,west_south_central,32.599302,-96.287797
kendall,tx,117.8,25.4,112.2,44,22,8.5,75860,west_south_central,29.944689,-98.711555
kerr,tx,94.5,31,112.8,53.9,17.1,15.9,42456,west_south_central,30.061484,-99.35016
lamar,tx,123.8,48.8,124.1,78.4,11.1,18.3,37593,west_south_central,33.667262,-95.571201
lampasas,tx,101.2,34.3,97.2,74.1,20.8,14.8,48746,west_south_central,31.196191,-98.241445
leon,tx,107.8,33.3,98.9,67.1,14.3,16.7,43617,west_south_central,31.296507,-95.995691
liberty,tx,96.1,36.9,83.8,84.3,11,20.3,46176,west_south_central,30.151612,-94.81221
limestone,tx,110.3,48.9,118.1,81.8,11.5,21.4,36537,west_south_central,31.545464,-96.58053
llano,tx,78.3,31.7,96.3,53.4,21.1,15.5,45669,west_south_central,30.70574,-98.684097
lubbock,tx,111,38.8,126.2,53.2,12.6,17.8,46223,west_south_central,33.610206,-101.820546
matagorda,tx,102.7,47.1,116.1,67.8,11.1,20.4,42036,west_south_central,28.785651,-96.003981
mclennan,tx,109.2,37.9,115.1,66.1,17,20.9,41066,west_south_central,31.552377,-97.201788
medina,tx,94.3,34.6,61.9,45.6,10,18,53714,west_south_central,29.355696,-99.110131
midland,tx,111.3,37.1,98.4,54,13.9,10.5,71151,west_south_central,31.86916,-102.031609
milam,tx,105.3,50,107.5,65.2,19.6,17.4,40120,west_south_central,30.786341,-96.976846
montague,tx,70.1,47.4,80.6,92.2,19.8,15.9,41516,west_south_central,33.675627,-97.724653
montgomery,tx,122,37.9,101.6,61.3,20.4,11.8,69317,west_south_central,30.30021,-95.503008
moore,tx,112.9,41.1,73.4,65.5,16.7,14.9,46991,west_south_central,35.837687,-101.892923
nacogdoches,tx,97.3,45.3,123,74.5,13.4,26.4,36775,west_south_central,31.615979,-94.615867
navarro,tx,115.5,53.6,88.8,62.3,13,23.3,38423,west_south_central,32.046929,-96.472485
nueces,tx,106.1,39.4,92.8,51.7,9.3,18.2,48324,west_south_central,27.735035,-97.516254
orange,tx,110.2,43.7,91.3,82.7,17.4,15.1,51340,west_south_central,30.121308,-93.893898
palo pinto,tx,124.3,47.6,91.9,80.8,18.3,17.6,39660,west_south_central,32.75318,-98.313021
parker,tx,138.1,42.1,97.6,70.9,22.1,11.8,61199,west_south_central,32.777646,-97.805097
polk,tx,112.8,44,141.8,99.4,18.7,18.3,39833,west_south_central,30.79272,-94.830025
potter,tx,115.5,43.1,114.6,73.3,18.4,22.1,37366,west_south_central,35.401273,-101.894004
rains,tx,82.1,37.1,81.4,87.5,23.1,18,42183,west_south_central,32.870339,-95.793376
randall,tx,120.8,32.1,121.9,52.8,24.6,11,60439,west_south_central,34.965854,-101.896946
rockwall,tx,134.7,35.7,110.4,49.2,18.8,6.6,92466,west_south_central,32.897758,-96.407781
runnels,tx,120.4,39.4,101.7,61.1,39.1,18.7,36769,west_south_central,31.831095,-99.976231
rusk,tx,100.1,43,73.4,69.8,8.1,21.5,44349,west_south_central,32.107725,-94.761879
san jacinto,tx,96.6,38.8,66.2,93,17.4,22.8,42320,west_south_central,30.579534,-95.166901
san patricio,tx,103.7,45.1,90.6,73.5,11.4,16.2,46781,west_south_central,28.008783,-97.518274
scurry,tx,126.8,43.7,148.7,76.8,22,15,53219,west_south_central,32.746315,-100.916407
shelby,tx,82.7,53.1,100.1,73.4,14.7,21,36565,west_south_central,31.792409,-94.145018
smith,tx,123.9,42.1,104.5,67.3,12.1,16.8,47711,west_south_central,32.375035,-95.269183
starr,tx,89.1,41.6,89.7,38.5,6.1,36.3,25408,west_south_central,26.562153,-98.7384
tarrant,tx,119.3,38.3,117.9,60.2,16.8,15.2,56906,west_south_central,32.771556,-97.291237
taylor,tx,124.8,43.1,89.1,60.3,13.3,17,44081,west_south_central,32.301472,-99.890122
tom green,tx,107.5,39.1,126,54.1,18,14.5,45405,west_south_central,31.404399,-100.462073
travis,tx,118.6,33.1,95.1,44.8,13.8,15.9,60372,west_south_central,30.334695,-97.781949
trinity,tx,103.3,56.4,65.6,90.7,14.8,20.9,33447,west_south_central,31.088817,-95.135509
tyler,tx,77.1,42.6,97.2,72.8,10.9,20.9,40986,west_south_central,30.771232,-94.376594
upshur,tx,92.6,41.1,83.9,75.5,8.8,18.1,46489,west_south_central,32.736277,-94.941485
van zandt,tx,111.8,38.6,96.1,68.7,15.5,16.2,43220,west_south_central,32.563717,-95.836514
victoria,tx,109.8,48.5,93.4,57.6,10,15.8,51544,west_south_central,28.796351,-96.971525
walker,tx,118.4,43.6,134.5,68.5,13.9,25.5,40092,west_south_central,30.739046,-95.572283
waller,tx,96.8,35.9,93.3,53.7,12.4,19.4,49326,west_south_central,30.010805,-95.987653
washington,tx,115.3,32.1,126.7,44.7,16.6,14.2,49472,west_south_central,30.21453,-96.403444
webb,tx,92.9,39.9,80.2,30.3,3,30.6,38652,west_south_central,27.761062,-99.331565
