county,lat,lon,prop_housing,median_income,avg_duration,median_age,same_house,same_county,same_state,car_alone,carpool,public_transit,walked,transit_other,work_at_home,region
Fairfax County,38.874474,-77.290496,22.616635926586643,99219.0,35.75132978723404,34.2,86.0,6.0,2.0,79.0,4.0,12.0,1.0,1.0,4.0,northern_virginia
Fairfax County,38.872783,-77.306719,20.217180627686805,120729.0,37.05882352941177,33.4,84.0,7.0,2.0,65.0,4.0,18.0,0.0,2.0,11.0,northern_virginia
Fairfax County,38.870097,-77.284484,23.199659610679717,75208.0,36.07411116675013,36.0,87.0,2.0,2.0,59.0,10.0,18.0,8.0,2.0,3.0,northern_virginia
Fairfax County,38.867051,-77.308037,30.926413660226608,56573.0,29.803229061553985,30.7,86.0,6.0,6.0,64.0,21.0,12.0,2.0,0.0,1.0,northern_virginia
Fairfax County,38.954992,-77.161182,15.878336486654055,250001.0,30.43327556325823,48.8,92.0,4.0,0.0,74.0,9.0,1.0,1.0,4.0,11.0,northern_virginia
Fairfax County,38.927552,-77.138368,16.38713445146219,250001.0,26.2,49.4,86.0,6.0,3.0,70.0,8.0,2.0,1.0,1.0,19.0,northern_virginia
Fairfax County,38.93532,-77.157006,18.18720605666654,209224.0,27.952247191011235,45.8,94.0,2.0,0.0,71.0,8.0,3.0,1.0,2.0,15.0,northern_virginia
Fairfax County,38.945083,-77.182746,21.671173503634236,156429.0,29.944521497919556,44.7,87.0,6.0,3.0,71.0,6.0,3.0,3.0,1.0,16.0,northern_virginia
Fairfax County,38.936035,-77.19453,18.198060790935834,183580.0,29.242677824267783,49.8,87.0,3.0,6.0,81.0,7.0,5.0,3.0,0.0,4.0,northern_virginia
Fairfax County,38.921991,-77.17077,19.239992169912888,163472.0,28.655980271270035,43.9,91.0,3.0,1.0,70.0,10.0,7.0,3.0,2.0,8.0,northern_virginia
Fairfax County,38.920877,-77.185848,22.10424575214669,142778.0,28.37879968823071,40.6,91.0,1.0,0.0,72.0,3.0,8.0,1.0,0.0,15.0,northern_virginia
Fairfax County,38.9072,-77.165854,20.007347112391486,155163.0,27.684824902723737,43.5,88.0,3.0,1.0,67.0,8.0,14.0,0.0,1.0,10.0,northern_virginia
Fairfax County,38.901354,-77.18654,19.948892674616694,140880.0,27.561284868977175,41.8,85.0,8.0,4.0,61.0,2.0,27.0,2.0,2.0,7.0,northern_virginia
Fairfax County,38.912116,-77.198781,23.16974179838202,109643.0,26.83956424857638,35.8,87.0,3.0,4.0,66.0,11.0,8.0,2.0,7.0,5.0,northern_virginia
Fairfax County,38.917413,-77.213609,21.37887830129579,90987.0,29.665613480779356,37.2,75.0,7.0,6.0,83.0,6.0,7.0,0.0,1.0,3.0,northern_virginia
Fairfax County,38.926116,-77.205133,21.846818239552903,94476.0,31.211409395973153,32.9,77.0,9.0,3.0,57.0,8.0,19.0,8.0,4.0,5.0,northern_virginia
Fairfax County,38.904402,-77.210804,21.724931506849316,91250.0,25.562632696390658,29.8,68.0,18.0,4.0,64.0,9.0,19.0,2.0,0.0,6.0,northern_virginia
Fairfax County,38.896255,-77.209189,21.016392786373373,99922.0,28.775990584542956,33.5,81.0,6.0,5.0,72.0,5.0,17.0,0.0,1.0,4.0,northern_virginia
Fairfax County,38.890976,-77.205313,20.205013213742294,149844.0,28.505535055350553,42.7,96.0,1.0,0.0,59.0,7.0,14.0,3.0,1.0,17.0,northern_virginia
Fairfax County,38.884921,-77.19766,18.372210587130784,96929.0,30.14589515331355,40.3,90.0,5.0,1.0,70.0,11.0,11.0,0.0,4.0,4.0,northern_virginia
Fairfax County,38.880355,-77.209416,27.490765572028536,79052.0,27.535297728667896,32.3,89.0,5.0,3.0,62.0,13.0,15.0,2.0,1.0,7.0,northern_virginia
Fairfax County,39.011597,-77.27301,19.788596665600718,231406.0,31.63588390501319,47.7,92.0,4.0,2.0,79.0,4.0,1.0,1.0,1.0,14.0,northern_virginia
Fairfax County,38.947087,-77.215055,16.15193539225843,250001.0,31.85665914221219,49.2,90.0,5.0,1.0,77.0,11.0,3.0,1.0,0.0,8.0,northern_virginia
Fairfax County,38.924699,-77.22325,22.007154961400865,106220.0,27.007394519356243,32.0,54.0,18.0,12.0,81.0,2.0,6.0,5.0,1.0,3.0,northern_virginia
Fairfax County,38.92757,-77.235476,29.810526315789478,83125.0,27.991498405951116,42.7,65.0,5.0,3.0,70.0,14.0,6.0,0.0,7.0,4.0,northern_virginia
Fairfax County,38.96376,-77.258842,19.204723181107276,250001.0,32.654899135446684,49.2,94.0,1.0,2.0,76.0,6.0,5.0,0.0,2.0,11.0,northern_virginia
Fairfax County,38.988794,-77.30951,21.046581544229475,226184.0,36.93650793650794,43.3,94.0,3.0,0.0,74.0,7.0,5.0,1.0,4.0,9.0,northern_virginia
Fairfax County,39.016661,-77.328262,21.163441752845902,226466.0,36.112883925009974,44.5,89.0,3.0,3.0,78.0,7.0,1.0,1.0,2.0,11.0,northern_virginia
Fairfax County,38.999648,-77.361238,12.863948544205822,250001.0,31.006417736289382,42.2,93.0,4.0,2.0,82.0,9.0,1.0,1.0,2.0,5.0,northern_virginia
Fairfax County,38.993524,-77.384865,17.037241379310345,163125.0,30.3144889554474,37.9,93.0,5.0,1.0,78.0,8.0,3.0,1.0,2.0,8.0,northern_virginia
Fairfax County,38.983393,-77.366688,20.423600605143722,134844.0,29.41025641025641,39.1,89.0,5.0,3.0,79.0,3.0,7.0,0.0,4.0,7.0,northern_virginia
Fairfax County,38.984842,-77.353532,17.675212116871023,153571.0,28.980716253443525,36.8,90.0,4.0,2.0,79.0,9.0,1.0,1.0,0.0,9.0,northern_virginia
Fairfax County,38.973162,-77.357078,20.47248307782861,112131.0,30.662100456621005,35.9,68.0,14.0,4.0,82.0,8.0,4.0,2.0,0.0,4.0,northern_virginia
Fairfax County,38.97869,-77.386182,23.101252477543962,94852.0,27.58573853989813,33.6,90.0,5.0,3.0,75.0,9.0,9.0,3.0,2.0,2.0,northern_virginia
Fairfax County,38.9724,-77.372673,19.39047876473967,118388.0,30.519172770357603,36.3,80.0,5.0,9.0,82.0,9.0,3.0,1.0,4.0,1.0,northern_virginia
Fairfax County,38.972012,-77.400438,21.8704666066805,108914.0,27.825918261769267,33.8,87.0,5.0,0.0,65.0,22.0,5.0,3.0,0.0,5.0,northern_virginia
Fairfax County,38.960917,-77.382969,25.35559540649818,89779.0,23.455497382198953,33.0,87.0,7.0,1.0,77.0,7.0,6.0,4.0,2.0,5.0,northern_virginia
Fairfax County,38.958824,-77.394587,22.88973468413986,90119.0,23.84270193670288,33.5,89.0,6.0,1.0,72.0,15.0,4.0,2.0,2.0,5.0,northern_virginia
Fairfax County,38.963633,-77.410982,24.996398213513903,83292.0,26.769884638737096,30.9,71.0,19.0,2.0,76.0,8.0,8.0,4.0,2.0,3.0,northern_virginia
Fairfax County,38.952515,-77.398544,20.883534136546185,103833.0,24.282958199356912,31.2,70.0,8.0,7.0,76.0,15.0,3.0,2.0,1.0,3.0,northern_virginia
Fairfax County,38.94828,-77.398648,16.946287452985672,141978.0,28.17864271457086,33.0,72.0,12.0,6.0,63.0,11.0,12.0,4.0,0.0,10.0,northern_virginia
Fairfax County,38.947347,-77.406122,22.656000000000002,106250.0,30.50785340314136,30.0,87.0,9.0,1.0,72.0,8.0,11.0,7.0,0.0,2.0,northern_virginia
Fairfax County,38.944245,-77.410249,20.419509729593127,94968.0,23.573919107391912,31.9,51.0,19.0,10.0,78.0,13.0,4.0,1.0,0.0,5.0,northern_virginia
Fairfax County,38.936114,-77.398188,14.717146039010775,212813.0,29.957654723127035,40.6,96.0,2.0,0.0,82.0,6.0,5.0,0.0,1.0,6.0,northern_virginia
Fairfax County,38.924391,-77.384167,17.199706529713865,170375.0,32.68708881578947,42.0,96.0,2.0,1.0,74.0,7.0,5.0,0.0,0.0,14.0,northern_virginia
Fairfax County,38.947769,-77.38439,20.899237154199383,160714.0,30.638489208633093,41.5,93.0,5.0,0.0,78.0,1.0,10.0,0.0,0.0,10.0,northern_virginia
Fairfax County,38.942627,-77.370747,21.47691576981617,92639.0,30.28905109489051,31.8,85.0,7.0,4.0,59.0,14.0,20.0,1.0,1.0,5.0,northern_virginia
Fairfax County,38.928151,-77.343209,20.426975532862723,116728.0,32.263336416897936,42.4,86.0,8.0,1.0,77.0,5.0,6.0,1.0,4.0,7.0,northern_virginia
Fairfax County,38.917163,-77.346901,17.78225165562914,188750.0,31.492753623188406,48.8,92.0,5.0,1.0,73.0,5.0,9.0,0.0,3.0,10.0,northern_virginia
Fairfax County,38.901819,-77.334805,19.741474096591485,216458.0,34.055064581917065,46.3,96.0,2.0,1.0,75.0,4.0,5.0,0.0,3.0,14.0,northern_virginia
Fairfax County,38.895368,-77.363872,18.4651284176914,195417.0,32.232459248759746,44.8,92.0,4.0,2.0,77.0,6.0,7.0,1.0,1.0,9.0,northern_virginia
Fairfax County,38.871448,-77.35377,22.444369140404383,106236.0,36.01934523809524,33.3,82.0,11.0,4.0,70.0,12.0,8.0,3.0,0.0,6.0,northern_virginia
Fairfax County,38.959476,-77.312669,17.455377653718458,115357.0,31.576842837273993,37.8,83.0,9.0,2.0,78.0,6.0,4.0,0.0,2.0,11.0,northern_virginia
Fairfax County,38.982055,-77.331302,16.586911323058644,181806.0,32.50111061750333,42.2,94.0,1.0,2.0,70.0,7.0,8.0,1.0,1.0,13.0,northern_virginia
Fairfax County,38.976458,-77.343514,17.59192501802451,137313.0,34.11642411642411,42.0,81.0,7.0,3.0,78.0,4.0,7.0,0.0,1.0,9.0,northern_virginia
Fairfax County,38.967404,-77.337877,23.702849612913855,72852.0,28.020202020202017,36.4,84.0,9.0,1.0,73.0,9.0,5.0,3.0,4.0,5.0,northern_virginia
Fairfax County,38.960423,-77.342778,26.628465492542347,71202.0,30.434253246753247,31.5,75.0,15.0,2.0,75.0,5.0,10.0,4.0,2.0,4.0,northern_virginia
Fairfax County,38.956962,-77.345963,23.887908367251377,83289.0,23.757637474541752,38.3,81.0,8.0,3.0,77.0,5.0,4.0,5.0,2.0,7.0,northern_virginia
Fairfax County,38.959205,-77.362252,21.478471302680244,131406.0,26.023954908407703,44.3,60.0,15.0,6.0,81.0,2.0,4.0,6.0,2.0,6.0,northern_virginia
Fairfax County,38.942795,-77.345818,16.976486797822602,132819.0,26.025316455696203,43.2,91.0,3.0,1.0,76.0,3.0,6.0,2.0,4.0,10.0,northern_virginia
Fairfax County,38.936776,-77.354784,23.234642283651613,75353.0,26.80851063829787,32.9,68.0,18.0,7.0,73.0,7.0,10.0,5.0,2.0,3.0,northern_virginia
Fairfax County,38.934293,-77.33366,17.894754751008048,117554.0,29.151186790505676,40.8,82.0,7.0,7.0,73.0,5.0,8.0,1.0,1.0,13.0,northern_virginia
Fairfax County,38.940339,-77.310417,16.682705831840458,202629.0,29.180487804878048,44.5,93.0,3.0,1.0,69.0,6.0,7.0,0.0,3.0,15.0,northern_virginia
Fairfax County,38.934367,-77.422096,20.528006704847044,107385.0,30.910543130990416,31.6,70.0,17.0,4.0,76.0,7.0,6.0,3.0,1.0,7.0,northern_virginia
Fairfax County,38.912187,-77.413996,19.48981830511179,150417.0,32.07909604519774,39.7,90.0,5.0,2.0,80.0,7.0,9.0,1.0,1.0,3.0,northern_virginia
Fairfax County,38.92324,-77.407554,17.184599283712075,190147.0,33.76843363889996,38.3,91.0,5.0,0.0,81.0,4.0,3.0,0.0,2.0,9.0,northern_virginia
Fairfax County,38.906424,-77.393989,18.779421566106354,190549.0,37.714018691588784,40.3,88.0,4.0,1.0,79.0,7.0,4.0,0.0,3.0,6.0,northern_virginia
Fairfax County,38.896633,-77.415025,17.6486651669029,153802.0,34.76958525345622,38.6,95.0,2.0,0.0,77.0,9.0,4.0,1.0,0.0,9.0,northern_virginia
Fairfax County,38.885019,-77.386053,19.444570524500236,154223.0,35.85580627407815,40.2,86.0,7.0,3.0,81.0,6.0,8.0,1.0,1.0,4.0,northern_virginia
Fairfax County,38.863186,-77.439232,21.76148046607265,105048.0,35.37095501183899,39.7,87.0,8.0,1.0,88.0,4.0,3.0,0.0,0.0,4.0,northern_virginia
Fairfax County,38.890814,-77.461657,20.475485059796945,110708.0,32.19692211055276,35.2,93.0,5.0,1.0,83.0,10.0,2.0,0.0,0.0,5.0,northern_virginia
Fairfax County,38.836372,-77.413794,25.239604115322926,76689.0,27.94101279910963,31.8,81.0,10.0,6.0,89.0,6.0,1.0,0.0,0.0,4.0,northern_virginia
Fairfax County,38.837835,-77.371179,17.887919010351947,197161.0,41.826790633608816,43.4,95.0,4.0,1.0,77.0,7.0,7.0,0.0,0.0,9.0,northern_virginia
Fairfax County,38.850965,-77.504465,18.653610771113833,204250.0,33.43457943925234,41.0,93.0,3.0,0.0,78.0,8.0,2.0,0.0,1.0,11.0,northern_virginia
Fairfax County,38.858541,-77.479376,20.607075812274367,173125.0,36.200667037242916,43.1,97.0,0.0,2.0,87.0,2.0,3.0,0.0,1.0,7.0,northern_virginia
Fairfax County,38.856648,-77.466959,21.755482447531033,127361.0,35.58985667034179,39.3,95.0,4.0,1.0,83.0,7.0,1.0,1.0,2.0,7.0,northern_virginia
Fairfax County,38.844643,-77.458808,23.133418693982076,97625.0,30.95196759259259,31.9,89.0,7.0,1.0,80.0,12.0,2.0,1.0,1.0,5.0,northern_virginia
Fairfax County,38.844988,-77.447112,21.797989798334157,92926.0,38.24492099322799,34.6,86.0,5.0,4.0,82.0,10.0,3.0,0.0,0.0,4.0,northern_virginia
Fairfax County,38.841646,-77.43724,32.42536500326869,59657.0,28.023255813953487,31.9,47.0,29.0,14.0,92.0,3.0,1.0,2.0,0.0,3.0,northern_virginia
Fairfax County,38.814998,-77.471022,24.36280864355051,97969.0,37.7259806708357,32.3,87.0,9.0,2.0,80.0,11.0,5.0,0.0,2.0,2.0,northern_virginia
Fairfax County,38.829364,-77.445244,21.569249992318642,97639.0,35.9652981427175,32.6,76.0,10.0,10.0,71.0,17.0,2.0,2.0,1.0,7.0,northern_virginia
Fairfax County,38.835475,-77.438439,27.770472058697017,81367.0,37.975221893491124,31.2,85.0,11.0,2.0,60.0,25.0,8.0,1.0,2.0,4.0,northern_virginia
Fairfax County,38.832103,-77.425158,22.304199772985246,98672.0,32.42520568436799,33.1,71.0,24.0,2.0,80.0,11.0,4.0,1.0,1.0,4.0,northern_virginia
Fairfax County,38.823898,-77.431769,27.899118511263467,81680.0,32.12660944206009,32.9,76.0,21.0,1.0,86.0,5.0,6.0,0.0,0.0,3.0,northern_virginia
Fairfax County,38.821312,-77.419173,18.952577894467808,172156.0,34.65237846314689,36.2,85.0,9.0,0.0,79.0,7.0,3.0,2.0,0.0,8.0,northern_virginia
Fairfax County,38.813669,-77.438679,20.138268353477873,127578.0,31.17828773168579,33.9,95.0,3.0,1.0,83.0,8.0,4.0,1.0,0.0,3.0,northern_virginia
Fairfax County,38.810209,-77.42657,17.297507598784197,205625.0,40.962078651685395,40.5,83.0,8.0,2.0,76.0,8.0,6.0,0.0,0.0,9.0,northern_virginia
Fairfax County,38.84472,-77.417308,24.221631662681872,112511.0,36.72691330132731,35.2,81.0,13.0,3.0,76.0,12.0,5.0,0.0,1.0,6.0,northern_virginia
Fairfax County,38.860973,-77.418111,18.07671029858852,197027.0,35.735343951202985,41.4,96.0,2.0,0.0,79.0,6.0,4.0,2.0,0.0,9.0,northern_virginia
Fairfax County,38.882884,-77.429645,28.062632542195626,68846.0,28.088768115942027,31.8,78.0,15.0,3.0,87.0,5.0,3.0,2.0,0.0,2.0,northern_virginia
Fairfax County,38.881771,-77.417915,24.959999999999997,95625.0,28.259536784741144,34.5,90.0,5.0,2.0,83.0,11.0,1.0,1.0,0.0,5.0,northern_virginia
Fairfax County,38.8608,-77.378399,24.181360201511335,93295.0,36.14166996438465,34.3,90.0,4.0,3.0,80.0,4.0,12.0,0.0,2.0,1.0,northern_virginia
Fairfax County,38.865708,-77.368442,23.827345578480752,92717.0,35.476624165148756,31.4,68.0,15.0,6.0,72.0,4.0,12.0,5.0,4.0,4.0,northern_virginia
Fairfax County,38.855453,-77.354067,24.731789949181255,88550.0,37.23970158936101,30.6,59.0,19.0,8.0,79.0,6.0,6.0,1.0,6.0,3.0,northern_virginia
Fairfax County,38.851658,-77.366272,26.22084311620279,84757.0,37.67510687273923,30.5,63.0,18.0,8.0,75.0,11.0,8.0,0.0,2.0,4.0,northern_virginia
Fairfax County,38.848309,-77.389013,18.984922488851137,197778.0,37.650187734668336,39.1,85.0,7.0,3.0,74.0,12.0,3.0,0.0,0.0,11.0,northern_virginia
Fairfax County,38.857365,-77.396048,26.396914646340036,77009.0,32.447881640887694,30.5,66.0,18.0,3.0,77.0,9.0,12.0,0.0,1.0,2.0,northern_virginia
Fairfax County,38.864321,-77.394564,21.951054877637194,133333.0,34.12981455064194,37.8,88.0,5.0,3.0,84.0,8.0,4.0,1.0,0.0,3.0,northern_virginia
Fairfax County,38.874343,-77.397614,21.45922746781116,89472.0,34.520064205457466,39.9,81.0,8.0,2.0,74.0,10.0,5.0,1.0,1.0,8.0,northern_virginia
Fairfax County,38.808139,-77.348592,20.73614494069911,169559.0,34.61538461538461,50.1,94.0,5.0,0.0,74.0,8.0,6.0,0.0,0.0,11.0,northern_virginia
Fairfax County,38.760446,-77.330879,18.19845280578641,208765.0,37.8464479133482,47.3,85.0,9.0,2.0,73.0,11.0,5.0,1.0,0.0,9.0,northern_virginia
Fairfax County,38.722223,-77.303736,24.065209777221156,188438.0,37.16227697536109,46.8,93.0,5.0,1.0,67.0,11.0,6.0,0.0,0.0,16.0,northern_virginia
Fairfax County,38.740571,-77.267025,20.107872052665027,184107.0,37.29333333333334,43.6,93.0,3.0,0.0,78.0,8.0,8.0,0.0,1.0,6.0,northern_virginia
Fairfax County,38.720907,-77.264309,20.60686895631877,185938.0,37.33681462140992,45.0,88.0,4.0,4.0,76.0,11.0,6.0,1.0,1.0,5.0,northern_virginia
Fairfax County,38.738536,-77.240188,18.511384568799468,118889.0,34.25122083559414,36.6,96.0,1.0,1.0,79.0,10.0,6.0,0.0,2.0,2.0,northern_virginia
Fairfax County,38.727767,-77.231192,20.01811504046024,100469.0,34.13836253128352,36.0,85.0,9.0,2.0,78.0,11.0,7.0,0.0,0.0,4.0,northern_virginia
Fairfax County,38.781508,-77.394806,22.321537184050605,189073.0,34.795862819814914,46.9,92.0,5.0,0.0,84.0,3.0,3.0,1.0,0.0,8.0,northern_virginia
Fauquier County,38.905888,-77.806458,24.49359560053097,58007.0,34.24964605946201,44.9,89.0,2.0,5.0,75.0,1.0,0.0,7.0,2.0,14.0,northern_virginia
Fauquier County,38.880889,-77.999391,13.285498955459376,113447.0,36.748542880932554,50.1,89.0,3.0,6.0,81.0,6.0,1.0,0.0,1.0,11.0,northern_virginia
Fauquier County,38.783285,-77.908015,25.895703174805558,94116.0,42.001763668430335,45.5,90.0,6.0,4.0,80.0,12.0,0.0,2.0,0.0,6.0,northern_virginia
Fauquier County,38.717326,-77.896507,25.92768617701897,82059.0,42.96992481203007,49.1,87.0,5.0,1.0,79.0,10.0,1.0,0.0,0.0,10.0,northern_virginia
Fauquier County,38.646109,-77.829103,16.928371692837167,111576.0,42.11287313432836,42.0,88.0,3.0,8.0,81.0,11.0,0.0,1.0,0.0,7.0,northern_virginia
Fauquier County,38.649289,-77.770185,21.19124955973858,102212.0,45.06764374295378,34.6,91.0,0.0,6.0,64.0,17.0,1.0,0.0,10.0,8.0,northern_virginia
Fauquier County,38.722314,-77.826306,21.602936909432678,79267.0,33.24717765894236,44.1,91.0,4.0,5.0,77.0,8.0,2.0,3.0,2.0,7.0,northern_virginia
Fauquier County,38.756019,-77.783847,19.349383440986497,85150.0,40.93278894472362,45.1,91.0,4.0,4.0,84.0,6.0,2.0,4.0,0.0,4.0,northern_virginia
Fauquier County,38.790372,-77.729391,19.77708273210149,128209.0,42.66256590509666,48.9,89.0,6.0,4.0,72.0,10.0,2.0,0.0,1.0,14.0,northern_virginia
Fauquier County,38.735314,-77.678576,21.41103290227533,116071.0,44.6043808672329,38.2,89.0,2.0,5.0,81.0,6.0,5.0,1.0,1.0,6.0,northern_virginia
Fauquier County,38.726721,-77.732121,21.24321908384236,114107.0,37.29481045270519,39.9,94.0,2.0,2.0,87.0,7.0,2.0,0.0,0.0,3.0,northern_virginia
Fauquier County,38.665258,-77.677332,20.650806865888438,112906.0,37.88051867860451,39.3,92.0,3.0,5.0,72.0,14.0,1.0,2.0,2.0,10.0,northern_virginia
Fauquier County,38.465344,-77.718853,22.770636215334424,76625.0,42.7698975571316,40.6,98.0,1.0,1.0,82.0,8.0,1.0,3.0,0.0,6.0,northern_virginia
Fauquier County,38.549286,-77.627508,21.672499094968025,99444.0,46.00307850179579,46.2,93.0,3.0,3.0,83.0,10.0,1.0,1.0,0.0,5.0,northern_virginia
Fauquier County,38.571791,-77.718531,20.921507922054268,82365.0,43.19553072625698,35.3,80.0,8.0,9.0,86.0,5.0,0.0,1.0,3.0,5.0,northern_virginia
Fauquier County,38.541058,-77.772317,23.01213665615687,69459.0,40.886965044103235,32.4,87.0,2.0,11.0,76.0,23.0,0.0,0.0,0.0,1.0,northern_virginia
Fauquier County,38.578455,-77.826948,20.616629567227875,81313.0,37.641752577319586,40.1,92.0,4.0,1.0,89.0,6.0,1.0,0.0,0.0,3.0,northern_virginia
Floyd County,37.008852,-80.284662,15.50204081632653,49e3,34.893193338160756,46.1,89.0,4.0,4.0,79.0,7.0,0.0,1.0,3.0,10.0,greater_roanoke_area
Floyd County,36.948188,-80.221911,10.726161106939825,55938.0,32.89287816362566,46.3,94.0,3.0,1.0,81.0,11.0,0.0,1.0,1.0,6.0,greater_roanoke_area
Floyd County,36.872948,-80.472754,16.23633847181788,41906.0,32.94685990338164,43.0,96.0,1.0,1.0,70.0,16.0,0.0,4.0,2.0,8.0,greater_roanoke_area
Fluvanna County,37.938942,-78.274857,19.420706345004916,79338.0,27.042750110180695,39.1,87.0,3.0,8.0,80.0,13.0,0.0,0.0,0.0,8.0,greater_richmond_area
Fluvanna County,37.921483,-78.330826,21.74263166371396,74508.0,34.189254598257506,40.7,88.0,0.0,9.0,81.0,14.0,0.0,0.0,0.0,4.0,greater_richmond_area
Fluvanna County,37.82727,-78.200834,22.957086188243782,55460.0,36.711596063329054,43.4,89.0,9.0,2.0,71.0,20.0,1.0,0.0,0.0,8.0,greater_richmond_area
Fluvanna County,37.812573,-78.373707,22.119493434853545,51484.0,36.896471680594246,45.9,91.0,5.0,3.0,77.0,15.0,0.0,0.0,1.0,6.0,greater_richmond_area
Franklin County,37.080135,-79.678306,17.1843555866655,68574.0,30.431913617276546,58.2,92.0,4.0,2.0,73.0,14.0,0.0,1.0,0.0,12.0,greater_roanoke_area
Franklin County,37.016955,-79.685799,18.03906976744186,53750.0,31.597782258064516,53.5,85.0,8.0,4.0,71.0,10.0,0.0,5.0,3.0,11.0,greater_roanoke_area
Franklin County,37.035036,-79.801351,25.752556531758607,34715.0,31.593381686310064,41.7,84.0,7.0,8.0,75.0,15.0,0.0,3.0,2.0,4.0,greater_roanoke_area
Franklin County,37.16422,-79.796116,19.317630932281308,59821.0,31.33380381086803,44.5,85.0,3.0,11.0,82.0,11.0,0.0,1.0,2.0,5.0,greater_roanoke_area
Franklin County,37.101841,-79.885996,15.380036902565323,50403.0,27.533306419055307,43.5,92.0,6.0,2.0,80.0,12.0,1.0,2.0,1.0,5.0,greater_roanoke_area
Franklin County,37.061784,-80.020749,17.221570201989007,48567.0,28.946106094808126,44.6,91.0,5.0,2.0,82.0,11.0,0.0,1.0,2.0,5.0,greater_roanoke_area
Franklin County,36.892891,-80.096712,15.29698942229455,44244.0,28.041338582677167,32.8,81.0,6.0,10.0,61.0,8.0,0.0,24.0,1.0,6.0,greater_roanoke_area
Franklin County,36.904235,-79.954135,20.73255010366275,34728.0,31.326931470973374,42.8,86.0,11.0,1.0,78.0,18.0,0.0,2.0,0.0,3.0,greater_roanoke_area
Franklin County,36.987035,-79.903742,22.41557651353818,32870.0,25.76561324303988,41.6,77.0,17.0,3.0,84.0,12.0,0.0,1.0,0.0,3.0,greater_roanoke_area
Franklin County,36.893993,-79.758434,20.951590307684327,38546.0,32.83226242813662,40.2,81.0,9.0,6.0,83.0,11.0,0.0,2.0,0.0,3.0,greater_roanoke_area
Frederick County,39.251936,-78.087506,21.55752024988088,56667.0,28.22245875465673,43.6,91.0,4.0,1.0,80.0,12.0,0.0,0.0,2.0,6.0,northern_virginia
Frederick County,39.269308,-78.162437,22.032851097562396,85781.0,30.446943483275664,48.2,90.0,4.0,1.0,85.0,7.0,0.0,1.0,1.0,6.0,northern_virginia
Frederick County,39.343567,-78.270853,21.567441458567355,69438.0,37.40562800274537,40.2,87.0,4.0,6.0,88.0,7.0,1.0,0.0,1.0,2.0,northern_virginia
Frederick County,39.170921,-78.382136,20.303206475560128,67083.0,37.51053074978938,40.5,92.0,5.0,2.0,85.0,12.0,0.0,2.0,1.0,1.0,northern_virginia
Frederick County,39.193476,-78.250424,19.330107820194392,69653.0,27.35042735042735,44.4,87.0,7.0,4.0,84.0,9.0,0.0,1.0,3.0,2.0,northern_virginia
Frederick County,39.098563,-78.263377,19.678438264421594,84214.0,27.991718426501034,41.3,90.0,5.0,3.0,80.0,14.0,0.0,2.0,0.0,4.0,northern_virginia
Frederick County,39.035431,-78.271501,22.277139637413256,50581.0,28.57539958304378,40.9,88.0,4.0,6.0,80.0,11.0,1.0,2.0,1.0,6.0,northern_virginia
Frederick County,39.052114,-78.187032,21.101802879975292,51806.0,30.834302325581394,42.2,87.0,9.0,2.0,83.0,10.0,0.0,2.0,0.0,5.0,northern_virginia
Frederick County,39.088996,-78.154708,22.804801010739105,75984.0,27.58876523582406,39.1,90.0,4.0,5.0,81.0,14.0,0.0,1.0,0.0,4.0,northern_virginia
Frederick County,39.102327,-78.180163,20.848751156336725,69184.0,30.685367264314632,34.5,83.0,12.0,3.0,91.0,6.0,0.0,0.0,1.0,3.0,northern_virginia
Frederick County,39.134554,-78.164577,23.968263366688376,50667.0,24.47986577181208,40.2,88.0,7.0,2.0,80.0,14.0,1.0,0.0,1.0,5.0,northern_virginia
Frederick County,39.164722,-78.124151,19.277704485488126,72768.0,26.98148533388808,37.5,87.0,4.0,7.0,82.0,11.0,0.0,0.0,1.0,5.0,northern_virginia
Frederick County,39.181489,-78.094766,20.178711396770655,95685.0,35.42994123105475,37.1,90.0,3.0,4.0,87.0,6.0,0.0,1.0,1.0,5.0,northern_virginia
Frederick County,39.204816,-78.138823,25.87904360056259,46926.0,21.656176239181747,38.0,72.0,16.0,8.0,75.0,15.0,1.0,2.0,2.0,4.0,northern_virginia
Giles County,37.329951,-80.51767,12.154696132596685,51042.0,22.468017057569295,43.2,92.0,5.0,2.0,77.0,14.0,0.0,4.0,1.0,4.0,greater_roanoke_area
Giles County,37.353307,-80.618127,16.847533106761983,42665.0,26.833898305084745,43.9,87.0,4.0,6.0,82.0,12.0,0.0,3.0,2.0,1.0,greater_roanoke_area
Giles County,37.346654,-80.829053,15.052405606768533,47514.0,28.473214285714285,44.2,87.0,7.0,2.0,86.0,11.0,0.0,1.0,1.0,1.0,greater_roanoke_area
Giles County,37.251841,-80.820555,15.146494593651902,45872.0,23.328482328482327,42.5,82.0,14.0,1.0,77.0,14.0,0.0,0.0,1.0,7.0,greater_roanoke_area
Gloucester County,37.481446,-76.611655,20.261527873365452,65385.0,36.74557032115172,44.0,97.0,1.0,1.0,80.0,14.0,0.0,0.0,1.0,5.0,coastal_virginia
Gloucester County,37.475464,-76.503407,20.77143713343893,70077.0,38.05917159763314,44.1,86.0,9.0,2.0,83.0,13.0,1.0,1.0,3.0,0.0,coastal_virginia
