date,season,team,elo
1946-11-01,1947,NYK,1306.7233
1946-11-01,1947,TRH,1293.2767
1946-11-02,1947,BOS,1294.8458
1946-11-02,1947,CHS,1309.6521
1946-11-02,1947,DTF,1279.6189
1946-11-02,1947,NYK,1297.0712
1946-11-02,1947,PIT,1295.3092
1946-11-02,1947,PRO,1305.1542
1946-11-02,1947,STB,1304.6908
1946-11-02,1947,WSC,1320.3811
1946-11-03,1947,CLR,1307.1233
1946-11-03,1947,TRH,1286.1534
1946-11-04,1947,PIT,1277.9456
1946-11-04,1947,WSC,1337.7448
1946-11-05,1947,BOS,1288.4139
1946-11-05,1947,CHS,1316.084
1946-11-05,1947,DTF,1271.4624
1946-11-05,1947,STB,1312.8473
1946-11-07,1947,CHS,1309.735
1946-11-07,1947,NYK,1307.3197
1946-11-07,1947,PHW,1304.667
1946-11-07,1947,PIT,1273.2786
1946-11-07,1947,PRO,1311.5032
1946-11-07,1947,STB,1302.5988
1946-11-08,1947,DTF,1268.4468
1946-11-08,1947,TRH,1289.1691
1946-11-09,1947,BOS,1275.2767
1946-11-09,1947,CHS,1315.2522
1946-11-09,1947,DTF,1281.584
1946-11-09,1947,PIT,1267.4674
1946-11-09,1947,PRO,1317.3143
1946-11-09,1947,STB,1305.7323
1946-11-09,1947,TRH,1283.6519
1946-11-09,1947,WSC,1334.6112
1946-11-10,1947,CLR,1321.1034
1946-11-10,1947,WSC,1320.6311
1946-11-11,1947,CHS,1329.3558
1946-11-11,1947,NYK,1293.2161
1946-11-11,1947,PIT,1277.5587
1946-11-11,1947,PRO,1307.223
1946-11-13,1947,BOS,1269.8861
1946-11-13,1947,CHS,1334.7465
1946-11-13,1947,DTF,1275.3634
1946-11-13,1947,PRO,1313.4436
1946-11-14,1947,BOS,1267.1501
1946-11-14,1947,PHW,1308.6625
1946-11-14,1947,STB,1308.4683
1946-11-14,1947,WSC,1316.6356
1946-11-15,1947,PRO,1302.3401
1946-11-15,1947,TRH,1294.7554
1946-11-16,1947,BOS,1271.9004
1946-11-16,1947,CHS,1321.4366
1946-11-16,1947,CLR,1314.2461
1946-11-16,1947,DTF,1291.9098
1946-11-16,1947,NYK,1296.2185
1946-11-16,1947,PIT,1274.5563
1946-11-16,1947,PRO,1285.7937
1946-11-16,1947,STB,1315.3256
1946-11-16,1947,TRH,1290.0051
1946-11-16,1947,WSC,1329.9454
1946-11-17,1947,CHS,1328.0181
1946-11-17,1947,CLR,1307.6647
1946-11-18,1947,DTF,1287.7742
1946-11-18,1947,NYK,1300.3541
1946-11-18,1947,PIT,1280.0704
1946-11-18,1947,TRH,1284.491
1946-11-19,1947,CLR,1313.9331
1946-11-19,1947,PHW,1301.0356
1946-11-19,1947,STB,1322.9524
1946-11-19,1947,TRH,1278.2225
1946-11-20,1947,CHS,1323.818
1946-11-20,1947,DTF,1282.0223
1946-11-20,1947,NYK,1304.5542
1946-11-20,1947,PIT,1285.8223
1946-11-20,1947,STB,1319.3402
1946-11-20,1947,WSC,1333.5576
1946-11-21,1947,BOS,1257.9297
1946-11-21,1947,CHS,1330.0941
1946-11-21,1947,PHW,1294.7595
1946-11-21,1947,PRO,1274.9045
1946-11-21,1947,STB,1333.3109
1946-11-21,1947,WSC,1344.4468
1946-11-22,1947,BOS,1255.4705
1946-11-22,1947,TRH,1280.6818
1946-11-23,1947,BOS,1250.1028
1946-11-23,1947,CLR,1308.5621
1946-11-23,1947,DTF,1287.39
1946-11-23,1947,NYK,1309.9252
1946-11-23,1947,PRO,1265.9526
1946-11-23,1947,STB,1342.2628
1946-11-23,1947,TRH,1271.4497
1946-11-23,1947,WSC,1353.6788
1946-11-24,1947,CHS,1310.8802
1946-11-24,1947,CLR,1311.4692
1946-11-24,1947,DTF,1306.6039
1946-11-24,1947,PIT,1282.9152
1946-11-25,1947,BOS,1234.6626
1946-11-25,1947,NYK,1327.9469
1946-11-25,1947,PIT,1264.8934
1946-11-25,1947,PRO,1281.3928
1946-11-26,1947,BOS,1228.7905
1946-11-26,1947,CLR,1300.3143
1946-11-26,1947,DTF,1317.7588
1946-11-26,1947,PHW,1300.6316
1946-11-26,1947,TRH,1260.3845
1946-11-26,1947,WSC,1364.744
1946-11-27,1947,CHS,1306.1592
1946-11-27,1947,CLR,1296.5641
1946-11-27,1947,NYK,1333.9167
1946-11-27,1947,PIT,1268.6437
1946-11-27,1947,STB,1336.293
1946-11-27,1947,WSC,1369.4651
1946-11-28,1947,BOS,1233.7903
1946-11-28,1947,CHS,1299.0626
1946-11-28,1947,DTF,1333.9537
1946-11-28,1947,NYK,1339.6215
1946-11-28,1947,PHW,1284.4366
1946-11-28,1947,PIT,1263.6439
1946-11-28,1947,PRO,1275.6881
1946-11-28,1947,STB,1343.3895
1946-11-29,1947,CLR,1313.3292
1946-11-29,1947,TRH,1243.6194
1946-11-30,1947,DTF,1330.3809
1946-11-30,1947,NYK,1342.8893
1946-11-30,1947,PHW,1281.1688
1946-11-30,1947,PIT,1259.7294
1946-11-30,1947,PRO,1283.1002
1946-11-30,1947,STB,1346.9624
1946-11-30,1947,TRH,1236.2073
1946-11-30,1947,WSC,1373.3796
1946-12-01,1947,BOS,1228.6831
1946-12-01,1947,CHS,1304.1698
1946-12-01,1947,CLR,1316.7987
1946-12-01,1947,DTF,1326.9114
1946-12-02,1947,BOS,1236.0254
1946-12-02,1947,PIT,1252.3871
1946-12-03,1947,PHW,1287.2725
1946-12-03,1947,PRO,1276.9966
1946-12-04,1947,CHS,1317.2023
1946-12-04,1947,DTF,1319.3087
1946-12-04,1947,NYK,1350.4919
1946-12-04,1947,PIT,1239.3546
1946-12-04,1947,PRO,1270.5713
1946-12-04,1947,WSC,1379.8049
1946-12-05,1947,BOS,1229.3071
1946-12-05,1947,CHS,1306.269
1946-12-05,1947,DTF,1326.027
1946-12-05,1947,NYK,1340.9235
1946-12-05,1947,PHW,1296.8409
1946-12-05,1947,PIT,1234.9664
1946-12-05,1947,STB,1351.3506
1946-12-05,1947,TRH,1247.1405
1946-12-07,1947,BOS,1210.9467
1946-12-07,1947,CHS,1312.6069
1946-12-07,1947,CLR,1310.4608
1946-12-07,1947,DTF,1320.2988
1946-12-07,1947,NYK,1359.2839
1946-12-07,1947,PHW,1313.6263
1946-12-07,1947,PRO,1256.0878
1946-12-07,1947,STB,1334.5652
1946-12-07,1947,TRH,1261.624
1946-12-07,1947,WSC,1385.5331
1946-12-08,1947,BOS,1206.0377
1946-12-08,1947,CLR,1315.6875
1946-12-08,1947,NYK,1364.1929
1946-12-08,1947,PHW,1308.3997
1946-12-09,1947,DTF,1329.8735
1946-12-09,1947,PIT,1225.3917
1946-12-10,1947,CLR,1310.3738
1946-12-10,1947,PHW,1322.4008
1946-12-10,1947,STB,1339.8789
1946-12-10,1947,TRH,1247.6229
1946-12-11,1947,CHS,1319.0311
1946-12-11,1947,CLR,1303.9496
1946-12-11,1947,DTF,1322.9327
1946-12-11,1947,NYK,1369.5447
1946-12-11,1947,PRO,1250.736
1946-12-11,1947,WSC,1392.4739
1946-12-12,1947,BOS,1214.9801
1946-12-12,1947,CHS,1343.2291
1946-12-12,1947,DTF,1313.9904
1946-12-12,1947,PHW,1307.4219
1946-12-12,1947,STB,1315.6809
1946-12-12,1947,WSC,1407.4528
1946-12-13,1947,PIT,1240.7815
1946-12-13,1947,TRH,1232.2332
1946-12-14,1947,BOS,1226.2948
1946-12-14,1947,CLR,1297.2839
1946-12-14,1947,DTF,1302.2896
1946-12-14,1947,PHW,1296.1072
1946-12-14,1947,PRO,1262.4368
1946-12-14,1947,WSC,1414.1184
1946-12-15,1947,CHS,1347.2114
1946-12-15,1947,CLR,1310.9967
1946-12-15,1947,NYK,1355.8319
1946-12-15,1947,PIT,1236.7992
1946-12-15,1947,STB,1304.6824
1946-12-15,1947,TRH,1243.2317
1946-12-16,1947,PIT,1224.4557
1946-12-16,1947,STB,1317.0259
1946-12-17,1947,CLR,1317.8322
1946-12-17,1947,DTF,1296.0708
1946-12-17,1947,PHW,1302.3259
1946-12-17,1947,TRH,1236.3962
1946-12-18,1947,CLR,1326.4893
1946-12-18,1947,NYK,1347.1748
1946-12-18,1947,STB,1309.9017
1946-12-18,1947,WSC,1421.2426
1946-12-19,1947,BOS,1221.1678
1946-12-19,1947,CHS,1341.2368
1946-12-19,1947,CLR,1316.9688
1946-12-19,1947,PHW,1311.8464
1946-12-19,1947,PRO,1268.4114
1946-12-19,1947,STB,1315.0287
1946-12-20,1947,NYK,1340.5975
1946-12-20,1947,TRH,1242.9735
1946-12-21,1947,NYK,1336.2484
1946-12-21,1947,PHW,1307.2515
1946-12-21,1947,PRO,1272.7605
1946-12-21,1947,WSC,1425.8375
1946-12-22,1947,BOS,1216.1962
1946-12-22,1947,CHS,1344.2667
1946-12-22,1947,CLR,1305.7284
1946-12-22,1947,DTF,1293.0409
1946-12-22,1947,PIT,1235.696
1946-12-22,1947,STB,1320.0004
1946-12-23,1947,BOS,1209.8594
1946-12-23,1947,PIT,1242.0328
1946-12-26,1947,DTF,1289.309
1946-12-26,1947,PHW,1311.3928
1946-12-26,1947,PIT,1237.8915
1946-12-26,1947,PRO,1263.2903
1946-12-26,1947,STB,1323.7323
1946-12-26,1947,WSC,1435.3077
1946-12-27,1947,BOS,1204.3003
1946-12-27,1947,CHS,1353.3029
1946-12-27,1947,PHW,1316.9519
1946-12-27,1947,TRH,1233.9374
1946-12-28,1947,BOS,1198.3969
1946-12-28,1947,NYK,1329.1947
1946-12-28,1947,PRO,1269.1937
1946-12-28,1947,WSC,1442.3615
1946-12-29,1947,CHS,1364.1989
1946-12-29,1947,CLR,1294.8324
1946-12-29,1947,DTF,1279.0566
1946-12-29,1947,PHW,1311.511
1946-12-29,1947,STB,1329.1732
1946-12-29,1947,TRH,1244.1897
1946-12-30,1947,BOS,1192.7406
1946-12-30,1947,PHW,1316.821
1946-12-30,1947,PIT,1232.5814
1946-12-30,1947,WSC,1448.0177
1946-12-31,1947,CHS,1353.0458
1946-12-31,1947,CLR,1282.6403
1946-12-31,1947,STB,1341.3654
1946-12-31,1947,TRH,1255.3428
1947-01-01,1947,CHS,1335.4089
1947-01-01,1947,CLR,1297.225
1947-01-01,1947,DTF,1287.9642
1947-01-01,1947,PIT,1217.9967
1947-01-01,1947,STB,1359.0022
1947-01-01,1947,WSC,1439.1101
1947-01-02,1947,PHW,1323.0543
1947-01-02,1947,PRO,1262.9604
1947-01-02,1947,STB,1368.0355
1947-01-02,1947,WSC,1430.0768
1947-01-03,1947,BOS,1204.3622
1947-01-03,1947,TRH,1243.7212
1947-01-04,1947,CLR,1292.7268
1947-01-04,1947,DTF,1273.708
1947-01-04,1947,NYK,1343.4509
1947-01-04,1947,PHW,1317.6265
1947-01-04,1947,PRO,1268.3883
1947-01-04,1947,WSC,1434.575
1947-01-05,1947,NYK,1350.6637
1947-01-05,1947,STB,1360.8228
1947-01-06,1947,BOS,1192.8752
1947-01-06,1947,CLR,1304.2137
1947-01-06,1947,DTF,1263.4937
1947-01-06,1947,PIT,1210.0378
1947-01-06,1947,TRH,1253.9355
1947-01-06,1947,WSC,1442.5338
1947-01-08,1947,CHS,1341.5894
1947-01-08,1947,DTF,1257.3132
1947-01-08,1947,NYK,1328.6687
1947-01-08,1947,PHW,1311.1245
1947-01-08,1947,PIT,1216.5398
1947-01-08,1947,PRO,1265.8407
1947-01-08,1947,TRH,1275.9305
1947-01-08,1947,WSC,1445.0814
1947-01-09,1947,CHS,1338.1714
1947-01-09,1947,CLR,1290.0171
1947-01-09,1947,PHW,1320.103
1947-01-09,1947,PRO,1280.0374
1947-01-09,1947,STB,1364.2407
1947-01-09,1947,TRH,1266.952
1947-01-10,1947,BOS,1200.0544
1947-01-10,1947,NYK,1321.4895
1947-01-11,1947,BOS,1207.0247
1947-01-11,1947,DTF,1261.5048
1947-01-11,1947,PHW,1315.9115
1947-01-11,1947,PRO,1273.0671
1947-01-11,1947,TRH,1263.2552
1947-01-11,1947,WSC,1448.7782
1947-01-12,1947,CHS,1341.5424
1947-01-12,1947,PHW,1312.5405
1947-01-12,1947,PIT,1212.5773
1947-01-12,1947,STB,1368.2032
1947-01-13,1947,NYK,1326.8982
1947-01-13,1947,PIT,1207.1686
1947-01-14,1947,CLR,1280.7762
1947-01-14,1947,PHW,1338.6333
1947-01-14,1947,PRO,1282.308
1947-01-14,1947,TRH,1237.1625
1947-01-15,1947,CHS,1332.5114
1947-01-15,1947,DTF,1270.5358
1947-01-15,1947,NYK,1322.4481
1947-01-15,1947,PIT,1217.7629
1947-01-15,1947,PRO,1271.7136
1947-01-15,1947,WSC,1453.2283
1947-01-16,1947,BOS,1222.4307
1947-01-16,1947,CHS,1343.4651
1947-01-16,1947,CLR,1291.8809
1947-01-16,1947,PHW,1327.6796
1947-01-16,1947,STB,1357.0986
1947-01-16,1947,WSC,1437.8223
1947-01-17,1947,DTF,1283.5742
1947-01-17,1947,TRH,1224.124
1947-01-18,1947,BOS,1244.5959
1947-01-18,1947,CHS,1337.7271
1947-01-18,1947,NYK,1300.2828
1947-01-18,1947,WSC,1443.5603
1947-01-19,1947,CLR,1297.6993
1947-01-19,1947,NYK,1294.4644
1947-01-19,1947,PRO,1265.4467
1947-01-19,1947,STB,1363.3656
1947-01-20,1947,BOS,1223.8215
1947-01-20,1947,CHS,1358.5015
1947-01-20,1947,DTF,1277.3961
1947-01-20,1947,PIT,1223.941
1947-01-21,1947,BOS,1218.111
1947-01-21,1947,PHW,1333.3901
1947-01-21,1947,STB,1358.7234
1947-01-21,1947,TRH,1228.7662
1947-01-22,1947,CHS,1349.4546
1947-01-22,1947,CLR,1314.5339
1947-01-22,1947,DTF,1260.5615
1947-01-22,1947,NYK,1303.5112
1947-01-22,1947,PHW,1331.4896
1947-01-22,1947,WSC,1445.4608
1947-01-23,1947,BOS,1222.9237
1947-01-23,1947,CHS,1357.0613
1947-01-23,1947,CLR,1310.1866
1947-01-23,1947,PHW,1335.8369
1947-01-23,1947,PIT,1219.1283
1947-01-23,1947,PRO,1257.84
1947-01-24,1947,PRO,1264.9603
1947-01-24,1947,TRH,1221.6459
1947-01-25,1947,BOS,1236.2783
1947-01-25,1947,DTF,1252.1123
1947-01-25,1947,NYK,1290.1566
1947-01-25,1947,PHW,1344.2861
1947-01-25,1947,PIT,1216.5524
1947-01-25,1947,WSC,1448.0367
1947-01-26,1947,CHS,1361.9294
1947-01-26,1947,DTF,1249.2936
1947-01-26,1947,PHW,1339.418
1947-01-26,1947,STB,1361.5421
1947-01-27,1947,BOS,1224.8512
1947-01-27,1947,CLR,1318.2482
1947-01-27,1947,PIT,1223.9865
1947-01-27,1947,PRO,1257.5262
1947-01-27,1947,TRH,1213.5844
1947-01-27,1947,WSC,1459.4639
1947-01-28,1947,CLR,1322.4463
1947-01-28,1947,TRH,1209.3862
1947-01-29,1947,BOS,1222.5165
1947-01-29,1947,DTF,1235.2026
1947-01-29,1947,NYK,1293.2555
1947-01-29,1947,PIT,1220.8876
1947-01-29,1947,PRO,1271.6172
1947-01-29,1947,WSC,1461.7986
1947-01-30,1947,BOS,1231.4259
1947-01-30,1947,NYK,1288.7175
1947-01-30,1947,PHW,1343.9559
1947-01-30,1947,PIT,1211.9781
1947-01-30,1947,PRO,1291.0675
1947-01-30,1947,STB,1342.0918
1947-01-31,1947,TRH,1225.045
1947-01-31,1947,WSC,1446.1398
1947-02-01,1947,CLR,1311.7612
1947-02-01,1947,NYK,1278.0945
1947-02-01,1947,PHW,1354.579
1947-02-01,1947,PIT,1205.5123
1947-02-01,1947,PRO,1297.5333
1947-02-01,1947,STB,1352.7769
1947-02-02,1947,CHS,1366.5396
1947-02-02,1947,CLR,1294.464
1947-02-02,1947,DTF,1239.0707
1947-02-02,1947,NYK,1274.2264
1947-02-02,1947,TRH,1220.4349
1947-02-02,1947,WSC,1463.437
1947-02-03,1947,BOS,1224.339
1947-02-03,1947,PHW,1361.6659
1947-02-03,1947,PIT,1213.8152
1947-02-03,1947,STB,1344.474
1947-02-04,1947,PHW,1365.8291
1947-02-04,1947,PRO,1293.3701
1947-02-05,1947,DTF,1228.9501
1947-02-05,1947,NYK,1252.9094
1947-02-05,1947,PIT,1206.1873
1947-02-05,1947,STB,1365.791
1947-02-05,1947,TRH,1228.0629
1947-02-05,1947,WSC,1473.5576
1947-02-06,1947,BOS,1227.3872
1947-02-06,1947,CHS,1372.1686
1947-02-06,1947,NYK,1249.8612
1947-02-06,1947,PHW,1371.0201
1947-02-06,1947,PIT,1200.5582
1947-02-06,1947,PRO,1283.3506
1947-02-06,1947,STB,1375.8105
1947-02-06,1947,TRH,1222.8718
1947-02-08,1947,DTF,1233.483
1947-02-08,1947,NYK,1260.5216
1947-02-08,1947,PHW,1361.7233
1947-02-08,1947,PIT,1196.0253
1947-02-08,1947,PRO,1292.6475
1947-02-08,1947,STB,1370.1735
1947-02-08,1947,TRH,1212.2114
1947-02-08,1947,WSC,1479.1947
1947-02-09,1947,CHS,1387.7949
1947-02-09,1947,CLR,1282.8903
1947-02-09,1947,DTF,1245.0568
1947-02-09,1947,WSC,1463.5684
1947-02-10,1947,PIT,1208.9556
1947-02-10,1947,WSC,1450.6381
1947-02-11,1947,CLR,1289.6622
1947-02-11,1947,PHW,1371.4485
1947-02-11,1947,PRO,1285.8755
1947-02-11,1947,STB,1360.4482
1947-02-12,1947,CHS,1399.3475
1947-02-12,1947,DTF,1258.058
1947-02-12,1947,NYK,1269.0665
1947-02-12,1947,PIT,1197.403
1947-02-12,1947,PRO,1272.8743
1947-02-12,1947,WSC,1442.0931
1947-02-13,1947,BOS,1239.058
1947-02-13,1947,CHS,1401.0946
1947-02-13,1947,CLR,1284.1017
1947-02-13,1947,PHW,1377.009
1947-02-13,1947,PRO,1271.1272
1947-02-13,1947,STB,1348.7775
1947-02-14,1947,PIT,1190.5342
1947-02-14,1947,TRH,1219.0802
1947-02-15,1947,CLR,1294.3878
1947-02-15,1947,NYK,1258.7804
1947-02-15,1947,PHW,1371.8971
1947-02-15,1947,PIT,1185.7968
1947-02-15,1947,PRO,1275.8646
1947-02-15,1947,WSC,1447.2051
1947-02-16,1947,BOS,1236.5378
1947-02-16,1947,CHS,1403.6147
1947-02-16,1947,CLR,1300.1989
1947-02-16,1947,DTF,1245.4514
1947-02-16,1947,NYK,1271.387
1947-02-16,1947,PHW,1366.0861
1947-02-16,1947,STB,1353.776
1947-02-16,1947,TRH,1214.0817
1947-02-17,1947,DTF,1240.0331
1947-02-17,1947,PIT,1191.2151
1947-02-18,1947,BOS,1231.0762
1947-02-18,1947,CLR,1305.6605
1947-02-18,1947,STB,1343.3323
1947-02-18,1947,TRH,1224.5254
1947-02-19,1947,BOS,1242.1201
1947-02-19,1947,DTF,1228.9891
1947-02-19,1947,NYK,1259.8351
1947-02-19,1947,PRO,1287.4165
1947-02-19,1947,TRH,1222.2985
1947-02-19,1947,WSC,1449.432
1947-02-20,1947,CHS,1393.3439
1947-02-20,1947,DTF,1239.26
1947-02-20,1947,PHW,1369.3383
1947-02-20,1947,PIT,1187.9629
1947-02-20,1947,PRO,1280.2942
1947-02-20,1947,WSC,1456.5543
1947-02-21,1947,BOS,1236.5012
1947-02-21,1947,CHS,1387.5441
1947-02-21,1947,NYK,1269.7465
1947-02-21,1947,PIT,1178.0515
1947-02-21,1947,STB,1349.1321
1947-02-21,1947,TRH,1227.9174
1947-02-22,1947,CLR,1298.9054
1947-02-22,1947,PIT,1174.4745
1947-02-22,1947,PRO,1287.0493
1947-02-22,1947,WSC,1460.1313
1947-02-23,1947,BOS,1222.6729
1947-02-23,1947,CHS,1392.4084
1947-02-23,1947,CLR,1291.7598
1947-02-23,1947,DTF,1245.4276
1947-02-23,1947,NYK,1264.8821
1947-02-23,1947,PHW,1364.2163
1947-02-23,1947,PRO,1300.8777
1947-02-23,1947,STB,1354.254
1947-02-23,1947,TRH,1221.7498
1947-02-23,1947,WSC,1467.277
1947-02-24,1947,BOS,1219.1423
1947-02-24,1947,PHW,1367.5853
1947-02-24,1947,PIT,1171.1055
1947-02-24,1947,WSC,1470.8075
1947-02-25,1947,CLR,1273.0569
1947-02-25,1947,PRO,1284.1725
1947-02-25,1947,STB,1372.9569
1947-02-25,1947,TRH,1238.455
1947-02-26,1947,CHS,1397.6844
1947-02-26,1947,CLR,1289.8831
1947-02-26,1947,DTF,1240.1516
1947-02-26,1947,NYK,1252.7924
1947-02-26,1947,PHW,1374.6681
1947-02-26,1947,PIT,1154.2793
1947-02-26,1947,STB,1365.8741
1947-02-26,1947,WSC,1482.8972
1947-02-27,1947,NYK,1266.6016
1947-02-27,1947,PRO,1270.3633
1947-02-28,1947,BOS,1226.672
1947-02-28,1947,CLR,1282.3534
1947-02-28,1947,PHW,1364.3468
1947-02-28,1947,TRH,1248.7762
1947-03-01,1947,BOS,1223.4663
1947-03-01,1947,DTF,1235.6567
1947-03-01,1947,NYK,1274.8856
1947-03-01,1947,PRO,1274.8582
1947-03-01,1947,TRH,1240.4922
1947-03-01,1947,WSC,1486.1029
1947-03-02,1947,CHS,1404.3984
1947-03-02,1947,CLR,1287.5792
1947-03-02,1947,PHW,1359.121
1947-03-02,1947,STB,1359.1602
1947-03-03,1947,CHS,1407.3579
1947-03-03,1947,PHW,1363.0291
1947-03-03,1947,PIT,1151.3198
1947-03-03,1947,PRO,1273.0466
1947-03-03,1947,STB,1360.9717
1947-03-03,1947,TRH,1236.5841
1947-03-04,1947,CLR,1292.4088
1947-03-04,1947,PRO,1268.217
1947-03-05,1947,DTF,1231.4539
1947-03-05,1947,PIT,1145.4227
1947-03-05,1947,TRH,1242.4812
1947-03-05,1947,WSC,1490.3058
1947-03-06,1947,BOS,1230.1863
1947-03-06,1947,CHS,1408.052
1947-03-06,1947,DTF,1224.7339
1947-03-06,1947,NYK,1283.3843
1947-03-06,1947,PHW,1354.5304
1947-03-06,1947,PIT,1144.7286
1947-03-07,1947,TRH,1234.9574
1947-03-07,1947,WSC,1497.8296
1947-03-08,1947,BOS,1233.4753
1947-03-08,1947,CHS,1414.6996
1947-03-08,1947,DTF,1221.8929
1947-03-08,1947,NYK,1286.2252
1947-03-08,1947,PRO,1261.5695
1947-03-08,1947,STB,1359.5875
1947-03-08,1947,TRH,1231.6683
1947-03-08,1947,WSC,1499.2137
1947-03-09,1947,CHS,1434.3163
1947-03-09,1947,CLR,1272.7921
1947-03-10,1947,BOS,1214.7625
1947-03-10,1947,PRO,1280.2823
1947-03-11,1947,CLR,1275.5651
1947-03-11,1947,PHW,1349.8231
1947-03-11,1947,PIT,1141.9557
1947-03-11,1947,STB,1349.5562
1947-03-11,1947,TRH,1241.6997
1947-03-11,1947,WSC,1503.921
1947-03-12,1947,BOS,1223.4777
1947-03-12,1947,CLR,1286.2437
1947-03-12,1947,DTF,1211.2144
1947-03-12,1947,TRH,1232.9845
1947-03-13,1947,BOS,1216.7397
1947-03-13,1947,CHS,1417.9938
1947-03-13,1947,NYK,1291.7233
1947-03-13,1947,PHW,1356.561
1947-03-13,1947,PRO,1284.7959
1947-03-13,1947,STB,1344.0581
1947-03-13,1947,TRH,1228.4709
1947-03-13,1947,WSC,1520.2435
1947-03-14,1947,CHS,1420.7969
1947-03-14,1947,PHW,1353.7579
1947-03-15,1947,NYK,1288.9275
1947-03-15,1947,PRO,1290.2058
1947-03-15,1947,STB,1338.6482
1947-03-15,1947,WSC,1523.0393
1947-03-16,1947,CLR,1270.1802
1947-03-16,1947,DTF,1204.6473
1947-03-16,1947,NYK,1304.991
1947-03-16,1947,PHW,1360.325
1947-03-18,1947,BOS,1205.2825
1947-03-18,1947,CLR,1281.6375
1947-03-18,1947,DTF,1196.0957
1947-03-18,1947,PIT,1155.5035
1947-03-18,1947,STB,1347.1998
1947-03-18,1947,TRH,1214.9231
1947-03-19,1947,CHS,1403.7662
1947-03-19,1947,NYK,1322.0216
1947-03-19,1947,PIT,1142.2495
1947-03-19,1947,PRO,1289.3866
1947-03-19,1947,STB,1360.4539
1947-03-19,1947,WSC,1523.8585
1947-03-20,1947,CLR,1278.0375
1947-03-20,1947,DTF,1194.6653
1947-03-20,1947,NYK,1319.3185
1947-03-20,1947,PHW,1361.7554
1947-03-20,1947,PRO,1292.9866
1947-03-20,1947,STB,1363.157
1947-03-21,1947,CHS,1413.6068
1947-03-21,1947,TRH,1205.0825
1947-03-22,1947,CHS,1394.5332
1947-03-22,1947,CLR,1297.1111
1947-03-22,1947,DTF,1203.2419
1947-03-22,1947,NYK,1335.1791
1947-03-22,1947,PHW,1380.6956
1947-03-22,1947,PIT,1133.6729
1947-03-22,1947,PRO,1274.0464
1947-03-22,1947,WSC,1507.9979
1947-03-23,1947,CLR,1300.4148
1947-03-23,1947,DTF,1199.9382
1947-03-23,1947,STB,1368.1692
1947-03-23,1947,TRH,1200.0703
1947-03-24,1947,BOS,1197.5885
1947-03-24,1947,CHS,1402.2272
1947-03-24,1947,NYK,1343.6949
1947-03-24,1947,PIT,1125.157
1947-03-25,1947,BOS,1193.8811
1947-03-25,1947,CLR,1304.1222
1947-03-26,1947,BOS,1207.5765
1947-03-26,1947,CHS,1393.8607
1947-03-26,1947,DTF,1195.104
1947-03-26,1947,NYK,1347.7479
1947-03-26,1947,PIT,1111.4615
1947-03-26,1947,PRO,1269.9934
1947-03-26,1947,STB,1373.0034
1947-03-26,1947,WSC,1516.3644
1947-03-27,1947,CHS,1387.9205
1947-03-27,1947,PHW,1386.6357
1947-03-28,1947,NYK,1335.4875
1947-03-28,1947,TRH,1212.3307
1947-03-29,1947,BOS,1205.7163
1947-03-29,1947,CHS,1381.1733
1947-03-29,1947,CLR,1301.7612
1947-03-29,1947,DTF,1199.1213
1947-03-29,1947,PRO,1276.7406
1947-03-29,1947,STB,1374.8636
1947-03-29,1947,TRH,1208.3134
1947-03-29,1947,WSC,1518.7253
1947-03-30,1947,BOS,1218.3289
1947-03-30,1947,CLR,1289.1487
1947-03-30,1947,NYK,1332.156
1947-03-30,1947,PHW,1389.9673
1947-03-31,1947,CHS,1386.6256
1947-03-31,1947,STB,1369.4114
1947-04-02,1947,CHS,1413.9667
1947-04-02,1947,CLR,1304.9407
1947-04-02,1947,NYK,1316.364
1947-04-02,1947,PHW,1394.2438
1947-04-02,1947,STB,1365.1349
1947-04-02,1947,WSC,1491.3843
1947-04-03,1947,CHS,1438.0586
1947-04-03,1947,WSC,1467.2924
1947-04-05,1947,CLR,1297.5703
1947-04-05,1947,NYK,1323.7344
1947-04-05,1947,PHW,1381.0083
1947-04-05,1947,STB,1378.3704
1947-04-06,1947,PHW,1400.4183
1947-04-06,1947,STB,1358.9603
1947-04-08,1947,CHS,1446.8588
1947-04-08,1947,WSC,1458.4922
1947-04-09,1947,CLR,1287.1998
1947-04-09,1947,NYK,1334.1049
1947-04-10,1947,CHS,1441.5352
1947-04-10,1947,WSC,1463.8158
1947-04-12,1947,CHS,1426.3973
1947-04-12,1947,NYK,1328.4071
1947-04-12,1947,PHW,1406.1161
1947-04-12,1947,WSC,1478.9536
1947-04-13,1947,CHS,1432.2572
1947-04-13,1947,WSC,1473.0938
1947-04-14,1947,NYK,1311.2809
1947-04-14,1947,PHW,1423.2423
1947-04-16,1947,CHS,1423.7603
1947-04-16,1947,PHW,1431.7393
1947-04-17,1947,CHS,1416.6769
1947-04-17,1947,PHW,1438.8226
1947-04-19,1947,CHS,1409.4009
1947-04-19,1947,PHW,1446.0986
1947-04-20,1947,CHS,1412.5547
1947-04-20,1947,PHW,1442.9448
1947-04-22,1947,CHS,1409.3076
1947-04-22,1947,PHW,1446.1919
1947-11-12,1948,BLB,1414.4618
1947-11-12,1948,WSC,1485.6085
1947-11-13,1948,BLB,1418.4851
1947-11-13,1948,BOS,1285.9733
1947-11-13,1948,CHS,1439.0546
