offense_team,defense_team,yards_gained,yards_net,yards_to_go,down,quarter,first_down,interception,fumble,pass,pass_complete,poss_team_score,def_team_score,yards_to_touchdown,drive,pass_location,run_location,passer,rusher,receiver
TEN,CLE,0,60,8,2,4,0,0,0,1,0,7,20,17,20,right,,M.Mariota,,B.Sankey
TEN,CLE,0,60,10,1,4,0,0,0,1,0,7,20,17,20,left,,M.Mariota,,B.Sankey
TEN,CLE,4,64,10,2,4,0,0,0,0,0,7,20,17,20,,right,,B.Sankey,
TEN,CLE,0,64,6,3,4,0,0,0,1,0,7,20,13,20,left,,M.Mariota,,H.Douglas
TEN,CLE,13,77,6,4,4,0,0,0,1,1,13,20,13,20,middle,,M.Mariota,,D.Green
CLE,TEN,15,15,10,1,4,1,0,0,0,0,20,14,80,21,,right,,I.Crowell,
CLE,TEN,6,21,10,1,4,0,0,0,0,0,20,14,65,21,,left,,I.Crowell,
CLE,TEN,3,24,4,2,4,0,0,0,0,0,20,14,59,21,,left,,D.Johnson,
CLE,TEN,2,26,1,3,4,1,0,0,0,0,20,14,56,21,,left,,D.Johnson,
CLE,TEN,2,28,10,1,4,0,0,0,0,0,20,14,54,21,,right,,I.Crowell,
CLE,TEN,2,30,8,2,4,0,0,0,0,0,20,14,52,21,,left,,I.Crowell,
CLE,TEN,50,80,6,3,4,0,0,0,1,1,26,14,50,21,left,,J.Manziel,,T.Benjamin
TEN,CLE,0,0,10,1,4,0,0,0,1,0,14,27,80,22,right,,M.Mariota,,H.Douglas
TEN,CLE,20,20,10,2,4,1,0,0,1,1,14,27,80,22,left,,M.Mariota,,J.Hunter
TEN,CLE,0,20,10,1,4,0,0,0,1,0,14,27,60,22,right,,M.Mariota,,H.Douglas
TEN,CLE,0,20,10,2,4,0,0,0,1,0,14,27,60,22,right,,M.Mariota,,K.Wright
TEN,CLE,14,34,10,3,4,0,0,0,1,1,14,27,60,22,middle,,M.Mariota,,J.Hunter
TEN,CLE,0,34,10,1,4,0,0,0,1,0,14,27,46,22,left,,M.Mariota,,H.Douglas
TEN,CLE,11,45,10,2,4,1,0,0,1,1,14,27,46,22,middle,,M.Mariota,,C.Coffman
TEN,CLE,16,57,18,2,4,0,0,0,1,1,14,27,43,22,middle,,M.Mariota,,C.Coffman
TEN,CLE,0,53,2,3,4,0,0,0,1,0,14,27,27,22,left,,M.Mariota,,H.Douglas
TEN,CLE,8,61,2,4,4,1,0,0,1,1,14,27,27,22,left,,M.Mariota,,A.Fasano
ATL,NYG,2,2,10,1,1,0,0,0,1,1,0,0,84,1,right,,M.Ryan,,J.Jones
ATL,NYG,0,2,8,2,1,0,0,0,1,0,0,0,82,1,middle,,M.Ryan,,R.White
ATL,NYG,8,10,8,3,1,1,0,0,1,1,0,0,82,1,left,,M.Ryan,,J.Tamme
ATL,NYG,4,14,10,1,1,0,0,0,1,1,0,0,74,1,right,,M.Ryan,,J.Jones
ATL,NYG,3,17,6,2,1,0,0,0,0,0,0,0,70,1,,right,,T.Coleman,
ATL,NYG,9,26,3,3,1,1,0,0,1,1,0,0,67,1,left,,M.Ryan,,J.Jones
ATL,NYG,0,26,10,1,1,0,0,0,0,0,0,0,58,1,,right,,T.Coleman,
ATL,NYG,10,36,10,2,1,1,0,0,1,1,0,0,58,1,right,,M.Ryan,,L.Hankerson
ATL,NYG,0,36,10,1,1,0,0,0,1,0,0,0,48,1,middle,,M.Ryan,,J.Tamme
ATL,NYG,4,40,10,2,1,0,0,0,1,1,0,0,48,1,left,,M.Ryan,,J.Jones
ATL,NYG,0,40,6,3,1,0,0,0,1,0,0,0,44,1,left,,M.Ryan,,D.Freeman
NYG,ATL,6,6,10,1,1,0,0,0,0,0,0,0,80,2,,right,,R.Jennings,
NYG,ATL,7,13,4,2,1,1,0,0,1,1,0,0,74,2,left,,E.Manning,,O.Beckham
NYG,ATL,5,18,10,1,1,0,0,0,0,0,0,0,67,2,,middle,,R.Jennings,
NYG,ATL,-4,14,5,2,1,0,0,0,0,0,0,0,62,2,,left,,R.Jennings,
NYG,ATL,10,24,9,3,1,1,0,0,1,1,0,0,66,2,left,,E.Manning,,O.Beckham
NYG,ATL,-2,22,10,1,1,0,0,0,0,0,0,0,56,2,,right,,S.Vereen,
NYG,ATL,2,24,12,2,1,0,0,0,1,1,0,0,58,2,right,,E.Manning,,S.Vereen
NYG,ATL,0,24,10,3,1,0,0,0,1,0,0,0,56,2,middle,,E.Manning,,J.Cunningham
ATL,NYG,0,0,10,1,1,0,0,0,1,0,0,0,86,3,left,,M.Ryan,,L.Toilolo
ATL,NYG,9,86,10,2,1,0,0,0,0,0,0,0,86,3,,right,,T.Coleman,
ATL,NYG,6,86,1,3,1,1,0,0,0,0,0,0,77,3,,left,,T.Coleman,
ATL,NYG,12,27,10,1,1,1,0,0,1,1,0,0,71,3,left,,M.Ryan,,J.Jones
ATL,NYG,19,46,10,1,1,1,0,0,1,1,0,0,59,3,middle,,M.Ryan,,P.DiMarco
ATL,NYG,13,59,10,1,1,1,0,0,1,1,0,0,40,3,right,,M.Ryan,,J.Jones
ATL,NYG,0,59,10,1,1,0,0,0,1,0,0,0,27,3,left,,M.Ryan,,L.Hankerson
ATL,NYG,0,59,10,2,1,0,0,0,1,0,0,0,27,3,middle,,M.Ryan,,L.Hankerson
ATL,NYG,13,72,10,3,1,1,0,0,1,1,0,0,27,3,right,,M.Ryan,,J.Tamme
ATL,NYG,2,74,10,1,1,0,0,0,0,0,0,0,14,3,,right,,T.Coleman,
ATL,NYG,0,74,8,2,1,0,0,0,1,0,0,0,12,3,left,,M.Ryan,,T.Coleman
ATL,NYG,12,85,8,3,1,1,0,0,1,1,0,0,12,3,middle,,M.Ryan,,L.Hankerson
ATL,NYG,1,86,1,1,1,0,0,0,0,0,6,0,1,3,,left,,T.Coleman,
NYG,ATL,1,1,10,1,1,0,0,0,0,0,0,7,65,4,,left,,R.Jennings,
NYG,ATL,0,1,9,2,2,0,0,0,1,0,0,7,64,4,left,,E.Manning,,O.Beckham
NYG,ATL,10,11,9,3,2,1,0,0,1,1,0,7,64,4,left,,E.Manning,,O.Beckham
NYG,ATL,2,13,10,1,2,0,0,0,0,0,0,7,54,4,,right,,A.Williams,
NYG,ATL,3,16,8,2,2,0,0,0,0,0,0,7,52,4,,middle,,A.Williams,
NYG,ATL,26,42,5,3,2,1,0,0,1,1,0,7,49,4,left,,E.Manning,,O.Beckham
NYG,ATL,-6,45,10,1,2,0,0,0,0,0,0,7,23,4,,right,,S.Vereen,
NYG,ATL,9,45,16,2,2,0,0,0,1,1,0,7,29,4,left,,E.Manning,,S.Vereen
NYG,ATL,5,50,7,3,2,0,0,0,0,0,0,7,20,4,,middle,,E.Manning,
ATL,NYG,0,0,10,1,2,0,0,0,0,0,7,3,80,5,,left,,T.Coleman,
ATL,NYG,9,9,10,2,2,0,0,0,1,1,7,3,80,5,middle,,M.Ryan,,L.Hankerson
ATL,NYG,6,15,1,3,2,1,0,0,1,1,7,3,71,5,left,,M.Ryan,,D.Freeman
ATL,NYG,15,30,10,1,2,1,0,0,1,1,7,3,65,5,left,,M.Ryan,,J.Tamme
ATL,NYG,7,37,10,1,2,0,0,0,0,0,7,3,50,5,,right,,D.Freeman,
ATL,NYG,0,37,3,2,2,0,0,0,0,0,7,3,43,5,,left,,D.Freeman,
ATL,NYG,11,53,10,1,2,1,0,0,0,0,7,3,38,5,,middle,,T.Coleman,
ATL,NYG,0,53,10,1,2,0,0,0,0,0,7,3,27,5,,right,,T.Coleman,
ATL,NYG,3,56,10,2,2,0,0,0,1,1,7,3,27,5,left,,M.Ryan,,J.Jones
ATL,NYG,0,56,7,3,2,0,0,0,1,0,7,3,24,5,middle,,M.Ryan,,J.Jones
NYG,ATL,0,0,10,1,2,0,0,0,1,0,3,10,80,6,right,,E.Manning,,O.Beckham
NYG,ATL,5,5,10,2,2,0,0,0,1,1,3,10,80,6,right,,E.Manning,,P.Parker
NYG,ATL,8,13,5,3,2,1,0,0,1,1,3,10,75,6,right,,E.Manning,,S.Vereen
NYG,ATL,67,80,10,1,2,0,0,0,1,1,9,10,67,6,left,,E.Manning,,O.Beckham
ATL,NYG,6,6,10,1,2,0,0,0,1,1,10,10,80,7,right,,M.Ryan,,D.Freeman
ATL,NYG,0,6,4,2,2,0,0,0,1,0,10,10,74,7,left,,M.Ryan,,D.Freeman
ATL,NYG,0,6,4,3,2,0,0,0,1,0,10,10,74,7,middle,,M.Ryan,,L.Hankerson
NYG,ATL,2,2,10,1,2,0,0,0,0,0,10,10,75,8,,middle,,S.Vereen,
NYG,ATL,1,3,8,2,2,0,0,0,1,1,10,10,73,8,left,,E.Manning,,S.Vereen
NYG,ATL,19,22,7,3,2,1,0,0,1,1,10,10,72,8,left,,E.Manning,,O.Beckham
NYG,ATL,0,22,10,1,2,0,0,0,1,0,10,10,53,8,left,,E.Manning,,O.Beckham
NYG,ATL,0,22,10,2,2,0,0,0,1,0,10,10,53,8,right,,E.Manning,,P.Parker
NYG,ATL,3,25,10,3,2,0,0,0,1,1,10,10,53,8,left,,E.Manning,,S.Vereen
ATL,NYG,0,0,10,1,2,0,0,0,1,0,10,10,89,9,left,,M.Ryan,,L.Hankerson
ATL,NYG,2,2,10,2,2,0,0,0,1,1,10,10,89,9,left,,M.Ryan,,J.Jones
ATL,NYG,0,2,8,3,2,0,0,0,1,0,10,10,87,9,right,,M.Ryan,,L.Hankerson
NYG,ATL,6,6,10,1,2,0,0,0,1,1,10,10,56,10,right,,E.Manning,,S.Vereen
NYG,ATL,6,12,4,2,2,0,0,0,1,1,10,10,50,10,middle,,E.Manning,,L.Donnell
NYG,ATL,0,12,10,1,2,0,0,0,1,0,10,10,44,10,left,,E.Manning,,O.Beckham
NYG,ATL,10,30,10,2,2,1,0,0,1,1,10,10,44,10,middle,,E.Manning,,S.Vereen
NYG,ATL,18,30,10,1,2,0,0,0,0,0,10,10,34,10,,middle,,E.Manning,
NYG,ATL,0,69,10,1,3,0,0,0,0,0,13,10,69,12,,right,,R.Jennings,
NYG,ATL,9,9,10,2,3,0,0,0,1,1,13,10,69,12,right,,E.Manning,,R.Jennings
NYG,ATL,2,11,1,3,3,1,0,0,0,0,13,10,60,12,,middle,,R.Jennings,
NYG,ATL,-2,9,10,1,3,0,0,0,0,0,13,10,58,12,,left,,R.Jennings,
NYG,ATL,7,16,12,2,3,0,0,0,1,1,13,10,60,12,left,,E.Manning,,O.Beckham
NYG,ATL,37,53,5,3,3,1,0,0,1,1,13,10,53,12,middle,,E.Manning,,S.Vereen
NYG,ATL,6,59,10,1,3,0,0,0,1,1,13,10,16,12,left,,E.Manning,,P.Parker
NYG,ATL,0,59,4,2,3,0,0,0,1,0,13,10,10,12,middle,,E.Manning,,L.Donnell
NYG,ATL,10,69,4,3,3,0,0,0,1,1,19,10,10,12,middle,,E.Manning,,L.Donnell
ATL,NYG,0,0,10,1,3,0,0,0,0,0,10,20,80,13,,right,,D.Freeman,
ATL,NYG,9,3,16,3,3,0,0,0,1,1,10,20,86,13,middle,,M.Ryan,,T.Ward
NYG,ATL,35,35,10,1,3,1,0,0,0,0,20,10,66,14,,middle,,A.Williams,
NYG,ATL,3,38,10,1,3,0,0,0,1,1,20,10,31,14,right,,E.Manning,,J.Cunningham
NYG,ATL,0,38,7,2,3,0,0,0,0,0,20,10,28,14,,right,,A.Williams,
NYG,ATL,12,50,7,3,3,1,0,0,0,0,20,10,28,14,,left,,S.Vereen,
NYG,ATL,2,52,10,1,3,0,0,0,0,0,20,10,16,14,,left,,A.Williams,
NYG,ATL,6,58,8,2,3,0,0,0,1,1,20,10,14,14,right,,E.Manning,,P.Parker
ATL,NYG,41,41,10,1,3,1,0,0,1,1,10,20,91,15,right,,M.Ryan,,J.Tamme
ATL,NYG,1,42,10,1,3,0,0,0,0,0,10,20,50,15,,left,,D.Freeman,
ATL,NYG,3,45,9,2,3,0,0,0,0,0,10,20,49,15,,right,,D.Freeman,
ATL,NYG,10,55,6,3,3,1,0,0,1,1,10,20,46,15,middle,,M.Ryan,,J.Jones
ATL,NYG,3,58,10,1,3,0,0,0,0,0,10,20,36,15,,left,,D.Freeman,
ATL,NYG,12,70,7,2,3,1,0,0,1,1,10,20,33,15,left,,M.Ryan,,N.Williams
ATL,NYG,4,74,10,1,3,0,0,0,0,0,10,20,21,15,,right,,D.Freeman,
ATL,NYG,5,79,6,2,4,0,0,0,0,0,10,20,17,15,,right,,D.Freeman,
ATL,NYG,1,80,1,3,4,1,0,0,0,0,10,20,12,15,,middle,,D.Freeman,
ATL,NYG,11,81,20,1,4,0,0,0,1,1,10,20,21,15,right,,M.Ryan,,D.Freeman
ATL,NYG,0,81,9,2,4,0,0,0,1,0,10,20,10,15,right,,M.Ryan,,J.Jones
ATL,NYG,10,91,9,3,4,0,0,0,1,1,16,20,10,15,left,,M.Ryan,,L.Hankerson
NYG,ATL,10,10,10,1,4,1,0,0,1,1,20,17,80,16,right,,E.Manning,,L.Donnell
NYG,ATL,0,10,10,1,4,0,0,0,1,0,20,17,70,16,left,,E.Manning,,R.Randle
NYG,ATL,5,15,10,2,4,0,0,0,1,1,20,17,70,16,left,,E.Manning,,R.Randle
NYG,ATL,2,41,10,1,4,0,0,0,0,0,20,17,59,16,,middle,,S.Vereen,
NYG,ATL,11,34,8,2,4,1,0,0,0,0,20,17,57,16,,middle,,S.Vereen,
NYG,ATL,3,37,10,1,4,0,0,0,1,1,20,17,46,16,middle,,E.Manning,,R.Jennings
NYG,ATL,5,42,7,2,4,0,0,0,0,0,20,17,43,16,,left,,R.Jennings,
NYG,ATL,-1,41,2,3,4,0,0,0,0,0,20,17,38,16,,middle,,R.Jennings,
ATL,NYG,18,18,10,1,4,1,0,0,1,1,17,20,98,17,middle,,M.Ryan,,J.Jones
ATL,NYG,0,18,10,1,4,0,0,0,0,0,17,20,80,17,,right,,D.Freeman,
ATL,NYG,0,18,10,2,4,0,0,0,1,0,17,20,80,17,middle,,M.Ryan,,D.Freeman
ATL,NYG,20,38,10,3,4,1,0,0,1,1,17,20,80,17,middle,,M.Ryan,,L.Hankerson
ATL,NYG,17,44,21,2,4,0,0,0,1,1,17,20,71,17,middle,,M.Ryan,,J.Jones
ATL,NYG,0,44,4,3,4,0,0,0,1,0,17,20,54,17,middle,,M.Ryan,,J.Tamme
NYG,ATL,1,1,10,1,4,0,0,0,0,0,20,17,64,18,,left,,A.Williams,
NYG,ATL,2,3,9,2,4,0,0,0,1,1,20,17,63,18,left,,E.Manning,,L.Donnell
NYG,ATL,5,3,12,3,4,0,0,0,1,1,20,17,66,18,right,,E.Manning,,G.Davis
ATL,NYG,11,11,10,1,4,1,0,0,1,1,17,20,70,19,middle,,M.Ryan,,D.Freeman
ATL,NYG,4,15,10,1,4,0,0,0,1,1,17,20,59,19,middle,,M.Ryan,,J.Jones
ATL,NYG,0,15,6,2,4,0,0,0,1,0,17,20,55,19,right,,M.Ryan,,D.Freeman
ATL,NYG,17,32,6,3,4,0,0,0,1,1,17,20,55,19,right,,M.Ryan,,L.Hankerson
ATL,NYG,38,69,10,1,4,1,0,0,1,1,17,20,38,19,left,,M.Ryan,,J.Jones
ATL,NYG,-1,68,1,1,4,0,0,0,0,0,17,20,1,19,,left,,D.Freeman,
ATL,NYG,2,70,2,2,4,0,0,0,0,0,23,20,2,19,,left,,D.Freeman,
NYG,ATL,0,0,10,1,4,0,0,0,1,0,20,24,80,20,left,,E.Manning,,O.Beckham
NYG,ATL,0,30,10,1,4,0,0,0,1,0,20,24,50,20,left,,E.Manning,,L.Donnell
NYG,ATL,0,30,10,2,4,0,0,0,1,0,20,24,50,20,left,,E.Manning,,J.Cunningham
NYG,ATL,0,30,10,3,4,0,0,0,1,0,20,24,50,20,left,,E.Manning,,P.Parker
NYG,ATL,0,30,10,4,4,1,0,0,1,0,20,24,50,20,left,,E.Manning,,P.Parker
STL,WAS,12,12,10,1,1,1,0,0,1,1,0,0,80,1,right,,N.Foles,,J.Cook
STL,WAS,4,16,10,1,1,0,0,0,0,0,0,0,68,1,,right,,T.Mason,
STL,WAS,1,17,6,2,1,0,0,0,0,0,0,0,64,1,,left,,T.Mason,
WAS,STL,21,21,10,1,1,1,0,0,1,1,0,0,72,2,middle,,K.Cousins,,J.Reed
WAS,STL,-1,20,10,1,1,0,0,0,0,0,0,0,51,2,,middle,,A.Morris,
WAS,STL,9,29,11,2,1,0,0,0,1,1,0,0,52,2,middle,,K.Cousins,,A.Morris
STL,WAS,15,15,10,1,1,1,0,0,1,1,0,0,89,3,right,,N.Foles,,L.Kendricks
STL,WAS,0,15,10,1,1,0,0,0,1,0,0,0,74,3,middle,,N.Foles,,T.Mason
STL,WAS,0,15,10,2,1,0,0,0,1,0,0,0,74,3,right,,N.Foles,,B.Cunningham
STL,WAS,0,15,10,3,1,0,0,0,1,0,0,0,74,3,right,,N.Foles,,L.Kendricks
WAS,STL,35,35,10,1,1,1,0,0,0,0,0,0,72,4,,left,,A.Morris,
WAS,STL,-2,33,10,1,1,0,0,0,1,1,0,0,37,4,left,,K.Cousins,,M.Jones
WAS,STL,39,72,12,2,1,0,0,0,0,0,6,0,39,4,,left,,M.Jones,
STL,WAS,-1,-1,10,1,1,0,0,0,0,0,0,7,80,5,,right,,T.Mason,
STL,WAS,6,5,11,2,1,0,0,0,1,1,0,7,81,5,right,,N.Foles,,T.Austin
STL,WAS,0,5,5,3,1,0,0,0,1,0,0,7,75,5,left,,N.Foles,,T.Mason
WAS,STL,35,35,10,1,1,1,0,0,1,1,7,0,66,6,left,,K.Cousins,,R.Grant
WAS,STL,1,36,10,1,1,0,0,0,0,0,7,0,31,6,,right,,M.Jones,
WAS,STL,4,40,9,2,1,0,0,0,0,0,7,0,30,6,,left,,A.Morris,
WAS,STL,6,46,5,3,1,1,0,0,1,1,7,0,26,6,left,,K.Cousins,,P.Garcon
WAS,STL,0,38,20,1,1,0,0,0,1,0,7,0,30,6,left,,K.Cousins,,R.Grant
WAS,STL,1,37,20,2,1,0,0,0,0,0,7,0,30,6,,left,,A.Morris,
WAS,STL,1,38,19,3,1,0,0,0,1,1,7,0,29,6,middle,,K.Cousins,,P.Garcon
STL,WAS,3,3,10,1,1,0,0,0,0,0,0,10,80,7,,middle,,T.Austin,
STL,WAS,0,3,7,2,1,0,0,0,0,0,0,10,77,7,,left,,T.Mason,
STL,WAS,0,8,2,3,2,0,0,0,0,0,0,10,72,7,,left,,B.Cunningham,
WAS,STL,-2,2,10,1,2,0,0,0,0,0,10,0,81,8,,right,,M.Jones,
WAS,STL,4,2,12,2,2,0,0,0,1,1,10,0,83,8,left,,K.Cousins,,P.Garcon
WAS,STL,0,2,8,3,2,0,0,0,1,0,10,0,79,8,right,,K.Cousins,,R.Grant
STL,WAS,7,-3,20,1,2,0,0,0,1,1,0,10,74,9,middle,,N.Foles,,J.Cook
STL,WAS,0,-3,13,2,2,0,0,0,1,0,0,10,67,9,right,,N.Foles,,J.Cook
STL,WAS,2,-1,13,3,2,0,0,0,1,1,0,10,67,9,right,,N.Foles,,B.Cunningham
WAS,STL,3,3,10,1,2,0,0,0,1,1,10,0,82,10,right,,K.Cousins,,P.Garcon
WAS,STL,8,11,7,2,2,1,0,0,1,1,10,0,79,10,middle,,K.Cousins,,J.Reed
WAS,STL,2,13,10,1,2,0,0,0,0,0,10,0,71,10,,middle,,A.Morris,
WAS,STL,8,21,8,2,2,1,0,0,0,0,10,0,69,10,,left,,A.Morris,
WAS,STL,18,39,10,1,2,1,0,0,1,1,10,0,61,10,left,,K.Cousins,,M.Jones
WAS,STL,25,59,15,1,2,1,0,0,0,0,10,0,48,10,,right,,M.Jones,
WAS,STL,4,63,10,1,2,0,0,0,0,0,10,0,23,10,,right,,M.Jones,
WAS,STL,4,67,6,2,2,0,0,0,0,0,10,0,19,10,,left,,M.Jones,
WAS,STL,8,75,2,3,2,1,0,0,1,1,10,0,15,10,right,,K.Cousins,,R.Grant
WAS,STL,1,76,7,1,2,0,0,0,0,0,10,0,7,10,,left,,A.Morris,
WAS,STL,2,78,6,2,2,0,0,0,0,0,10,0,6,10,,left,,A.Morris,
WAS,STL,4,82,4,3,2,0,0,0,1,1,16,0,4,10,left,,K.Cousins,,P.Garcon
STL,WAS,10,10,10,1,2,1,0,0,0,0,0,17,80,11,,left,,T.Austin,
STL,WAS,0,10,10,1,2,0,0,0,1,0,0,17,70,11,middle,,N.Foles,,T.Austin
STL,WAS,3,13,10,2,2,0,0,0,1,1,0,17,70,11,right,,N.Foles,,T.Mason
STL,WAS,0,13,7,3,2,0,0,0,1,0,0,17,67,11,middle,,N.Foles,,J.Cook
WAS,STL,2,2,10,1,2,0,0,0,0,0,17,0,82,12,,right,,M.Jones,
WAS,STL,1,3,8,2,2,0,0,0,0,0,17,0,80,12,,right,,M.Jones,
WAS,STL,6,9,7,3,2,0,0,0,0,0,17,0,79,12,,left,,M.Jones,
STL,WAS,0,14,10,1,2,0,0,0,1,0,0,17,45,13,right,,N.Foles,,S.Bailey
STL,WAS,0,0,10,2,2,0,0,0,1,0,0,17,45,13,right,,N.Foles,,T.Austin
STL,WAS,14,14,10,3,2,0,0,0,1,1,0,17,45,13,left,,N.Foles,,J.Cook
WAS,STL,2,2,10,1,3,0,0,0,1,1,17,0,80,14,right,,K.Cousins,,R.Grant
WAS,STL,-2,0,8,2,3,0,0,0,0,0,17,0,78,14,,left,,A.Morris,
WAS,STL,0,-5,15,3,3,0,0,0,1,1,17,0,85,14,right,,K.Cousins,,A.Roberts
STL,WAS,16,16,10,1,3,1,0,0,0,0,0,17,68,15,,left,,T.Austin,
STL,WAS,13,29,10,1,3,1,0,0,0,0,0,17,52,15,,middle,,T.Mason,
STL,WAS,0,24,15,1,3,0,0,0,1,0,0,17,44,15,left,,N.Foles,,K.Britt
STL,WAS,1,25,15,2,3,0,0,0,1,1,0,17,44,15,right,,N.Foles,,T.Mason
STL,WAS,9,34,14,3,3,0,0,0,1,1,0,17,43,15,right,,N.Foles,,B.Cunningham
WAS,STL,0,0,10,1,3,0,0,0,1,0,17,3,80,16,left,,K.Cousins,,R.Grant
WAS,STL,7,7,10,2,3,0,0,0,1,1,17,3,80,16,right,,K.Cousins,,J.Crowder
WAS,STL,11,18,3,3,3,1,0,0,1,1,17,3,73,16,right,,K.Cousins,,J.Reed
WAS,STL,3,21,10,1,3,0,0,0,0,0,17,3,62,16,,left,,M.Jones,
WAS,STL,4,25,7,2,3,1,0,1,0,0,17,3,59,16,,left,,M.Jones,
STL,WAS,9,34,10,1,3,0,0,0,0,0,3,17,49,17,,left,,T.Mason,
STL,WAS,40,49,1,2,3,0,0,0,1,1,9,17,40,17,middle,,N.Foles,,K.Britt
WAS,STL,4,4,10,1,3,0,0,0,1,1,17,10,70,18,left,,K.Cousins,,A.Morris
WAS,STL,-2,1,6,2,3,0,0,0,0,0,17,10,66,18,,left,,A.Morris,
WAS,STL,0,2,8,3,3,0,0,0,1,0,17,10,68,18,left,,K.Cousins,,P.Garcon
STL,WAS,7,-8,30,2,3,0,0,0,1,1,10,17,81,19,middle,,N.Foles,,C.Givens
STL,WAS,9,1,23,3,3,0,0,0,1,1,10,17,74,19,middle,,N.Foles,,J.Cook
WAS,STL,5,5,10,1,3,0,0,0,1,1,17,10,91,20,left,,K.Cousins,,P.Garcon
WAS,STL,5,10,5,2,3,1,0,0,0,0,17,10,86,20,,left,,M.Jones,
WAS,STL,7,17,10,1,3,0,0,0,1,1,17,10,81,20,left,,K.Cousins,,M.Jones
WAS,STL,2,19,3,2,3,0,0,0,0,0,17,10,74,20,,left,,M.Jones,
WAS,STL,11,30,1,3,4,1,0,0,0,0,17,10,72,20,,left,,M.Jones,
WAS,STL,4,34,10,1,4,0,0,0,0,0,17,10,61,20,,left,,M.Jones,
WAS,STL,2,26,16,2,4,0,0,0,0,0,17,10,67,20,,right,,A.Morris,
WAS,STL,9,35,14,3,4,0,0,0,1,1,17,10,65,20,right,,K.Cousins,,J.Reed
STL,WAS,11,11,10,1,4,1,0,0,0,0,10,17,80,21,,right,,T.Austin,
STL,WAS,0,11,10,1,4,0,0,1,0,0,10,17,69,21,,right,,T.Mason,
STL,WAS,4,15,10,2,4,0,0,0,1,1,10,17,69,21,right,,N.Foles,,K.Britt
STL,WAS,1,16,6,3,4,0,0,0,0,0,10,17,65,21,,right,,N.Foles,
WAS,STL,1,1,10,1,4,0,0,0,0,0,17,10,77,22,,left,,A.Morris,
WAS,STL,10,12,8,3,4,1,0,0,1,1,17,10,75,22,middle,,K.Cousins,,C.Thompson
WAS,STL,1,13,10,1,4,0,0,0,0,0,17,10,65,22,,left,,M.Jones,
WAS,STL,4,17,9,2,4,0,0,0,1,1,17,10,64,22,left,,K.Cousins,,J.Reed
WAS,STL,29,64,5,3,4,1,0,0,1,1,17,10,60,22,middle,,K.Cousins,,J.Reed
WAS,STL,1,64,10,1,4,1,0,0,0,0,17,10,31,22,,left,,A.Morris,
WAS,STL,2,64,10,1,4,0,0,0,0,0,17,10,15,22,,right,,A.Morris,
WAS,STL,0,64,8,2,4,0,0,0,0,0,17,10,13,22,,left,,A.Morris,
WAS,STL,9,73,8,3,4,1,0,0,0,0,17,10,13,22,,left,,M.Jones,
WAS,STL,1,74,4,1,4,0,0,0,0,0,17,10,4,22,,left,,M.Jones,
WAS,STL,3,77,3,2,4,0,0,0,0,0,23,10,3,22,,left,,M.Jones,
STL,WAS,0,0,10,1,4,0,0,0,1,0,10,24,80,23,left,,N.Foles,,K.Britt
STL,WAS,6,6,10,2,4,0,0,0,1,1,10,24,80,23,right,,N.Foles,,B.Cunningham
STL,WAS,5,11,4,3,4,1,0,0,1,1,10,24,74,23,right,,N.Foles,,J.Cook
STL,WAS,10,21,10,1,4,0,0,0,1,1,10,24,69,23,middle,,N.Foles,,B.Cunningham
STL,WAS,0,21,10,1,4,0,0,0,1,0,10,24,59,23,middle,,N.Foles,,B.Cunningham
STL,WAS,0,21,10,2,4,0,0,0,1,0,10,24,59,23,right,,N.Foles,,S.Bailey
STL,WAS,0,21,10,3,4,0,0,0,1,0,10,24,59,23,right,,N.Foles,,T.Mason
STL,WAS,0,21,10,4,4,1,0,0,1,0,10,24,59,23,left,,N.Foles,,S.Bailey
WAS,STL,5,5,10,1,4,0,0,0,0,0,24,10,41,24,,middle,,A.Morris,
WAS,STL,2,7,5,2,4,0,0,0,0,0,24,10,36,24,,left,,A.Morris,
WAS,STL,-2,5,3,3,4,0,0,0,0,0,24,10,34,24,,right,,A.Morris,
JAC,MIA,2,2,10,1,1,0,0,0,0,0,0,0,82,1,,middle,,T.Yeldon,
JAC,MIA,9,11,8,2,1,1,0,0,1,1,0,0,80,1,left,,B.Bortles,,M.Lee
JAC,MIA,2,13,10,1,1,0,0,0,0,0,0,0,71,1,,middle,,T.Yeldon,
JAC,MIA,1,14,8,2,1,0,0,0,0,0,0,0,69,1,,middle,,T.Yeldon,
JAC,MIA,16,35,2,3,1,1,0,0,1,1,0,0,63,1,right,,B.Bortles,,A.Hurns
JAC,MIA,36,71,10,1,1,1,0,0,1,1,0,0,47,1,right,,B.Bortles,,A.Robinson
JAC,MIA,6,77,10,1,1,0,0,0,0,0,0,0,11,1,,left,,T.Yeldon,
JAC,MIA,5,81,4,2,1,1,0,0,0,0,0,0,5,1,,left,,T.Yeldon,
JAC,MIA,-2,79,1,1,1,0,0,0,0,0,0,0,1,1,,middle,,T.Yeldon,
JAC,MIA,3,82,3,2,1,0,0,0,1,1,6,0,3,1,left,,B.Bortles,,A.Robinson
MIA,JAC,48,48,10,1,1,1,0,0,1,1,0,7,80,2,right,,R.Tannehill,,R.Matthews
MIA,JAC,0,50,10,1,1,0,0,0,1,1,0,7,32,2,left,,R.Tannehill,,K.Stills
