offense_team,defense_team,yards_gained,yards_net,yards_to_go,down,quarter,first_down,interception,fumble,pass,pass_complete,poss_team_score,def_team_score,yards_to_touchdown,drive,pass_location,run_location,passer,rusher,receiver
IND,ATL,2,90,2,2,3,0,0,0,1,1,13,21,2,15,right,,M.Hasselbeck,,A.Bradshaw
ATL,IND,2,1,10,1,3,1,0,1,0,0,21,14,80,16,,right,,T.Coleman,
IND,ATL,0,0,10,1,4,0,0,0,1,0,14,21,21,17,left,,M.Hasselbeck,,A.Johnson
IND,ATL,6,6,10,2,4,0,0,0,0,0,14,21,21,17,,right,,A.Bradshaw,
ATL,IND,0,0,10,1,4,0,0,0,1,0,21,14,85,18,middle,,M.Ryan,,J.Jones
ATL,IND,4,4,10,2,4,0,0,0,1,1,21,14,85,18,right,,M.Ryan,,R.White
ATL,IND,0,4,6,3,4,0,0,0,1,0,21,14,81,18,left,,M.Ryan,,L.Hankerson
IND,ATL,13,13,10,1,4,1,0,0,1,1,14,21,68,19,right,,M.Hasselbeck,,A.Johnson
IND,ATL,13,17,19,2,4,0,0,0,1,1,14,21,64,19,left,,M.Hasselbeck,,C.Fleener
IND,ATL,0,17,6,3,4,0,0,0,1,0,14,21,51,19,left,,M.Hasselbeck,,G.Whalen
ATL,IND,2,2,10,1,4,0,0,0,0,0,21,20,80,21,,left,,T.Coleman,
ATL,IND,16,18,8,2,4,1,0,0,1,1,21,20,78,21,middle,,M.Ryan,,J.Jones
ATL,IND,2,20,10,1,4,0,0,0,0,0,21,20,62,21,,right,,T.Coleman,
ATL,IND,0,20,8,2,4,0,0,0,1,0,21,20,60,21,middle,,M.Ryan,,T.Coleman
ATL,IND,0,20,8,3,4,0,0,0,1,0,21,20,60,21,left,,M.Ryan,,J.Jones
IND,ATL,1,1,10,1,4,0,0,0,0,0,20,21,84,22,,left,,A.Bradshaw,
IND,ATL,0,1,9,2,4,0,0,0,1,0,20,21,83,22,left,,M.Hasselbeck,,C.Fleener
IND,ATL,8,9,9,3,4,0,0,0,1,1,20,21,83,22,right,,M.Hasselbeck,,G.Whalen
ATL,IND,0,0,10,1,4,0,0,0,1,0,21,20,76,23,right,,M.Ryan,,J.Tamme
ATL,IND,11,6,15,3,4,0,0,0,1,1,21,20,81,23,left,,M.Ryan,,T.Ward
IND,ATL,0,0,10,1,4,0,0,0,1,1,20,21,81,24,left,,M.Hasselbeck,,F.Gore
IND,ATL,31,31,10,2,4,1,0,0,1,1,20,21,81,24,right,,M.Hasselbeck,,F.Gore
IND,ATL,9,40,10,1,4,0,0,0,1,1,20,21,50,24,right,,M.Hasselbeck,,A.Bradshaw
IND,ATL,-1,39,1,2,4,0,0,0,0,0,20,21,41,24,,left,,F.Gore,
IND,ATL,10,49,2,3,4,0,0,0,1,1,20,21,42,24,middle,,M.Hasselbeck,,D.Moncrief
IND,ATL,2,51,10,1,4,0,0,0,0,0,20,21,32,24,,right,,F.Gore,
IND,ATL,3,54,8,2,4,0,0,0,0,0,20,21,30,24,,left,,F.Gore,
IND,ATL,2,56,5,3,4,0,0,0,0,0,20,21,27,24,,right,,A.Bradshaw,
ATL,IND,0,0,10,1,4,0,0,0,1,0,21,23,82,25,middle,,M.Ryan,,L.Hankerson
ATL,IND,0,0,10,2,4,0,0,0,1,0,21,23,82,25,left,,M.Ryan,,J.Jones
ATL,IND,14,14,10,3,4,1,0,0,1,1,21,23,82,25,middle,,M.Ryan,,J.Jones
ATL,IND,4,18,10,1,4,0,0,0,1,1,21,23,68,25,left,,M.Ryan,,T.Ward
ATL,IND,0,18,6,2,4,0,0,0,1,0,21,23,64,25,left,,M.Ryan,,J.Jones
ATL,IND,3,21,6,3,4,0,0,0,1,1,21,23,64,25,right,,M.Ryan,,R.White
STL,BAL,16,16,10,1,1,1,0,0,1,1,0,0,80,1,right,,C.Keenum,,K.Britt
STL,BAL,2,18,10,1,1,0,0,0,0,0,0,0,64,1,,right,,T.Gurley,
STL,BAL,7,25,8,2,1,0,0,0,1,1,0,0,62,1,middle,,C.Keenum,,W.Welker
STL,BAL,0,25,1,3,1,0,0,0,0,0,0,0,55,1,,left,,T.Gurley,
BAL,STL,7,7,10,1,1,0,0,0,1,1,0,0,98,2,right,,J.Flacco,,K.Juszczyk
BAL,STL,8,15,3,2,1,1,0,0,0,0,0,0,91,2,,right,,J.Forsett,
BAL,STL,18,33,10,1,1,1,0,0,0,0,0,0,83,2,,right,,J.Forsett,
BAL,STL,5,37,10,1,1,0,0,0,1,1,0,0,65,2,right,,J.Flacco,,C.Givens
BAL,STL,4,42,5,2,1,0,0,0,0,0,0,0,60,2,,right,,J.Allen,
BAL,STL,27,37,1,3,1,0,0,0,0,0,0,0,56,2,,left,,J.Forsett,
BAL,STL,0,37,6,3,1,0,0,0,1,0,0,0,61,2,right,,J.Flacco,,K.Aiken
STL,BAL,6,6,10,1,1,0,0,0,0,0,0,0,85,3,,left,,T.Gurley,
STL,BAL,5,11,4,2,1,1,0,0,0,0,0,0,79,3,,right,,T.Gurley,
STL,BAL,2,8,15,1,1,0,0,0,0,0,0,0,79,3,,left,,T.Gurley,
STL,BAL,0,8,13,2,1,0,0,0,1,0,0,0,77,3,left,,C.Keenum,,J.Cook
STL,BAL,0,8,13,3,1,0,0,0,1,0,0,0,77,3,left,,C.Keenum,,K.Britt
BAL,STL,19,19,10,1,1,1,0,0,1,1,0,0,60,4,right,,J.Flacco,,C.Gillmore
BAL,STL,-5,14,10,1,1,0,0,0,0,0,0,0,41,4,,left,,J.Forsett,
BAL,STL,7,21,15,2,1,0,0,0,1,1,0,0,46,4,right,,J.Flacco,,J.Butler
BAL,STL,6,27,8,3,1,0,0,1,1,1,0,0,39,4,right,,J.Flacco,,J.Butler
STL,BAL,4,53,10,1,1,0,0,0,0,0,0,0,10,5,,left,,T.Gurley,
STL,BAL,5,58,6,2,1,0,0,0,0,0,0,0,6,5,,left,,T.Gurley,
STL,BAL,1,59,1,3,1,0,0,0,0,0,6,0,1,5,,right,,T.Gurley,
BAL,STL,0,0,10,1,1,0,0,0,0,0,0,7,72,6,,right,,J.Allen,
BAL,STL,9,9,10,2,1,0,0,0,1,1,0,7,72,6,middle,,J.Flacco,,C.Gillmore
BAL,STL,0,-1,11,3,1,0,0,0,1,0,0,7,73,6,right,,J.Flacco,,C.Givens
STL,BAL,5,5,10,1,1,0,0,0,0,0,7,0,72,7,,left,,T.Gurley,
STL,BAL,0,-5,15,2,2,0,0,0,1,0,7,0,77,7,left,,C.Keenum,,L.Kendricks
STL,BAL,4,14,10,1,2,0,0,0,0,0,7,0,62,7,,left,,T.Gurley,
STL,BAL,1,15,6,2,2,0,0,0,0,0,7,0,58,7,,left,,T.Gurley,
STL,BAL,8,23,5,3,2,1,0,0,1,1,7,0,57,7,left,,C.Keenum,,K.Britt
STL,BAL,0,23,10,1,2,0,0,0,0,0,7,0,49,7,,right,,T.Gurley,
STL,BAL,0,23,10,2,2,0,0,0,1,0,7,0,49,7,left,,C.Keenum,,T.Austin
STL,BAL,0,23,10,3,2,0,0,0,1,0,7,0,49,7,right,,C.Keenum,,K.Britt
BAL,STL,6,6,10,1,2,0,0,0,1,1,0,7,81,8,left,,J.Flacco,,K.Aiken
BAL,STL,0,6,4,2,2,0,0,0,1,0,0,7,75,8,left,,J.Flacco,,K.Juszczyk
BAL,STL,0,6,4,3,2,0,0,0,1,0,0,7,75,8,left,,J.Flacco,,C.Givens
STL,BAL,3,7,10,1,2,0,0,0,0,0,7,0,57,9,,right,,T.Gurley,
STL,BAL,6,9,7,2,2,0,0,0,0,0,7,0,54,9,,right,,T.Gurley,
STL,BAL,-2,7,1,3,2,0,0,0,0,0,7,0,48,9,,right,,T.Gurley,
BAL,STL,17,9,18,1,2,0,0,0,0,0,0,7,92,10,,middle,,J.Allen,
BAL,STL,4,13,1,2,2,1,0,0,0,0,0,7,75,10,,right,,J.Allen,
STL,BAL,1,1,10,1,2,0,0,0,0,0,7,0,42,11,,left,,T.Gurley,
STL,BAL,0,1,9,2,2,0,0,0,1,0,7,0,41,11,right,,C.Keenum,,L.Kendricks
STL,BAL,0,1,9,3,2,0,0,0,1,0,7,0,41,11,left,,C.Keenum,,J.Cook
BAL,STL,2,2,10,1,2,0,0,0,0,0,0,7,80,12,,right,,J.Allen,
BAL,STL,0,2,8,2,2,0,0,0,0,0,0,7,78,12,,left,,J.Allen,
BAL,STL,7,9,8,3,2,0,0,0,1,1,0,7,78,12,left,,J.Flacco,,J.Butler
BAL,STL,7,7,10,1,2,0,0,0,0,0,0,7,31,13,,right,,J.Allen,
BAL,STL,-2,5,3,2,2,0,0,0,0,0,0,7,24,13,,right,,J.Allen,
BAL,STL,12,17,5,3,2,1,0,0,1,1,0,7,26,13,middle,,J.Flacco,,M.Williams
BAL,STL,-2,20,5,1,2,0,0,0,1,1,0,7,9,13,left,,J.Flacco,,K.Juszczyk
BAL,STL,11,24,14,3,2,0,0,0,1,1,0,7,18,13,middle,,J.Flacco,,C.Gillmore
BAL,STL,2,2,10,1,3,0,0,0,0,0,3,7,80,14,,left,,J.Allen,
BAL,STL,18,20,8,2,3,1,0,0,1,1,3,7,78,14,right,,J.Flacco,,K.Aiken
BAL,STL,0,20,10,1,3,0,0,0,1,0,3,7,60,14,right,,J.Flacco,,J.Allen
BAL,STL,3,23,10,2,3,0,0,0,0,0,3,7,60,14,,right,,J.Allen,
BAL,STL,25,48,7,3,3,1,0,0,1,1,3,7,57,14,middle,,J.Flacco,,J.Butler
BAL,STL,8,52,20,1,3,0,0,1,1,1,3,7,42,14,right,,J.Flacco,,M.Williams
BAL,STL,1,47,12,2,3,0,0,0,0,0,3,7,34,14,,right,,J.Allen,
BAL,STL,0,47,11,3,3,0,0,0,1,0,3,7,33,14,left,,J.Flacco,,J.Butler
BAL,STL,5,52,11,4,3,1,0,0,1,1,3,7,33,14,middle,,J.Flacco,,K.Juszczyk
STL,BAL,0,0,10,1,3,0,0,0,1,0,7,3,72,15,middle,,C.Keenum,,K.Britt
STL,BAL,4,4,10,2,3,0,0,0,0,0,7,3,72,15,,right,,T.Gurley,
STL,BAL,0,4,6,3,3,0,0,0,1,0,7,3,68,15,right,,C.Keenum,,T.Austin
BAL,STL,0,0,10,1,3,0,0,0,1,0,3,7,88,16,right,,J.Flacco,,C.Gillmore
BAL,STL,0,0,10,2,3,0,0,0,1,0,3,7,88,16,right,,J.Flacco,,K.Aiken
BAL,STL,0,0,10,3,3,0,0,0,1,0,3,7,88,16,right,,J.Flacco,,C.Givens
STL,BAL,7,7,10,1,3,0,0,0,1,1,7,3,60,17,left,,C.Keenum,,J.Cook
BAL,STL,12,12,10,1,3,1,0,0,1,1,3,7,42,18,right,,J.Flacco,,J.Allen
BAL,STL,1,13,10,1,3,0,0,0,0,0,3,7,30,18,,middle,,J.Allen,
STL,BAL,3,3,10,1,3,0,0,0,0,0,7,3,49,19,,middle,,T.Gurley,
STL,BAL,16,19,7,2,3,1,0,0,0,0,7,3,46,19,,right,,T.Austin,
STL,BAL,30,49,10,1,3,0,0,0,1,1,13,3,30,19,left,,C.Keenum,,L.Kendricks
BAL,STL,1,1,10,1,3,0,0,0,0,0,3,13,71,20,,right,,J.Allen,
BAL,STL,8,9,9,2,3,0,0,0,1,1,3,13,70,20,right,,J.Flacco,,J.Allen
BAL,STL,-1,8,1,3,3,0,0,0,0,0,3,13,62,20,,left,,J.Allen,
STL,BAL,2,2,10,1,3,0,0,0,0,0,13,3,87,21,,right,,T.Gurley,
STL,BAL,6,8,8,2,3,0,0,0,1,1,13,3,85,21,middle,,C.Keenum,,W.Welker
STL,BAL,-1,12,10,1,3,0,0,0,0,0,13,3,74,21,,right,,T.Gurley,
STL,BAL,0,12,11,2,3,0,0,0,0,0,13,3,75,21,,right,,B.Cunningham,
STL,BAL,0,12,11,3,3,0,0,0,1,0,13,3,75,21,right,,C.Keenum,,B.Cunningham
BAL,STL,7,12,10,1,3,0,0,0,1,1,3,13,90,22,left,,J.Flacco,,J.Allen
BAL,STL,5,12,3,2,3,1,0,0,0,0,3,13,83,22,,left,,J.Allen,
BAL,STL,0,12,10,1,3,0,0,0,1,0,3,13,78,22,left,,J.Flacco,,C.Gillmore
BAL,STL,0,12,10,2,3,0,0,0,1,0,3,13,78,22,middle,,J.Flacco,,K.Juszczyk
BAL,STL,0,12,10,3,3,0,0,0,1,0,3,13,78,22,right,,J.Flacco,,K.Aiken
STL,BAL,13,13,10,1,4,1,0,0,1,1,13,3,70,23,left,,C.Keenum,,L.Kendricks
BAL,STL,1,1,10,1,4,0,0,0,0,0,3,13,42,24,,right,,J.Allen,
BAL,STL,7,8,9,2,4,0,0,0,1,1,3,13,41,24,right,,J.Flacco,,J.Allen
BAL,STL,14,22,2,3,4,1,0,0,1,1,3,13,34,24,right,,J.Flacco,,J.Allen
BAL,STL,1,23,10,1,4,0,0,0,0,0,3,13,20,24,,left,,K.Juszczyk,
BAL,STL,16,39,9,2,4,1,0,0,1,1,3,13,19,24,middle,,J.Flacco,,C.Gillmore
BAL,STL,0,39,3,1,4,0,0,0,0,0,3,13,3,24,,right,,J.Allen,
BAL,STL,3,42,3,2,4,0,0,0,1,1,9,13,3,24,left,,J.Flacco,,K.Aiken
STL,BAL,16,16,10,1,4,1,0,0,1,1,13,10,80,25,left,,C.Keenum,,J.Cook
STL,BAL,0,9,17,2,4,0,0,0,1,0,13,10,71,25,middle,,C.Keenum,,W.Welker
STL,BAL,3,12,17,3,4,0,0,0,1,1,13,10,71,25,left,,C.Keenum,,J.Cook
BAL,STL,16,16,10,1,4,1,0,0,1,1,10,13,78,26,middle,,J.Flacco,,K.Aiken
BAL,STL,8,24,10,1,4,0,0,0,0,0,10,13,62,26,,left,,J.Allen,
BAL,STL,46,70,2,2,4,1,0,0,1,1,10,13,54,26,left,,J.Flacco,,C.Gillmore
BAL,STL,-1,69,8,1,4,0,0,0,0,0,10,13,8,26,,right,,J.Allen,
BAL,STL,7,76,9,2,4,0,0,0,1,1,10,13,9,26,left,,J.Flacco,,K.Aiken
BAL,STL,0,76,2,3,4,0,0,0,1,1,10,13,2,26,right,,J.Flacco,,M.Williams
STL,BAL,7,7,10,1,4,0,0,0,0,0,13,13,80,27,,left,,T.Gurley,
STL,BAL,6,13,3,2,4,1,0,0,0,0,13,13,73,27,,left,,T.Gurley,
STL,BAL,3,16,10,1,4,0,0,0,0,0,13,13,67,27,,left,,T.Gurley,
STL,BAL,5,21,7,2,4,0,0,0,1,1,13,13,64,27,left,,C.Keenum,,J.Cook
STL,BAL,20,41,2,3,4,0,0,0,1,1,13,13,59,27,middle,,C.Keenum,,B.Cunningham
STL,BAL,0,41,10,1,4,0,0,0,0,0,13,13,39,27,,left,,T.Gurley,
STL,BAL,5,46,10,2,4,0,0,0,1,1,13,13,39,27,left,,C.Keenum,,T.Austin
STL,BAL,0,46,5,3,4,0,0,0,1,0,13,13,34,27,left,,C.Keenum,,T.Austin
BAL,STL,20,20,10,1,4,1,0,0,1,1,13,13,58,28,right,,J.Flacco,,C.Givens
BAL,STL,2,22,10,1,4,0,0,0,0,0,13,13,38,28,,right,,K.Juszczyk,
BAL,STL,0,22,8,2,4,0,0,0,1,0,13,13,36,28,middle,,J.Flacco,,C.Givens
BAL,STL,3,25,8,3,4,0,0,0,0,0,13,13,36,28,,right,,J.Allen,
STL,BAL,0,0,10,1,4,0,0,0,1,0,13,13,59,29,right,,C.Keenum,,T.Austin
STL,BAL,0,5,5,2,4,0,0,0,1,0,13,13,54,29,left,,C.Keenum,,W.Welker
BAL,STL,0,9,10,1,4,0,0,0,1,0,13,13,41,30,middle,,J.Flacco,,C.Givens
BAL,STL,9,9,10,2,4,0,0,0,0,0,13,13,41,30,,left,,J.Allen,
BAL,STL,3,12,1,3,4,1,0,0,0,0,13,13,32,30,,left,,J.Allen,
PHI,TB,5,5,10,1,1,0,0,0,1,1,0,0,86,1,right,,M.Sanchez,,N.Agholor
PHI,TB,5,10,5,2,1,1,0,0,1,1,0,0,81,1,right,,M.Sanchez,,Z.Ertz
PHI,TB,1,10,10,1,1,1,0,1,0,0,0,0,76,1,,middle,,D.Murray,
PHI,TB,7,7,10,1,1,0,0,0,1,1,0,0,86,2,right,,M.Sanchez,,N.Agholor
PHI,TB,4,11,3,2,1,1,0,0,0,0,0,0,79,2,,right,,D.Sproles,
PHI,TB,12,23,10,1,1,1,0,0,0,0,0,0,75,2,,right,,D.Murray,
PHI,TB,11,34,10,1,1,1,0,0,1,1,0,0,63,2,right,,M.Sanchez,,B.Celek
PHI,TB,2,86,10,1,1,0,0,0,0,0,0,0,52,2,,middle,,D.Murray,
PHI,TB,11,86,8,2,1,1,0,0,0,0,0,0,50,2,,right,,M.Sanchez,
PHI,TB,39,86,10,1,1,0,0,0,1,1,6,0,39,2,right,,M.Sanchez,,J.Huff
TB,PHI,11,11,10,1,1,1,0,0,0,0,0,7,83,3,,middle,,D.Martin,
TB,PHI,16,27,10,1,1,1,0,0,1,1,0,7,72,3,left,,J.Winston,,C.Brate
TB,PHI,2,29,10,1,1,0,0,0,0,0,0,7,56,3,,right,,D.Martin,
TB,PHI,3,32,8,2,1,0,0,0,0,0,0,7,54,3,,left,,D.Martin,
TB,PHI,12,44,5,3,1,1,0,0,1,1,0,7,51,3,middle,,J.Winston,,A.Humphries
TB,PHI,3,47,10,1,1,0,0,0,0,0,0,7,39,3,,middle,,D.Martin,
TB,PHI,0,47,7,2,1,0,0,0,1,0,0,7,36,3,left,,J.Winston,,M.Evans
TB,PHI,0,47,7,3,1,0,0,0,1,0,0,7,36,3,right,,J.Winston,,M.Evans
PHI,TB,2,2,10,1,1,0,0,0,0,0,7,0,80,4,,right,,D.Murray,
PHI,TB,16,23,8,2,1,1,0,0,0,0,7,0,78,4,,middle,,D.Murray,
PHI,TB,5,23,10,1,1,0,0,0,0,0,7,0,62,4,,middle,,K.Barner,
PHI,TB,0,23,5,2,1,0,0,0,1,0,7,0,57,4,left,,M.Sanchez,,Z.Ertz
TB,PHI,5,5,10,1,1,0,0,0,0,0,0,7,75,5,,left,,D.Martin,
TB,PHI,-1,4,5,2,1,0,0,0,0,0,0,7,70,5,,middle,,D.Martin,
TB,PHI,58,67,1,3,1,1,0,0,0,0,0,7,66,5,,left,,D.Martin,
TB,PHI,4,71,8,1,1,0,0,0,0,0,0,7,8,5,,middle,,D.Martin,
TB,PHI,4,75,4,2,1,0,0,0,1,1,6,7,4,5,left,,J.Winston,,M.Evans
PHI,TB,4,4,10,1,1,0,0,0,0,0,7,7,92,6,,left,,D.Murray,
PHI,TB,0,4,6,2,1,0,0,0,1,0,7,7,88,6,left,,M.Sanchez,,B.Celek
PHI,TB,0,4,6,3,1,0,0,0,1,0,7,7,88,6,left,,M.Sanchez,,Z.Ertz
TB,PHI,4,4,10,1,1,0,0,0,0,0,7,7,59,7,,middle,,C.Sims,
TB,PHI,0,4,6,2,1,0,0,0,0,0,7,7,55,7,,right,,C.Sims,
TB,PHI,17,21,6,3,1,1,0,0,0,0,7,7,55,7,,left,,C.Sims,
TB,PHI,25,46,10,1,1,0,0,0,1,1,7,7,38,7,right,,J.Winston,,M.Evans
TB,PHI,13,59,10,1,2,0,0,0,1,1,13,7,13,7,left,,J.Winston,,V.Jackson
PHI,TB,1,3,10,1,2,0,0,0,1,1,7,14,78,8,left,,M.Sanchez,,D.Sproles
PHI,TB,2,3,9,2,2,0,0,0,0,0,7,14,77,8,,right,,D.Sproles,
PHI,TB,0,3,7,3,2,0,0,0,1,0,7,14,75,8,right,,M.Sanchez,,N.Agholor
TB,PHI,3,-5,18,2,2,0,0,0,0,0,14,7,88,9,,middle,,D.Martin,
TB,PHI,5,0,15,3,2,0,0,1,0,0,14,7,85,9,,middle,,B.Rainey,
PHI,TB,-1,-1,10,1,2,0,0,0,1,1,7,14,64,10,right,,M.Sanchez,,N.Agholor
PHI,TB,0,6,11,2,2,0,0,0,0,0,7,14,65,10,,middle,,D.Murray,
PHI,TB,7,6,11,3,2,0,0,0,1,1,7,14,65,10,right,,M.Sanchez,,Z.Ertz
TB,PHI,84,84,10,1,2,1,0,0,0,0,14,7,85,11,,right,,D.Martin,
TB,PHI,2,81,6,1,2,0,0,0,0,0,14,7,6,11,,right,,D.Martin,
TB,PHI,0,81,4,2,2,0,0,0,1,0,14,7,4,11,left,,J.Winston,,V.Jackson
TB,PHI,4,85,4,3,2,0,0,0,1,1,20,7,4,11,left,,J.Winston,,R.Shepard
PHI,TB,4,9,10,1,2,0,0,0,1,1,7,21,61,12,right,,M.Sanchez,,D.Murray
PHI,TB,5,23,6,2,2,0,0,0,0,0,7,21,57,12,,middle,,D.Murray,
PHI,TB,10,26,1,3,2,1,0,0,0,0,7,21,52,12,,middle,,D.Murray,
PHI,TB,4,61,10,1,2,0,0,0,0,0,7,21,42,12,,right,,K.Barner,
PHI,TB,3,26,6,2,2,0,0,0,0,0,7,21,38,12,,middle,,D.Sproles,
PHI,TB,35,61,3,3,2,0,0,0,1,1,13,21,35,12,right,,M.Sanchez,,D.Sproles
TB,PHI,13,13,10,1,2,1,0,0,1,1,21,14,80,13,right,,J.Winston,,V.Jackson
TB,PHI,6,19,10,1,2,0,0,0,0,0,21,14,67,13,,middle,,C.Sims,
TB,PHI,10,31,4,2,2,0,0,0,0,0,21,14,61,13,,left,,C.Sims,
TB,PHI,6,19,10,2,2,0,0,0,1,1,21,14,67,13,right,,J.Winston,,V.Jackson
TB,PHI,8,27,4,3,2,1,0,0,1,1,21,14,61,13,right,,J.Winston,,C.Sims
TB,PHI,4,36,10,1,2,0,0,0,0,0,21,14,53,13,,middle,,C.Sims,
TB,PHI,1,32,6,2,2,0,0,0,1,1,21,14,49,13,left,,J.Winston,,A.Humphries
TB,PHI,4,66,5,3,2,0,0,0,1,1,21,14,48,13,right,,J.Winston,,C.Sims
TB,PHI,3,39,1,4,2,1,0,0,0,0,21,14,44,13,,middle,,D.Martin,
TB,PHI,27,66,10,1,2,1,0,0,1,1,21,14,41,13,right,,J.Winston,,A.Humphries
TB,PHI,0,80,10,1,2,0,0,0,1,0,21,14,14,13,right,,J.Winston,,M.Evans
TB,PHI,0,80,10,2,2,0,0,0,1,0,21,14,14,13,right,,J.Winston,,C.Sims
TB,PHI,14,80,10,3,2,0,0,0,1,1,27,14,14,13,right,,J.Winston,,C.Sims
PHI,TB,8,41,10,1,2,0,0,0,1,1,14,28,74,14,middle,,M.Sanchez,,B.Celek
PHI,TB,18,21,2,2,2,0,0,0,1,1,14,28,66,14,middle,,M.Sanchez,,B.Celek
PHI,TB,5,41,15,1,2,1,0,0,1,1,14,28,53,14,middle,,M.Sanchez,,J.Matthews
PHI,TB,0,41,10,1,2,0,0,0,1,0,14,28,33,14,middle,,M.Sanchez,,B.Celek
PHI,TB,0,41,10,2,2,0,0,0,1,0,14,28,33,14,right,,M.Sanchez,,D.Sproles
TB,PHI,3,3,10,1,3,0,0,0,0,0,28,14,80,16,,right,,J.Winston,
TB,PHI,15,33,14,2,3,1,0,0,1,1,28,14,84,16,right,,J.Winston,,M.Evans
TB,PHI,4,15,10,1,3,0,0,0,0,0,28,14,69,16,,left,,C.Sims,
TB,PHI,-2,13,6,2,3,0,0,0,0,0,28,14,65,16,,left,,C.Sims,
TB,PHI,10,28,8,3,3,1,0,0,1,1,28,14,67,16,right,,J.Winston,,A.Humphries
TB,PHI,6,52,10,1,3,0,0,0,0,0,28,14,57,16,,middle,,D.Martin,
TB,PHI,0,29,4,2,3,0,0,0,0,0,28,14,51,16,,middle,,D.Martin,
TB,PHI,-1,33,10,1,3,0,0,0,0,0,28,14,46,16,,middle,,D.Martin,
TB,PHI,0,28,16,2,3,0,0,0,1,0,28,14,52,16,left,,J.Winston,,D.Martin
TB,PHI,24,42,16,3,3,1,0,0,1,1,28,14,52,16,left,,J.Winston,,V.Jackson
TB,PHI,5,57,10,1,3,0,0,0,0,0,28,14,28,16,,right,,C.Sims,
TB,PHI,23,65,20,2,3,1,0,0,1,1,28,14,38,16,right,,J.Winston,,C.Brate
TB,PHI,3,68,10,1,3,0,0,0,0,0,28,14,15,16,,right,,D.Martin,
TB,PHI,4,80,7,2,3,0,0,0,0,0,28,14,12,16,,right,,D.Martin,
TB,PHI,8,80,3,3,3,0,0,0,1,1,34,14,8,16,left,,J.Winston,,C.Brate
PHI,TB,1,1,10,1,3,0,0,0,0,0,14,35,80,17,,left,,D.Murray,
PHI,TB,-1,0,9,2,3,0,0,0,1,1,14,35,79,17,right,,M.Sanchez,,J.Matthews
PHI,TB,18,18,10,3,3,1,0,0,1,1,14,35,80,17,left,,M.Sanchez,,R.Cooper
PHI,TB,7,25,10,1,3,0,0,0,0,0,14,35,62,17,,left,,D.Sproles,
PHI,TB,6,31,3,2,3,1,0,0,1,1,14,35,55,17,left,,M.Sanchez,,B.Celek
PHI,TB,0,31,10,1,3,0,0,0,0,0,14,35,49,17,,middle,,D.Sproles,
PHI,TB,0,31,10,2,3,0,0,0,1,0,14,35,49,17,left,,M.Sanchez,,D.Sproles
PHI,TB,0,31,10,3,3,0,0,0,1,0,14,35,49,17,right,,M.Sanchez,,T.Burton
TB,PHI,6,6,10,1,3,0,0,0,0,0,35,14,80,18,,middle,,D.Martin,
TB,PHI,3,9,4,2,3,0,0,0,0,0,35,14,74,18,,left,,D.Martin,
TB,PHI,2,11,1,3,3,1,0,0,0,0,35,14,71,18,,middle,,D.Martin,
TB,PHI,19,30,10,1,3,0,0,0,1,1,35,14,69,18,left,,J.Winston,,M.Evans
TB,PHI,27,61,10,1,4,1,0,0,0,0,35,14,50,18,,middle,,D.Martin,
TB,PHI,4,61,10,1,4,0,0,0,0,0,35,14,23,18,,right,,D.Martin,
TB,PHI,7,68,6,2,4,1,0,0,0,0,35,14,19,18,,middle,,D.Martin,
TB,PHI,2,70,10,1,4,0,0,0,0,0,35,14,12,18,,middle,,D.Martin,
TB,PHI,0,70,8,2,4,0,0,0,1,0,35,14,10,18,left,,J.Winston,,V.Jackson
TB,PHI,0,70,8,3,4,0,0,0,1,0,35,14,10,18,left,,J.Winston,,A.Humphries
PHI,TB,5,5,10,1,4,0,0,0,0,0,14,38,80,19,,left,,D.Murray,
PHI,TB,14,19,5,2,4,1,0,0,1,1,14,38,75,19,left,,M.Sanchez,,B.Celek
PHI,TB,3,22,10,1,4,0,0,0,0,0,14,38,61,19,,left,,D.Murray,
PHI,TB,6,28,7,2,4,0,0,1,1,1,14,38,58,19,left,,M.Sanchez,,D.Murray
PHI,TB,4,32,1,3,4,1,0,0,0,0,14,38,52,19,,left,,D.Murray,
PHI,TB,0,32,10,1,4,0,0,0,1,0,14,38,48,19,left,,M.Sanchez,,D.Sproles
TB,PHI,1,1,10,1,4,0,0,0,0,0,38,14,65,20,,left,,C.Sims,
TB,PHI,0,1,9,2,4,0,0,0,1,0,38,14,64,20,left,,J.Winston,,C.Brate
TB,PHI,0,1,9,3,4,0,0,0,1,0,38,14,64,20,right,,J.Winston,,
PHI,TB,0,61,10,1,4,0,0,0,1,0,14,38,84,21,left,,M.Sanchez,,D.Murray
PHI,TB,6,6,10,2,4,0,0,0,1,1,14,38,84,21,right,,M.Sanchez,,D.Murray
PHI,TB,4,10,4,3,4,1,0,0,1,1,14,38,78,21,left,,M.Sanchez,,J.Matthews
PHI,TB,11,21,10,1,4,1,0,0,1,1,14,38,74,21,left,,M.Sanchez,,D.Murray
PHI,TB,0,21,10,1,4,0,0,0,1,0,14,38,63,21,left,,M.Sanchez,,K.Barner
PHI,TB,2,23,10,2,4,0,0,0,1,1,14,38,63,21,left,,M.Sanchez,,D.Sproles
PHI,TB,24,59,13,3,4,1,0,0,1,1,14,38,66,21,middle,,M.Sanchez,,R.Cooper
PHI,TB,14,56,10,1,4,1,0,0,1,1,14,38,42,21,left,,M.Sanchez,,B.Celek
